G,Date,Age,Tm,game_location,Opp,game_result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,FTR,hAST%,TOV%,AST-TOV,DREB%,OREB%,POSS,Year_Number,GmSc-Per-PTS,GmSc-Per-FT,FTR-Per-FGA,PTS-Per-TOV,PTS-Per-POSS,game_result-Per-PTS,PER,PER-Per-PTS,STLS-and-BLKS,STL-BLK-Per-PF,Won,High-3P%-Shooting,High-FG%-Shooting,Over-3-BLKs-and-STLs,Played-Above-Avg-Min,Above-Avg-FT%,Career-Stage,Above-Avg-PTS-Per-POSS,More-BLKs-Than-STLs,More-AST-Than-TOV,PTS-Cat,2P,2PA,2P%,2P%-Above-50%,More than 3 Fouls,FTR-Above-Avg,Less-Than-3-TOV,PTS-Per-Min,%-Avg,PER-Per-TOV,off_rating,off_rating_above_avg,More-Than-Avg-POSS,Above-Avg-GmSc
30,2016-01-02,31,CLE,True,ORL,25,True,29,11.0,18.0,0.611,4.0,7.0,0.5710000000000001,3.0,4.0,0.75,0.0,5.0,5.0,3.0,2.0,0.0,0.0,2.0,29.0,25.2,28.0,0.7286432160804021,0.16666666666666666,0.13100436681222707,0.0,inf,1.0,0.0,19.76,14,0.8689655172413793,8.4,0.009259259259259259,0.0,1.4676113360323886,0.8620689655172413,43.07462068965519,1.4853317479191444,2.0,0.0,True,True,True,False,False,True,prime,True,False,True,below 35,7.0,11.0,0.6363636363636364,True,False,False,True,1.0,0.6036818181818182,0.0,146.76113360323885,True,False,True
31,2016-01-04,31,CLE,True,TOR,22,True,30,7.0,11.0,0.636,1.0,2.0,0.5,5.0,8.0,0.625,0.0,2.0,2.0,7.0,3.0,0.0,2.0,1.0,20.0,20.0,11.0,0.6756756756756757,0.4545454545454545,0.29411764705882354,0.08403361344537814,3.5,1.0,0.0,16.52,14,1.0,4.0,0.04132231404958678,10.0,1.2106537530266344,1.1,32.63983333333333,1.6319916666666667,3.0,1.5,True,True,True,False,False,False,prime,True,False,True,below 35,6.0,9.0,0.6666666666666666,True,False,True,True,0.6666666666666666,0.5833333333333333,16.319916666666664,121.06537530266344,True,False,False
32,2016-01-06,31,CLE,False,WAS,6,True,39,12.0,22.0,0.545,4.0,9.0,0.444,6.0,8.0,0.75,0.0,10.0,10.0,4.0,1.0,1.0,2.0,3.0,34.0,26.9,2.0,0.6589147286821705,0.2727272727272727,0.12578616352201258,0.06289308176100629,2.0,1.0,0.0,27.52,14,0.7911764705882353,4.483333333333333,0.012396694214876032,17.0,1.2354651162790695,0.17647058823529413,33.49961538461538,0.985282805429864,2.0,1.0,True,True,True,False,True,True,prime,True,False,True,below 35,8.0,13.0,0.6153846153846154,True,False,False,True,0.8717948717948718,0.5296923076923077,16.74980769230769,123.54651162790698,True,True,True
33,2016-01-08,31,CLE,False,MIN,26,True,32,5.0,12.0,0.417,0.0,4.0,0.0,3.0,4.0,0.75,0.0,12.0,12.0,8.0,1.0,2.0,3.0,1.0,13.0,14.4,21.0,0.4676258992805755,0.25,0.321285140562249,0.1204819277108434,2.6666666666666665,1.0,0.0,16.759999999999998,14,1.1076923076923078,4.8,0.02083333333333333,4.333333333333333,0.7756563245823391,2.0,21.343000000000004,1.641769230769231,3.0,1.0,True,False,False,False,False,True,prime,False,True,True,below 20,5.0,8.0,0.625,True,False,False,False,0.40625,0.3125,7.1143333333333345,77.56563245823389,False,False,False
34,2016-01-10,31,CLE,False,PHI,10,True,37,15.0,22.0,0.682,3.0,5.0,0.6,4.0,6.0,0.667,0.0,7.0,7.0,9.0,2.0,0.0,2.0,1.0,37.0,34.8,11.0,0.7444668008048292,0.18181818181818185,0.2510460251046025,0.055788005578800565,4.5,1.0,0.0,26.64,14,0.9405405405405404,8.7,0.008264462809917356,18.5,1.3888888888888888,0.2702702702702703,46.342081081081076,1.2524886778670563,2.0,1.0,True,True,True,False,False,False,prime,True,False,True,above 35,12.0,17.0,0.7058823529411765,True,False,False,True,1.0,0.6529411764705882,23.171040540540538,138.88888888888889,True,True,True
35,2016-01-12,31,CLE,False,DAL,3,True,41,9.0,17.0,0.529,3.0,6.0,0.5,6.0,8.0,0.75,3.0,7.0,10.0,7.0,2.0,0.0,4.0,2.0,27.0,24.2,2.0,0.6490384615384616,0.35294117647058826,0.220125786163522,0.12578616352201258,1.75,0.7,0.3,21.52,14,0.8962962962962963,4.033333333333333,0.020761245674740487,6.75,1.254646840148699,0.1111111111111111,28.705975609756102,1.0631842818428183,2.0,0.5,True,True,True,False,True,True,prime,True,False,True,below 35,6.0,11.0,0.5454545454545454,True,False,True,False,0.6585365853658537,0.5227272727272727,7.1764939024390255,125.46468401486989,True,False,True
36,2016-01-14,31,CLE,False,SAS,-4,True,37,9.0,17.0,0.529,1.0,3.0,0.333,3.0,4.0,0.75,2.0,5.0,7.0,5.0,0.0,0.0,4.0,4.0,22.0,14.1,9.0,0.5820105820105821,0.17647058823529413,0.17921146953405018,0.14336917562724014,1.25,0.7142857142857143,0.2857142857142857,20.76,14,0.6409090909090909,4.7,0.010380622837370243,5.5,1.0597302504816954,-0.18181818181818185,18.186135135135146,0.8266425061425065,0.0,0.0,False,False,True,False,False,True,prime,False,False,True,below 35,8.0,14.0,0.5714285714285714,True,True,False,False,0.5945945945945946,0.4522142857142857,4.5465337837837865,105.97302504816955,False,False,False
37,2016-01-15,31,CLE,False,HOU,14,True,36,7.0,14.0,0.5,1.0,2.0,0.5,4.0,6.0,0.667,2.0,5.0,7.0,7.0,0.0,2.0,4.0,1.0,19.0,16.0,10.0,0.5637982195845697,0.2857142857142857,0.2513464991023339,0.1436265709156194,1.75,0.7142857142857143,0.2857142857142857,18.64,14,0.8421052631578947,4.0,0.020408163265306117,4.75,1.01931330472103,0.7368421052631579,21.28519444444445,1.1202733918128656,2.0,0.5,True,True,False,False,False,False,prime,False,True,True,below 20,6.0,12.0,0.5,False,False,False,False,0.5277777777777778,0.5,5.3212986111111125,101.931330472103,False,False,False
38,2016-01-18,31,CLE,True,GSW,-34,True,32,7.0,16.0,0.438,0.0,3.0,0.0,2.0,2.0,1.0,1.0,4.0,5.0,5.0,1.0,1.0,3.0,1.0,16.0,11.3,-34.0,0.47197640117994105,0.125,0.2004008016032064,0.12024048096192386,1.6666666666666667,0.8,0.2,18.88,14,0.70625,5.65,0.0078125,5.333333333333333,0.8474576271186441,-2.125,16.499218750000004,1.0312011718750005,2.0,0.6666666666666666,False,False,False,False,False,True,prime,False,False,True,below 20,7.0,13.0,0.5384615384615384,True,False,False,False,0.5,0.2692307692307692,5.4997395833333345,84.74576271186442,False,False,False
39,2016-01-20,31,CLE,False,BRK,13,True,29,7.0,12.0,0.583,1.0,1.0,1.0,2.0,4.0,0.5,0.0,1.0,1.0,5.0,1.0,1.0,4.0,1.0,17.0,11.7,15.0,0.6115107913669064,0.16666666666666666,0.2183406113537118,0.17467248908296945,1.25,1.0,0.0,17.759999999999994,14,0.6882352941176471,5.85,0.013888888888888888,4.25,0.9572072072072072,0.7647058823529411,19.279379310344826,1.134081135902637,2.0,0.5,True,True,True,False,False,False,prime,False,False,True,below 20,6.0,11.0,0.5454545454545454,True,False,False,False,0.5862068965517241,0.7727272727272727,4.8198448275862065,95.72072072072075,False,False,False
40,2016-01-21,31,CLE,True,LAC,13,True,35,9.0,17.0,0.529,1.0,4.0,0.25,3.0,5.0,0.6,1.0,4.0,5.0,12.0,0.0,0.0,0.0,4.0,22.0,21.6,21.0,0.567741935483871,0.17647058823529413,0.3824701195219123,0.0,inf,0.8,0.2,18.2,14,0.981818181818182,7.2,0.010380622837370243,0.0,1.208791208791209,0.5909090909090909,30.20645714285714,1.3730207792207791,0.0,0.0,True,False,True,False,False,False,prime,True,False,True,below 35,8.0,13.0,0.6153846153846154,True,True,False,True,0.6285714285714286,0.4326923076923077,0.0,120.87912087912089,True,False,False
41,2016-01-23,31,CLE,True,CHI,-13,True,39,11.0,27.0,0.407,0.0,5.0,0.0,4.0,7.0,0.5710000000000001,3.0,10.0,13.0,9.0,2.0,1.0,1.0,3.0,26.0,22.2,-2.0,0.4286892003297609,0.14814814814814814,0.22318660880347174,0.02479851208927464,9.0,0.7692307692307693,0.2307692307692308,28.08,14,0.8538461538461538,5.55,0.005486968449931413,26.0,0.925925925925926,-0.5,27.26602564102565,1.048693293885602,3.0,3.0,False,False,False,False,True,False,prime,False,False,True,below 35,11.0,22.0,0.5,False,False,False,True,0.6666666666666666,0.25,27.26602564102565,92.5925925925926,False,True,False
42,2016-01-25,31,CLE,True,MIN,7,True,38,11.0,15.0,0.733,1.0,1.0,1.0,2.0,3.0,0.667,0.0,4.0,4.0,9.0,1.0,1.0,5.0,2.0,25.0,21.9,1.0,0.7610350076103499,0.13333333333333333,0.29580936729663104,0.16433853738701726,1.8,1.0,0.0,21.32,14,0.8759999999999999,10.95,0.008888888888888889,5.0,1.1726078799249529,0.28,28.257394736842123,1.1302957894736847,2.0,0.4,True,True,True,False,True,False,prime,True,False,True,below 35,10.0,14.0,0.7142857142857143,True,False,False,False,0.6578947368421053,0.8571428571428572,5.651478947368425,117.26078799249531,True,False,False
43,2016-01-27,31,CLE,True,PHO,22,True,31,7.0,8.0,0.875,0.0,1.0,0.0,7.0,7.0,1.0,0.0,3.0,3.0,9.0,0.0,0.0,2.0,2.0,21.0,22.6,16.0,0.9271523178807948,0.875,0.4031354983202688,0.08958566629339305,4.5,1.0,0.0,13.08,14,1.0761904761904764,3.2285714285714286,0.109375,10.5,1.6055045871559632,1.0476190476190477,35.61829032258064,1.6961090629800306,0.0,0.0,True,False,True,False,False,True,prime,True,False,True,below 35,7.0,7.0,1.0,True,False,True,True,0.6774193548387096,0.5,17.80914516129032,160.55045871559633,True,False,True
44,2016-01-29,31,CLE,False,DET,8,True,35,7.0,16.0,0.438,0.0,2.0,0.0,6.0,7.0,0.857,1.0,8.0,9.0,8.0,1.0,0.0,1.0,3.0,20.0,18.7,19.0,0.517464424320828,0.375,0.28243601059135043,0.035304501323918804,8.0,0.8888888888888888,0.1111111111111111,19.08,14,0.935,3.1166666666666667,0.0234375,20.0,1.0482180293501049,0.4,25.496542857142853,1.2748271428571427,1.0,1.0,True,False,False,False,False,True,prime,False,False,True,below 35,7.0,14.0,0.5,False,False,True,True,0.5714285714285714,0.25,25.496542857142853,104.8218029350105,False,False,False
45,2016-01-30,31,CLE,True,SAS,14,True,34,10.0,17.0,0.588,0.0,2.0,0.0,9.0,11.0,0.818,1.0,4.0,5.0,7.0,2.0,2.0,2.0,2.0,29.0,27.7,14.0,0.6524184476940382,0.5294117647058824,0.2241793434747798,0.06405124099279423,3.5,0.8,0.2,22.84,14,0.9551724137931036,3.077777777777777,0.031141868512110732,14.5,1.2697022767075306,0.4827586206896552,39.734764705882355,1.3701643002028396,4.0,2.0,True,False,True,True,False,True,prime,True,False,True,below 35,10.0,15.0,0.6666666666666666,True,False,True,True,0.8529411764705882,0.3333333333333333,19.867382352941178,126.97022767075306,True,False,True
46,2016-02-01,31,CLE,False,IND,5,True,43,9.0,22.0,0.409,0.0,5.0,0.0,6.0,10.0,0.6,2.0,10.0,12.0,6.0,2.0,1.0,1.0,2.0,24.0,20.1,-1.0,0.4485981308411215,0.2727272727272727,0.17777777777777778,0.02962962962962963,6.0,0.8333333333333334,0.16666666666666666,25.4,14,0.8375,3.35,0.012396694214876032,24.0,0.9448818897637796,0.20833333333333331,22.24830232558139,0.9270125968992244,3.0,3.0,True,False,False,False,True,False,prime,False,False,True,below 35,9.0,17.0,0.5294117647058824,True,False,False,True,0.5581395348837209,0.2647058823529412,22.24830232558139,94.48818897637796,False,False,False
47,2016-02-03,31,CLE,False,CHO,-9,True,39,10.0,21.0,0.476,0.0,3.0,0.0,3.0,5.0,0.6,0.0,6.0,6.0,6.0,1.0,2.0,1.0,1.0,23.0,18.5,-9.0,0.4919786096256685,0.14285714285714285,0.19753086419753085,0.03292181069958848,6.0,1.0,0.0,24.2,14,0.8043478260869565,6.166666666666668,0.006802721088435374,23.0,0.950413223140496,-0.39130434782608703,22.7146923076923,0.9875953177257522,3.0,3.0,False,False,False,False,True,False,prime,False,True,True,below 35,10.0,18.0,0.5555555555555556,True,False,False,True,0.5897435897435898,0.2777777777777778,22.7146923076923,95.0413223140496,False,False,False
48,2016-02-05,31,CLE,True,BOS,-1,True,38,9.0,23.0,0.391,0.0,5.0,0.0,12.0,17.0,0.706,3.0,4.0,7.0,4.0,2.0,1.0,6.0,2.0,30.0,17.5,-7.0,0.4827031375703942,0.5217391304347826,0.09738283627510652,0.14607425441265975,0.6666666666666666,0.5714285714285714,0.42857142857142855,33.480000000000004,14,0.5833333333333334,1.4583333333333333,0.02268431001890359,5.0,0.8960573476702508,-0.03333333333333333,20.80460526315789,0.6934868421052629,3.0,0.5,False,False,False,False,True,False,prime,False,False,False,below 35,9.0,18.0,0.5,False,False,True,False,0.7894736842105263,0.25,3.467434210526315,89.60573476702508,False,True,False
49,2016-02-06,31,CLE,True,NOP,15,True,36,11.0,20.0,0.55,2.0,5.0,0.4,3.0,3.0,1.0,0.0,3.0,3.0,8.0,1.0,0.0,2.0,2.0,27.0,22.1,8.0,0.6301050175029171,0.15,0.2545743834526651,0.06364359586316627,4.0,1.0,0.0,23.32,14,0.8185185185185185,7.366666666666667,0.0075,13.5,1.1578044596912522,0.5555555555555556,29.71225,1.1004537037037037,1.0,0.5,True,False,True,False,False,True,prime,True,False,True,below 35,9.0,15.0,0.6,True,False,False,True,0.75,0.5,14.856125,115.78044596912521,True,False,False
50,2016-02-08,31,CLE,True,SAC,20,True,30,8.0,16.0,0.5,1.0,2.0,0.5,4.0,5.0,0.8,1.0,9.0,10.0,10.0,2.0,1.0,4.0,1.0,21.0,21.3,16.0,0.5714285714285714,0.25,0.3088803088803089,0.12355212355212356,2.5,0.9,0.1,21.2,14,1.0142857142857142,5.325,0.015625,5.25,0.9905660377358492,0.9523809523809524,34.17836666666667,1.6275412698412701,3.0,0.75,True,True,False,False,False,True,prime,False,False,True,below 35,7.0,14.0,0.5,False,False,False,False,0.7,0.5,8.544591666666667,99.05660377358491,False,False,False
51,2016-02-10,31,CLE,True,LAL,9,True,36,12.0,22.0,0.545,3.0,6.0,0.5,2.0,5.0,0.4,1.0,6.0,7.0,11.0,1.0,0.0,1.0,1.0,29.0,27.0,16.0,0.5948717948717949,0.09090909090909093,0.3024054982817869,0.027491408934707903,11.0,0.8571428571428571,0.14285714285714285,24.2,14,0.9310344827586208,13.5,0.004132231404958678,29.0,1.1983471074380163,0.3103448275862069,36.65036111111111,1.2638055555555554,1.0,1.0,True,True,True,False,False,False,prime,True,False,True,below 35,9.0,16.0,0.5625,True,False,False,True,0.8055555555555556,0.53125,36.65036111111111,119.83471074380165,True,False,True
52,2016-02-18,31,CLE,True,CHI,11,True,34,11.0,19.0,0.579,0.0,2.0,0.0,3.0,3.0,1.0,2.0,7.0,9.0,9.0,0.0,1.0,2.0,3.0,25.0,23.4,13.0,0.6119951040391677,0.15789473684210525,0.2863961813842482,0.06364359586316627,4.5,0.7777777777777778,0.2222222222222222,20.32,14,0.936,7.8,0.008310249307479223,12.5,1.2303149606299213,0.44,33.68591176470589,1.3474364705882358,1.0,0.5,True,False,True,False,False,True,prime,True,True,True,below 35,11.0,17.0,0.6470588235294118,True,False,False,True,0.7352941176470589,0.3235294117647059,16.842955882352946,123.03149606299212,True,False,True
53,2016-02-21,31,CLE,False,OKC,23,True,37,11.0,22.0,0.5,2.0,5.0,0.4,1.0,1.0,1.0,3.0,4.0,7.0,11.0,3.0,0.0,5.0,3.0,25.0,21.8,22.0,0.5561735261401557,0.045454545454545456,0.285899935022742,0.1299545159194282,2.2,0.5714285714285714,0.42857142857142855,24.44,14,0.872,21.8,0.002066115702479339,5.0,1.02291325695581,0.92,28.724540540540538,1.1489816216216218,3.0,0.6,True,False,False,False,False,True,prime,False,False,True,below 35,9.0,17.0,0.5294117647058824,True,False,False,False,0.6756756756756757,0.4647058823529412,5.744908108108108,102.29132569558101,False,False,False
54,2016-02-22,31,CLE,True,DET,-8,True,37,5.0,18.0,0.278,0.0,4.0,0.0,2.0,2.0,1.0,1.0,7.0,8.0,5.0,3.0,0.0,6.0,2.0,12.0,3.9,-4.0,0.31662269129287607,0.1111111111111111,0.1669449081803005,0.2003338898163606,0.8333333333333334,0.875,0.125,23.88,14,0.325,1.95,0.006172839506172839,2.0,0.5025125628140704,-0.6666666666666666,3.6014864864864933,0.3001238738738744,3.0,0.5,False,False,False,False,False,True,prime,False,False,False,below 20,5.0,14.0,0.35714285714285715,False,False,False,False,0.32432432432432434,0.17857142857142858,0.6002477477477489,50.25125628140704,False,False,False
55,2016-02-24,31,CLE,True,CHO,11,True,30,8.0,13.0,0.615,2.0,4.0,0.5,5.0,8.0,0.625,1.0,6.0,7.0,7.0,2.0,0.0,2.0,1.0,23.0,22.9,4.0,0.6845238095238095,0.38461538461538464,0.2713178294573643,0.07751937984496124,3.5,0.8571428571428571,0.14285714285714285,17.52,14,0.9956521739130434,4.58,0.02958579881656805,11.5,1.312785388127854,0.4782608695652174,37.3931,1.625786956521739,2.0,1.0,True,True,True,False,False,False,prime,True,False,True,below 35,6.0,9.0,0.6666666666666666,True,False,True,True,0.7666666666666667,0.5833333333333333,18.69655,131.2785388127854,True,False,True
56,2016-02-26,31,CLE,False,TOR,-2,True,40,9.0,18.0,0.5,2.0,4.0,0.5,5.0,9.0,0.556,1.0,7.0,8.0,7.0,1.0,0.0,6.0,2.0,25.0,16.3,10.0,0.5611672278338945,0.2777777777777778,0.19844082211197733,0.1700921332388377,1.1666666666666667,0.875,0.125,26.96,14,0.652,3.26,0.0154320987654321,4.166666666666667,0.9272997032640948,-0.08,18.972500000000004,0.7589000000000001,1.0,0.16666666666666666,False,True,False,False,True,False,prime,False,False,True,below 35,7.0,14.0,0.5,False,False,False,False,0.625,0.5,3.162083333333334,92.72997032640949,False,True,False
57,2016-02-29,31,CLE,True,IND,4,True,36,14.0,22.0,0.636,2.0,4.0,0.5,3.0,5.0,0.6,0.0,5.0,5.0,4.0,2.0,0.0,5.0,2.0,33.0,22.9,12.0,0.676923076923077,0.13636363636363635,0.1198501872659176,0.149812734082397,0.8,1.0,0.0,29.2,14,0.6939393939393939,7.633333333333333,0.006198347107438016,6.6,1.1301369863013702,0.12121212121212123,30.81363888888889,0.9337466329966332,2.0,0.4,True,True,True,False,False,False,prime,True,False,False,below 35,12.0,18.0,0.6666666666666666,True,False,False,False,0.9166666666666666,0.5833333333333333,6.162727777777778,113.01369863013699,True,True,True
58,2016-03-04,31,CLE,True,WAS,25,True,30,7.0,18.0,0.389,1.0,4.0,0.25,4.0,4.0,1.0,1.0,12.0,13.0,8.0,3.0,0.0,1.0,1.0,19.0,20.7,15.0,0.4773869346733669,0.2222222222222222,0.2768166089965398,0.034602076124567484,8.0,0.9230769230769232,0.07692307692307693,19.76,14,1.0894736842105264,5.175,0.012345679012345678,19.0,0.9615384615384616,1.3157894736842106,33.10423333333333,1.7423280701754382,3.0,3.0,True,False,False,False,False,True,prime,False,False,True,below 20,6.0,14.0,0.42857142857142855,False,False,False,True,0.6333333333333333,0.3392857142857143,33.10423333333333,96.15384615384615,False,False,False
59,2016-03-05,31,CLE,True,BOS,17,True,36,11.0,20.0,0.55,1.0,4.0,0.25,5.0,9.0,0.556,4.0,7.0,11.0,8.0,2.0,1.0,4.0,2.0,28.0,25.2,4.0,0.576725025746653,0.25,0.22053756030323915,0.11026878015161956,2.0,0.6363636363636364,0.3636363636363637,23.96,14,0.9,5.04,0.0125,7.0,1.1686143572621035,0.6071428571428571,34.22475,1.2223125,3.0,0.75,True,False,True,False,False,False,prime,True,False,True,below 35,10.0,16.0,0.625,True,False,False,False,0.7777777777777778,0.4375,8.5561875,116.86143572621035,True,False,True
60,2016-03-07,31,CLE,True,MEM,-3,True,37,11.0,19.0,0.579,2.0,4.0,0.5,4.0,5.0,0.8,2.0,7.0,9.0,5.0,1.0,0.0,4.0,2.0,28.0,21.9,-9.0,0.6549707602339181,0.21052631578947367,0.1646090534979424,0.13168724279835392,1.25,0.7777777777777778,0.2222222222222222,23.2,14,0.7821428571428571,5.475,0.0110803324099723,7.0,1.206896551724138,-0.10714285714285714,28.674810810810822,1.0241003861003866,1.0,0.25,False,True,True,False,False,True,prime,True,False,True,below 35,9.0,15.0,0.6,True,False,False,False,0.7567567567567568,0.55,7.1687027027027055,120.6896551724138,True,False,False
61,2016-03-09,31,CLE,False,SAC,9,True,36,8.0,19.0,0.421,1.0,5.0,0.2,8.0,9.0,0.889,4.0,7.0,11.0,6.0,0.0,0.0,5.0,1.0,25.0,18.2,16.0,0.5370569280343717,0.42105263157894735,0.175054704595186,0.14587892049598833,1.2,0.6363636363636364,0.3636363636363637,23.96,14,0.728,2.275,0.0221606648199446,5.0,1.0434056761268782,0.36,23.436888888888895,0.937475555555556,0.0,0.0,True,False,False,False,False,True,prime,False,False,True,below 35,7.0,14.0,0.5,False,False,True,False,0.6944444444444444,0.35,4.687377777777779,104.3405676126878,False,False,False
62,2016-03-10,31,CLE,False,LAL,12,True,34,9.0,18.0,0.5,1.0,4.0,0.25,5.0,8.0,0.625,2.0,3.0,5.0,7.0,0.0,2.0,3.0,2.0,24.0,18.6,6.0,0.5504587155963303,0.2777777777777778,0.220125786163522,0.09433962264150944,2.333333333333333,0.6,0.4,22.52,14,0.775,3.72,0.0154320987654321,8.0,1.0657193605683837,0.5,26.28735294117647,1.0953063725490195,2.0,0.6666666666666666,True,False,False,False,False,False,prime,False,True,True,below 35,8.0,14.0,0.5714285714285714,True,False,False,False,0.7058823529411765,0.4107142857142857,8.762450980392156,106.57193605683837,False,False,False
63,2016-03-13,31,CLE,False,LAC,24,True,30,9.0,15.0,0.6,3.0,4.0,0.75,6.0,7.0,0.857,1.0,5.0,6.0,5.0,1.0,0.0,2.0,2.0,27.0,23.6,16.0,0.7366984993178718,0.4,0.1974333662388944,0.07897334649555775,2.5,0.8333333333333334,0.16666666666666666,19.08,14,0.8740740740740741,3.9333333333333336,0.02666666666666667,13.5,1.4150943396226416,0.8888888888888888,38.4055,1.422425925925926,1.0,0.5,True,True,True,False,False,True,prime,True,False,True,below 35,6.0,11.0,0.5454545454545454,True,False,True,True,0.9,0.6477272727272727,19.20275,141.50943396226415,True,False,True
64,2016-03-14,31,CLE,False,UTA,-9,True,36,10.0,20.0,0.5,2.0,6.0,0.333,1.0,2.0,0.5,6.0,6.0,12.0,3.0,1.0,0.0,3.0,0.0,23.0,18.7,6.0,0.5489260143198091,0.05,0.11131725417439704,0.11131725417439704,1.0,0.5,0.5,17.88,14,0.8130434782608695,18.7,0.0025,7.666666666666668,1.2863534675615214,-0.39130434782608703,25.474638888888887,1.1075929951690824,1.0,0.3333333333333333,False,False,False,False,False,False,prime,True,False,False,below 35,8.0,14.0,0.5714285714285714,True,False,False,False,0.6388888888888888,0.4522142857142857,8.491546296296296,128.63534675615213,True,False,False
65,2016-03-18,31,CLE,False,ORL,6,True,35,6.0,15.0,0.4,0.0,3.0,0.0,6.0,6.0,1.0,1.0,6.0,7.0,8.0,1.0,1.0,4.0,3.0,18.0,14.5,-5.0,0.5042016806722689,0.4,0.26800670016750416,0.13400335008375208,2.0,0.8571428571428571,0.14285714285714285,20.64,14,0.8055555555555556,2.4166666666666665,0.02666666666666667,4.5,0.8720930232558141,0.3333333333333333,19.275571428571435,1.0708650793650798,2.0,0.5,True,False,False,False,False,True,prime,False,False,True,below 20,6.0,12.0,0.5,False,False,True,False,0.5142857142857142,0.25,4.818892857142859,87.20930232558139,False,False,False
66,2016-03-19,31,CLE,False,MIA,-21,True,26,13.0,20.0,0.65,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,0.0,3.0,1.0,26.0,17.8,-23.0,0.65,0.0,0.1153846153846154,0.1153846153846154,1.0,1.0,0.0,23.0,14,0.6846153846153846,0.0,0.0,8.666666666666666,1.1304347826086956,-0.8076923076923077,33.29553846153846,1.2805976331360946,1.0,0.3333333333333333,False,False,True,False,False,False,prime,True,False,False,below 35,13.0,17.0,0.7647058823529411,True,False,False,False,1.0,0.38235294117647056,11.098512820512822,113.04347826086956,True,False,False
67,2016-03-21,31,CLE,True,DEN,33,True,33,12.0,19.0,0.632,1.0,2.0,0.5,8.0,11.0,0.727,3.0,8.0,11.0,11.0,0.0,0.0,3.0,2.0,33.0,31.7,38.0,0.6811145510835913,0.42105263157894735,0.28776978417266186,0.07848266841072596,3.6666666666666665,0.7272727272727273,0.2727272727272727,23.84,14,0.9606060606060606,3.9625,0.0221606648199446,11.0,1.3842281879194631,1.0,46.77175757575758,1.4173259871441692,0.0,0.0,True,True,True,False,False,True,prime,True,False,True,below 35,11.0,17.0,0.6470588235294118,True,False,True,False,1.0,0.5735294117647058,15.590585858585861,138.4228187919463,True,False,True
68,2016-03-23,31,CLE,True,MIL,9,True,36,9.0,22.0,0.409,1.0,4.0,0.25,7.0,10.0,0.7,5.0,1.0,6.0,8.0,2.0,1.0,2.0,0.0,26.0,23.1,12.0,0.485981308411215,0.3181818181818182,0.217687074829932,0.054421768707482984,4.0,0.16666666666666666,0.8333333333333334,23.4,14,0.8884615384615385,3.3000000000000003,0.014462809917355372,13.0,1.1111111111111112,0.3461538461538461,30.84394444444445,1.1863055555555555,3.0,1.5,True,False,False,False,False,False,prime,True,False,True,below 35,8.0,18.0,0.4444444444444444,False,False,True,True,0.7222222222222222,0.3472222222222222,15.421972222222225,111.11111111111111,True,False,True
69,2016-03-24,31,CLE,False,BRK,-9,True,35,13.0,16.0,0.813,1.0,2.0,0.5,3.0,4.0,0.75,1.0,5.0,6.0,5.0,1.0,0.0,4.0,2.0,30.0,25.5,-8.0,0.8379888268156426,0.1875,0.1858736059479554,0.14869888475836432,1.25,0.8333333333333334,0.16666666666666666,20.76,14,0.85,8.5,0.01171875,7.5,1.445086705202312,-0.3,36.04377142857144,1.201459047619048,1.0,0.25,False,True,True,False,False,True,prime,True,False,True,below 35,12.0,14.0,0.8571428571428571,True,False,False,False,0.8571428571428571,0.6785714285714286,9.01094285714286,144.5086705202312,True,False,True
70,2016-03-26,31,CLE,False,NYK,14,True,35,10.0,21.0,0.476,2.0,3.0,0.667,5.0,6.0,0.833,3.0,8.0,11.0,11.0,1.0,2.0,2.0,4.0,27.0,26.9,20.0,0.5660377358490566,0.2380952380952381,0.29850746268656714,0.05427408412483039,5.5,0.7272727272727273,0.2727272727272727,22.64,14,0.9962962962962962,5.38,0.011337868480725623,13.5,1.1925795053003534,0.5185185185185185,37.660514285714285,1.3948338624338623,3.0,1.5,True,True,False,False,False,True,prime,True,True,True,below 35,8.0,18.0,0.4444444444444444,False,True,False,True,0.7714285714285715,0.5557222222222222,18.830257142857143,119.25795053003533,True,False,True
71,2016-03-31,31,CLE,True,BRK,20,True,30,8.0,11.0,0.727,0.0,0.0,0.0,8.0,10.0,0.8,0.0,4.0,4.0,11.0,2.0,1.0,6.0,0.0,24.0,24.3,28.0,0.7619047619047619,0.7272727272727273,0.33587786259541985,0.18320610687022898,1.8333333333333333,1.0,0.0,21.4,14,1.0125,3.0375,0.06611570247933883,4.0,1.121495327102804,0.8333333333333334,38.938833333333335,1.6224513888888892,3.0,0.5,True,False,True,False,False,True,prime,True,False,True,below 35,8.0,11.0,0.7272727272727273,True,False,True,False,0.8,0.36363636363636365,6.489805555555556,112.14953271028038,True,False,True
