,G,Date,Age,Tm,game_location,Opp,game_result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
15,16.0,2015-11-27,30-332,CLE,@,CHO,W (+5),1.0,38:13,8.0,20.0,0.4,2.0,5.0,0.4,7.0,9.0,0.778,2.0,11.0,13.0,5.0,0.0,0.0,3.0,2.0,25.0,17.8,1.0
16,17.0,2015-11-28,30-333,CLE,,BRK,W (+2),1.0,35:43,10.0,22.0,0.455,1.0,6.0,0.167,5.0,6.0,0.833,2.0,7.0,9.0,5.0,1.0,0.0,2.0,0.0,26.0,20.2,-1.0
17,18.0,2015-12-01,30-336,CLE,,WAS,L (-12),1.0,37:23,8.0,20.0,0.4,0.0,3.0,0.0,8.0,8.0,1.0,4.0,9.0,13.0,4.0,1.0,1.0,9.0,3.0,24.0,13.0,-12.0
18,19.0,2015-12-04,30-339,CLE,@,NOP,L (-6),1.0,44:47,13.0,29.0,0.448,1.0,5.0,0.2,10.0,11.0,0.909,2.0,5.0,7.0,8.0,1.0,1.0,5.0,4.0,37.0,25.1,-4.0
19,20.0,2015-12-08,30-343,CLE,,POR,W (+5),1.0,40:20,14.0,24.0,0.583,1.0,3.0,0.333,4.0,4.0,1.0,1.0,9.0,10.0,3.0,2.0,3.0,2.0,3.0,33.0,28.2,7.0
20,21.0,2015-12-11,30-346,CLE,@,ORL,W (+35),1.0,29:25,10.0,15.0,0.667,0.0,1.0,0.0,5.0,8.0,0.625,0.0,3.0,3.0,8.0,4.0,0.0,4.0,0.0,25.0,23.8,36.0
21,22.0,2015-12-15,30-350,CLE,@,BOS,W (+12),1.0,35:42,10.0,20.0,0.5,0.0,3.0,0.0,4.0,4.0,1.0,1.0,6.0,7.0,3.0,2.0,1.0,6.0,3.0,24.0,14.1,17.0
22,23.0,2015-12-17,30-352,CLE,,OKC,W (+4),1.0,39:37,12.0,27.0,0.444,2.0,5.0,0.4,7.0,8.0,0.875,2.0,7.0,9.0,11.0,2.0,0.0,7.0,2.0,33.0,23.9,5.0
23,24.0,2015-12-20,30-355,CLE,,PHI,W (+22),1.0,25:19,10.0,17.0,0.588,0.0,3.0,0.0,3.0,4.0,0.75,0.0,5.0,5.0,4.0,3.0,1.0,2.0,0.0,23.0,20.7,33.0
24,25.0,2015-12-23,30-358,CLE,,NYK,W (+7),1.0,37:43,9.0,22.0,0.409,0.0,3.0,0.0,6.0,7.0,0.857,1.0,8.0,9.0,5.0,0.0,0.0,1.0,2.0,24.0,16.6,7.0
25,26.0,2015-12-25,30-360,CLE,@,GSW,L (-6),1.0,38:33,10.0,26.0,0.385,1.0,5.0,0.2,4.0,9.0,0.444,2.0,7.0,9.0,2.0,1.0,2.0,4.0,0.0,25.0,12.1,-9.0
26,27.0,2015-12-26,30-361,CLE,@,POR,L (-29),1.0,26:27,4.0,13.0,0.308,0.0,3.0,0.0,4.0,5.0,0.8,0.0,4.0,4.0,5.0,0.0,0.0,3.0,2.0,12.0,5.0,-29.0
27,28.0,2015-12-28,30-363,CLE,@,PHO,W (+4),1.0,35:23,4.0,10.0,0.4,1.0,5.0,0.2,5.0,9.0,0.556,0.0,4.0,4.0,7.0,2.0,1.0,2.0,3.0,14.0,12.6,3.0
28,29.0,2015-12-29,30-364,CLE,@,DEN,W (+6),1.0,34:23,13.0,24.0,0.542,1.0,3.0,0.333,7.0,8.0,0.875,3.0,3.0,6.0,2.0,2.0,1.0,5.0,2.0,34.0,23.3,3.0
29,30.0,2016-01-02,31-003,CLE,,ORL,W (+25),1.0,29:13,11.0,18.0,0.611,4.0,7.0,0.571,3.0,4.0,0.75,0.0,5.0,5.0,3.0,2.0,0.0,0.0,2.0,29.0,25.2,28.0
30,31.0,2016-01-04,31-005,CLE,,TOR,W (+22),1.0,30:41,7.0,11.0,0.636,1.0,2.0,0.5,5.0,8.0,0.625,0.0,2.0,2.0,7.0,3.0,0.0,2.0,1.0,20.0,20.0,11.0
31,32.0,2016-01-06,31-007,CLE,@,WAS,W (+6),1.0,39:42,12.0,22.0,0.545,4.0,9.0,0.444,6.0,8.0,0.75,0.0,10.0,10.0,4.0,1.0,1.0,2.0,3.0,34.0,26.9,2.0
32,33.0,2016-01-08,31-009,CLE,@,MIN,W (+26),1.0,32:14,5.0,12.0,0.417,0.0,4.0,0.0,3.0,4.0,0.75,0.0,12.0,12.0,8.0,1.0,2.0,3.0,1.0,13.0,14.4,21.0
33,34.0,2016-01-10,31-011,CLE,@,PHI,W (+10),1.0,37:00,15.0,22.0,0.682,3.0,5.0,0.6,4.0,6.0,0.667,0.0,7.0,7.0,9.0,2.0,0.0,2.0,1.0,37.0,34.8,11.0
34,35.0,2016-01-12,31-013,CLE,@,DAL,W (+3),1.0,41:43,9.0,17.0,0.529,3.0,6.0,0.5,6.0,8.0,0.75,3.0,7.0,10.0,7.0,2.0,0.0,4.0,2.0,27.0,24.2,2.0
35,36.0,2016-01-14,31-015,CLE,@,SAS,L (-4),1.0,37:20,9.0,17.0,0.529,1.0,3.0,0.333,3.0,4.0,0.75,2.0,5.0,7.0,5.0,0.0,0.0,4.0,4.0,22.0,14.1,9.0
36,37.0,2016-01-15,31-016,CLE,@,HOU,W (+14),1.0,36:23,7.0,14.0,0.5,1.0,2.0,0.5,4.0,6.0,0.667,2.0,5.0,7.0,7.0,0.0,2.0,4.0,1.0,19.0,16.0,10.0
37,38.0,2016-01-18,31-019,CLE,,GSW,L (-34),1.0,32:53,7.0,16.0,0.438,0.0,3.0,0.0,2.0,2.0,1.0,1.0,4.0,5.0,5.0,1.0,1.0,3.0,1.0,16.0,11.3,-34.0
38,39.0,2016-01-20,31-021,CLE,@,BRK,W (+13),1.0,29:03,7.0,12.0,0.583,1.0,1.0,1.0,2.0,4.0,0.5,0.0,1.0,1.0,5.0,1.0,1.0,4.0,1.0,17.0,11.7,15.0
39,40.0,2016-01-21,31-022,CLE,,LAC,W (+13),1.0,35:11,9.0,17.0,0.529,1.0,4.0,0.25,3.0,5.0,0.6,1.0,4.0,5.0,12.0,0.0,0.0,0.0,4.0,22.0,21.6,21.0
40,41.0,2016-01-23,31-024,CLE,,CHI,L (-13),1.0,39:44,11.0,27.0,0.407,0.0,5.0,0.0,4.0,7.0,0.571,3.0,10.0,13.0,9.0,2.0,1.0,1.0,3.0,26.0,22.2,-2.0
41,42.0,2016-01-25,31-026,CLE,,MIN,W (+7),1.0,38:01,11.0,15.0,0.733,1.0,1.0,1.0,2.0,3.0,0.667,0.0,4.0,4.0,9.0,1.0,1.0,5.0,2.0,25.0,21.9,1.0
42,43.0,2016-01-27,31-028,CLE,,PHO,W (+22),1.0,31:01,7.0,8.0,0.875,0.0,1.0,0.0,7.0,7.0,1.0,0.0,3.0,3.0,9.0,0.0,0.0,2.0,2.0,21.0,22.6,16.0
43,44.0,2016-01-29,31-030,CLE,@,DET,W (+8),1.0,35:48,7.0,16.0,0.438,0.0,2.0,0.0,6.0,7.0,0.857,1.0,8.0,9.0,8.0,1.0,0.0,1.0,3.0,20.0,18.7,19.0
44,45.0,2016-01-30,31-031,CLE,,SAS,W (+14),1.0,34:09,10.0,17.0,0.588,0.0,2.0,0.0,9.0,11.0,0.818,1.0,4.0,5.0,7.0,2.0,2.0,2.0,2.0,29.0,27.7,14.0
45,46.0,2016-02-01,31-033,CLE,@,IND,W (+5),1.0,43:35,9.0,22.0,0.409,0.0,5.0,0.0,6.0,10.0,0.6,2.0,10.0,12.0,6.0,2.0,1.0,1.0,2.0,24.0,20.1,-1.0
46,47.0,2016-02-03,31-035,CLE,@,CHO,L (-9),1.0,39:08,10.0,21.0,0.476,0.0,3.0,0.0,3.0,5.0,0.6,0.0,6.0,6.0,6.0,1.0,2.0,1.0,1.0,23.0,18.5,-9.0
47,48.0,2016-02-05,31-037,CLE,,BOS,L (-1),1.0,38:05,9.0,23.0,0.391,0.0,5.0,0.0,12.0,17.0,0.706,3.0,4.0,7.0,4.0,2.0,1.0,6.0,2.0,30.0,17.5,-7.0
48,49.0,2016-02-06,31-038,CLE,,NOP,W (+15),1.0,36:42,11.0,20.0,0.55,2.0,5.0,0.4,3.0,3.0,1.0,0.0,3.0,3.0,8.0,1.0,0.0,2.0,2.0,27.0,22.1,8.0
49,50.0,2016-02-08,31-040,CLE,,SAC,W (+20),1.0,30:54,8.0,16.0,0.5,1.0,2.0,0.5,4.0,5.0,0.8,1.0,9.0,10.0,10.0,2.0,1.0,4.0,1.0,21.0,21.3,16.0
50,51.0,2016-02-10,31-042,CLE,,LAL,W (+9),1.0,36:40,12.0,22.0,0.545,3.0,6.0,0.5,2.0,5.0,0.4,1.0,6.0,7.0,11.0,1.0,0.0,1.0,1.0,29.0,27.0,16.0
51,52.0,2016-02-18,31-050,CLE,,CHI,W (+11),1.0,34:37,11.0,19.0,0.579,0.0,2.0,0.0,3.0,3.0,1.0,2.0,7.0,9.0,9.0,0.0,1.0,2.0,3.0,25.0,23.4,13.0
52,53.0,2016-02-21,31-053,CLE,@,OKC,W (+23),1.0,37:30,11.0,22.0,0.5,2.0,5.0,0.4,1.0,1.0,1.0,3.0,4.0,7.0,11.0,3.0,0.0,5.0,3.0,25.0,21.8,22.0
53,54.0,2016-02-22,31-054,CLE,,DET,L (-8),1.0,37:30,5.0,18.0,0.278,0.0,4.0,0.0,2.0,2.0,1.0,1.0,7.0,8.0,5.0,3.0,0.0,6.0,2.0,12.0,3.9,-4.0
54,55.0,2016-02-24,31-056,CLE,,CHO,W (+11),1.0,30:19,8.0,13.0,0.615,2.0,4.0,0.5,5.0,8.0,0.625,1.0,6.0,7.0,7.0,2.0,0.0,2.0,1.0,23.0,22.9,4.0
55,56.0,2016-02-26,31-058,CLE,@,TOR,L (-2),1.0,40:29,9.0,18.0,0.5,2.0,4.0,0.5,5.0,9.0,0.556,1.0,7.0,8.0,7.0,1.0,0.0,6.0,2.0,25.0,16.3,10.0
56,57.0,2016-02-29,31-061,CLE,,IND,W (+4),1.0,36:49,14.0,22.0,0.636,2.0,4.0,0.5,3.0,5.0,0.6,0.0,5.0,5.0,4.0,2.0,0.0,5.0,2.0,33.0,22.9,12.0
57,58.0,2016-03-04,31-065,CLE,,WAS,W (+25),1.0,30:23,7.0,18.0,0.389,1.0,4.0,0.25,4.0,4.0,1.0,1.0,12.0,13.0,8.0,3.0,0.0,1.0,1.0,19.0,20.7,15.0
58,59.0,2016-03-05,31-066,CLE,,BOS,W (+17),1.0,36:00,11.0,20.0,0.55,1.0,4.0,0.25,5.0,9.0,0.556,4.0,7.0,11.0,8.0,2.0,1.0,4.0,2.0,28.0,25.2,4.0
59,60.0,2016-03-07,31-068,CLE,,MEM,L (-3),1.0,37:38,11.0,19.0,0.579,2.0,4.0,0.5,4.0,5.0,0.8,2.0,7.0,9.0,5.0,1.0,0.0,4.0,2.0,28.0,21.9,-9.0
60,61.0,2016-03-09,31-070,CLE,@,SAC,W (+9),1.0,36:33,8.0,19.0,0.421,1.0,5.0,0.2,8.0,9.0,0.889,4.0,7.0,11.0,6.0,0.0,0.0,5.0,1.0,25.0,18.2,16.0
61,62.0,2016-03-10,31-071,CLE,@,LAL,W (+12),1.0,34:50,9.0,18.0,0.5,1.0,4.0,0.25,5.0,8.0,0.625,2.0,3.0,5.0,7.0,0.0,2.0,3.0,2.0,24.0,18.6,6.0
62,63.0,2016-03-13,31-074,CLE,@,LAC,W (+24),1.0,30:43,9.0,15.0,0.6,3.0,4.0,0.75,6.0,7.0,0.857,1.0,5.0,6.0,5.0,1.0,0.0,2.0,2.0,27.0,23.6,16.0
63,64.0,2016-03-14,31-075,CLE,@,UTA,L (-9),1.0,36:53,10.0,20.0,0.5,2.0,6.0,0.333,1.0,2.0,0.5,6.0,6.0,12.0,3.0,1.0,0.0,3.0,0.0,23.0,18.7,6.0
64,65.0,2016-03-18,31-079,CLE,@,ORL,W (+6),1.0,35:44,6.0,15.0,0.4,0.0,3.0,0.0,6.0,6.0,1.0,1.0,6.0,7.0,8.0,1.0,1.0,4.0,3.0,18.0,14.5,-5.0
65,66.0,2016-03-19,31-080,CLE,@,MIA,L (-21),1.0,26:38,13.0,20.0,0.65,0.0,3.0,0.0,0.0,0.0,,0.0,3.0,3.0,3.0,1.0,0.0,3.0,1.0,26.0,17.8,-23.0
66,67.0,2016-03-21,31-082,CLE,,DEN,W (+33),1.0,33:26,12.0,19.0,0.632,1.0,2.0,0.5,8.0,11.0,0.727,3.0,8.0,11.0,11.0,0.0,0.0,3.0,2.0,33.0,31.7,38.0
67,68.0,2016-03-23,31-084,CLE,,MIL,W (+9),1.0,36:55,9.0,22.0,0.409,1.0,4.0,0.25,7.0,10.0,0.7,5.0,1.0,6.0,8.0,2.0,1.0,2.0,0.0,26.0,23.1,12.0
68,69.0,2016-03-24,31-085,CLE,@,BRK,L (-9),1.0,35:04,13.0,16.0,0.813,1.0,2.0,0.5,3.0,4.0,0.75,1.0,5.0,6.0,5.0,1.0,0.0,4.0,2.0,30.0,25.5,-8.0
69,70.0,2016-03-26,31-087,CLE,@,NYK,W (+14),1.0,35:46,10.0,21.0,0.476,2.0,3.0,0.667,5.0,6.0,0.833,3.0,8.0,11.0,11.0,1.0,2.0,2.0,4.0,27.0,26.9,20.0
70,71.0,2016-03-31,31-092,CLE,,BRK,W (+20),1.0,30:40,8.0,11.0,0.727,0.0,0.0,,8.0,10.0,0.8,0.0,4.0,4.0,11.0,2.0,1.0,6.0,0.0,24.0,24.3,28.0
71,72.0,2016-04-01,31-093,CLE,@,ATL,W (+2),1.0,44:25,12.0,26.0,0.462,1.0,5.0,0.2,4.0,5.0,0.8,3.0,13.0,16.0,9.0,3.0,1.0,3.0,4.0,29.0,26.6,6.0
72,73.0,2016-04-03,31-095,CLE,,CHO,W (+9),1.0,40:50,14.0,22.0,0.636,0.0,0.0,,3.0,3.0,1.0,3.0,5.0,8.0,12.0,2.0,0.0,5.0,4.0,31.0,28.6,10.0
73,74.0,2016-04-05,31-097,CLE,@,MIL,W (+29),1.0,28:04,7.0,9.0,0.778,1.0,2.0,0.5,2.0,2.0,1.0,0.0,5.0,5.0,9.0,0.0,1.0,4.0,0.0,17.0,18.0,22.0
74,75.0,2016-04-09,31-101,CLE,@,CHI,L (-3),1.0,38:33,13.0,17.0,0.765,4.0,5.0,0.8,3.0,4.0,0.75,3.0,4.0,7.0,3.0,0.0,1.0,4.0,1.0,33.0,27.6,7.0
75,76.0,2016-04-11,31-103,CLE,,ATL,W (+15),1.0,32:25,13.0,16.0,0.813,3.0,4.0,0.75,5.0,5.0,1.0,1.0,5.0,6.0,6.0,2.0,1.0,4.0,2.0,34.0,32.3,13.0
