G,Date,Age,Tm,game_location,Opp,game_result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
15.0,2006-11-29,21-334,CLE,,NYK,L (-3),1.0,41:11,10.0,22.0,0.455,0.0,5.0,0.0,7.0,11.0,0.636,1.0,6.0,7.0,6.0,0.0,1.0,5.0,1.0,27.0,16.0,-4.0
16.0,2006-12-01,21-336,CLE,@,ATL,W (+11),1.0,42:55,12.0,23.0,0.522,1.0,3.0,0.333,6.0,10.0,0.6,2.0,5.0,7.0,8.0,3.0,2.0,4.0,4.0,31.0,25.4,8.0
17.0,2006-12-02,21-337,CLE,@,HOU,L (-18),1.0,35:44,7.0,22.0,0.318,2.0,6.0,0.333,5.0,7.0,0.714,1.0,4.0,5.0,4.0,0.0,0.0,3.0,2.0,21.0,8.5,-13.0
18.0,2006-12-06,21-341,CLE,,TOR,W (+4),1.0,40:30,11.0,18.0,0.611,1.0,2.0,0.5,3.0,5.0,0.6,1.0,5.0,6.0,10.0,1.0,0.0,4.0,1.0,26.0,22.8,2.0
19.0,2006-12-09,21-344,CLE,,IND,W (+32),1.0,31:52,11.0,16.0,0.688,1.0,3.0,0.333,4.0,6.0,0.667,0.0,7.0,7.0,6.0,1.0,1.0,3.0,0.0,27.0,24.4,28.0
20.0,2006-12-11,21-346,CLE,@,NOK,L (-6),1.0,41:36,7.0,18.0,0.389,0.0,3.0,0.0,1.0,1.0,1.0,3.0,4.0,7.0,6.0,4.0,0.0,3.0,1.0,15.0,13.3,-4.0
21.0,2006-12-13,21-348,CLE,,CHA,W (+3),1.0,41:37,6.0,17.0,0.353,0.0,2.0,0.0,10.0,11.0,0.909,1.0,7.0,8.0,7.0,1.0,1.0,6.0,1.0,22.0,15.1,3.0
22.0,2006-12-15,21-350,CLE,,SEA,W (+22),1.0,33:37,9.0,14.0,0.643,2.0,3.0,0.667,2.0,3.0,0.667,0.0,9.0,9.0,7.0,1.0,0.0,4.0,3.0,22.0,18.8,22.0
23.0,2006-12-16,21-351,CLE,@,ORL,L (-7),1.0,41:03,10.0,19.0,0.526,2.0,5.0,0.4,7.0,9.0,0.778,1.0,4.0,5.0,5.0,0.0,1.0,4.0,4.0,29.0,19.4,-7.0
24.0,2006-12-20,21-355,CLE,@,NJN,L (-2),1.0,40:11,10.0,22.0,0.455,1.0,3.0,0.333,16.0,21.0,0.762,0.0,1.0,1.0,8.0,2.0,1.0,3.0,4.0,37.0,27.6,8.0
25.0,2006-12-21,21-356,CLE,,DET,L (-16),1.0,43:00,9.0,20.0,0.45,0.0,1.0,0.0,8.0,8.0,1.0,2.0,8.0,10.0,5.0,2.0,0.0,1.0,1.0,26.0,23.5,-20.0
26.0,2006-12-23,21-358,CLE,,ORL,W (+3),1.0,42:54,13.0,21.0,0.619,2.0,3.0,0.667,4.0,10.0,0.4,0.0,7.0,7.0,1.0,0.0,0.0,7.0,1.0,32.0,15.5,3.0
27.0,2006-12-27,21-362,CLE,@,ATL,W (+13),1.0,39:31,10.0,25.0,0.4,1.0,2.0,0.5,6.0,8.0,0.75,1.0,8.0,9.0,3.0,1.0,2.0,1.0,1.0,27.0,18.9,23.0
28.0,2006-12-29,21-364,CLE,,MIL,W (+10),1.0,44:01,11.0,21.0,0.524,2.0,6.0,0.333,8.0,13.0,0.615,1.0,3.0,4.0,5.0,1.0,1.0,3.0,5.0,32.0,21.5,11.0
29.0,2006-12-30,22-000,CLE,@,CHI,L (-7),1.0,40:19,15.0,26.0,0.577,3.0,4.0,0.75,0.0,3.0,0.0,2.0,7.0,9.0,3.0,1.0,0.0,5.0,4.0,33.0,19.6,6.0
30.0,2007-01-02,22-003,CLE,,SAS,W (+4),1.0,40:14,7.0,17.0,0.412,0.0,1.0,0.0,5.0,11.0,0.455,0.0,5.0,5.0,5.0,2.0,0.0,3.0,1.0,19.0,11.1,6.0
31.0,2007-01-03,22-004,CLE,@,BOS,W (+3),1.0,44:47,11.0,20.0,0.55,2.0,3.0,0.667,8.0,10.0,0.8,1.0,5.0,6.0,4.0,3.0,1.0,3.0,0.0,32.0,27.3,3.0
32.0,2007-01-05,22-006,CLE,@,MIL,W (+9),1.0,42:50,3.0,13.0,0.231,0.0,4.0,0.0,2.0,2.0,1.0,0.0,5.0,5.0,9.0,1.0,0.0,2.0,1.0,8.0,6.5,9.0
33.0,2007-01-06,22-007,CLE,,NJN,W (+5),1.0,44:00,9.0,21.0,0.429,1.0,3.0,0.333,0.0,0.0,,0.0,13.0,13.0,4.0,3.0,3.0,5.0,4.0,19.0,13.1,4.0
34.0,2007-01-09,22-010,CLE,@,SAC,W (+10),1.0,43:25,14.0,26.0,0.538,3.0,7.0,0.429,3.0,3.0,1.0,1.0,3.0,4.0,7.0,2.0,1.0,3.0,3.0,34.0,26.4,13.0
35.0,2007-01-11,22-012,CLE,@,PHO,L (-19),1.0,38:49,15.0,28.0,0.536,3.0,9.0,0.333,1.0,2.0,0.5,2.0,4.0,6.0,6.0,1.0,0.0,5.0,2.0,34.0,22.0,-20.0
36.0,2007-01-13,22-014,CLE,@,LAC,W (+12),1.0,42:02,10.0,23.0,0.435,0.0,1.0,0.0,8.0,8.0,1.0,1.0,5.0,6.0,6.0,1.0,0.0,2.0,4.0,28.0,19.7,14.0
37.0,2007-01-16,22-017,CLE,@,SEA,L (-5),1.0,43:34,8.0,21.0,0.381,1.0,7.0,0.143,13.0,15.0,0.867,1.0,6.0,7.0,8.0,2.0,1.0,4.0,0.0,30.0,24.5,-7.0
38.0,2007-01-17,22-018,CLE,@,POR,L (-18),1.0,35:07,8.0,21.0,0.381,1.0,4.0,0.25,6.0,13.0,0.462,3.0,3.0,6.0,2.0,1.0,0.0,4.0,0.0,23.0,10.1,-24.0
39.0,2007-01-19,22-020,CLE,@,DEN,L (-11),1.0,43:52,9.0,23.0,0.391,0.0,1.0,0.0,12.0,14.0,0.857,2.0,8.0,10.0,10.0,2.0,0.0,3.0,2.0,30.0,25.7,-3.0
40.0,2007-01-20,22-021,CLE,@,GSW,W (+2),1.0,45:52,14.0,22.0,0.636,2.0,7.0,0.286,2.0,5.0,0.4,0.0,7.0,7.0,5.0,4.0,0.0,9.0,2.0,32.0,20.8,5.0
41.0,2007-01-22,22-023,CLE,,ORL,L (-11),1.0,43:23,6.0,15.0,0.4,0.0,3.0,0.0,6.0,13.0,0.462,0.0,4.0,4.0,5.0,3.0,0.0,2.0,2.0,18.0,12.0,-2.0
42.0,2007-01-24,22-025,CLE,,PHI,L (-3),1.0,53:10,14.0,26.0,0.538,3.0,8.0,0.375,8.0,13.0,0.615,2.0,8.0,10.0,5.0,1.0,0.0,4.0,2.0,39.0,27.9,-8.0
43.0,2007-01-28,22-029,CLE,,PHO,L (-15),1.0,42:04,12.0,22.0,0.545,3.0,6.0,0.5,3.0,6.0,0.5,2.0,7.0,9.0,5.0,2.0,0.0,3.0,2.0,30.0,23.4,-8.0
44.0,2007-02-01,22-033,CLE,@,MIA,L (-3),1.0,35:35,6.0,18.0,0.333,2.0,7.0,0.286,3.0,8.0,0.375,1.0,5.0,6.0,9.0,1.0,0.0,2.0,4.0,17.0,10.7,-12.0
45.0,2007-02-02,22-034,CLE,,CHA,W (+20),1.0,35:39,7.0,13.0,0.538,0.0,1.0,0.0,4.0,8.0,0.5,1.0,9.0,10.0,3.0,2.0,0.0,1.0,1.0,18.0,16.2,17.0
46.0,2007-02-04,22-036,CLE,,DET,L (-12),1.0,43:17,9.0,22.0,0.409,1.0,4.0,0.25,2.0,3.0,0.667,0.0,5.0,5.0,6.0,2.0,0.0,3.0,2.0,21.0,12.7,-12.0
47.0,2007-02-07,22-039,CLE,,LAC,W (+17),1.0,36:19,4.0,13.0,0.308,1.0,2.0,0.5,2.0,2.0,1.0,0.0,7.0,7.0,3.0,1.0,1.0,2.0,1.0,11.0,7.0,15.0
48.0,2007-02-09,22-041,CLE,,MIA,W (+24),1.0,41:08,12.0,22.0,0.545,1.0,4.0,0.25,4.0,8.0,0.5,1.0,6.0,7.0,6.0,0.0,0.0,2.0,1.0,29.0,21.1,22.0
49.0,2007-02-11,22-043,CLE,,LAL,W (+9),1.0,38:21,5.0,16.0,0.313,0.0,2.0,0.0,8.0,12.0,0.667,1.0,7.0,8.0,5.0,1.0,1.0,1.0,3.0,18.0,13.0,3.0
50.0,2007-02-14,22-046,CLE,@,UTA,L (-1),1.0,42:39,9.0,25.0,0.36,0.0,3.0,0.0,5.0,9.0,0.556,3.0,7.0,10.0,4.0,1.0,3.0,0.0,2.0,23.0,16.8,10.0
51.0,2007-02-15,22-047,CLE,@,LAL,W (+6),1.0,39:48,10.0,16.0,0.625,0.0,1.0,0.0,18.0,22.0,0.818,0.0,4.0,4.0,3.0,3.0,0.0,3.0,4.0,38.0,30.9,4.0
52.0,2007-02-21,22-053,CLE,@,TOR,W (+1),1.0,36:49,12.0,25.0,0.48,0.0,1.0,0.0,5.0,5.0,1.0,0.0,4.0,4.0,2.0,1.0,1.0,3.0,3.0,29.0,16.4,5.0
53.0,2007-02-22,22-054,CLE,,CHI,L (-6),1.0,42:58,13.0,28.0,0.464,1.0,4.0,0.25,2.0,8.0,0.25,3.0,4.0,7.0,2.0,3.0,0.0,3.0,1.0,29.0,16.5,3.0
54.0,2007-02-25,22-057,CLE,@,MIA,L (-5),1.0,41:30,10.0,22.0,0.455,2.0,5.0,0.4,7.0,12.0,0.583,0.0,3.0,3.0,7.0,0.0,1.0,2.0,2.0,29.0,19.3,6.0
55.0,2007-02-27,22-059,CLE,,NOK,W (+8),1.0,42:50,14.0,22.0,0.636,3.0,4.0,0.75,4.0,7.0,0.571,1.0,4.0,5.0,8.0,2.0,1.0,4.0,1.0,35.0,29.8,16.0
56.0,2007-03-01,22-061,CLE,@,DAL,L (-3),1.0,39:58,17.0,27.0,0.63,1.0,4.0,0.25,4.0,8.0,0.5,0.0,3.0,3.0,5.0,0.0,0.0,2.0,2.0,39.0,26.9,-2.0
57.0,2007-03-03,22-063,CLE,,TOR,W (+23),1.0,37:22,10.0,20.0,0.5,1.0,3.0,0.333,15.0,17.0,0.882,2.0,3.0,5.0,6.0,0.0,3.0,2.0,1.0,36.0,31.4,23.0
58.0,2007-03-05,22-065,CLE,,HOU,W (+6),1.0,41:38,12.0,24.0,0.5,3.0,6.0,0.5,5.0,9.0,0.556,1.0,11.0,12.0,8.0,0.0,0.0,3.0,2.0,32.0,24.2,-1.0
59.0,2007-03-07,22-067,CLE,@,DET,W (+4),1.0,50:40,17.0,31.0,0.548,1.0,3.0,0.333,6.0,8.0,0.75,2.0,5.0,7.0,8.0,3.0,1.0,4.0,4.0,41.0,31.9,8.0
60.0,2007-03-10,22-070,CLE,@,MIL,W (+2),1.0,36:30,12.0,22.0,0.545,4.0,6.0,0.667,4.0,4.0,1.0,0.0,8.0,8.0,9.0,3.0,1.0,6.0,5.0,32.0,25.8,15.0
61.0,2007-03-11,22-071,CLE,,IND,W (+11),1.0,38:42,10.0,22.0,0.455,2.0,6.0,0.333,4.0,5.0,0.8,3.0,4.0,7.0,6.0,3.0,1.0,2.0,2.0,26.0,22.6,23.0
62.0,2007-03-14,22-074,CLE,@,MEM,W (+22),1.0,29:35,11.0,17.0,0.647,4.0,7.0,0.571,3.0,6.0,0.5,1.0,5.0,6.0,4.0,3.0,0.0,2.0,0.0,29.0,26.3,35.0
63.0,2007-03-17,22-077,CLE,,UTA,W (+9),1.0,43:40,8.0,21.0,0.381,0.0,6.0,0.0,8.0,13.0,0.615,2.0,15.0,17.0,9.0,2.0,2.0,4.0,3.0,24.0,20.9,7.0
64.0,2007-03-20,22-080,CLE,@,CHA,L (-8),1.0,46:33,12.0,31.0,0.387,2.0,9.0,0.222,11.0,12.0,0.917,2.0,4.0,6.0,6.0,1.0,3.0,3.0,4.0,37.0,25.0,-5.0
65.0,2007-03-21,22-081,CLE,,DAL,L (-8),1.0,45:27,12.0,28.0,0.429,1.0,6.0,0.167,6.0,7.0,0.857,0.0,6.0,6.0,4.0,2.0,3.0,6.0,3.0,31.0,17.3,-6.0
66.0,2007-03-23,22-083,CLE,,NYK,W (+22),1.0,38:16,8.0,16.0,0.5,0.0,1.0,0.0,5.0,6.0,0.833,1.0,2.0,3.0,10.0,2.0,0.0,1.0,1.0,21.0,21.5,19.0
67.0,2007-03-25,22-085,CLE,,DEN,L (-12),1.0,40:49,8.0,19.0,0.421,1.0,6.0,0.167,1.0,1.0,1.0,0.0,3.0,3.0,8.0,1.0,0.0,5.0,4.0,18.0,8.8,-13.0
68.0,2007-03-27,22-087,CLE,@,IND,W (+11),1.0,40:08,8.0,18.0,0.444,0.0,3.0,0.0,10.0,14.0,0.714,1.0,6.0,7.0,6.0,2.0,0.0,3.0,4.0,26.0,19.1,11.0
69.0,2007-03-28,22-088,CLE,@,NYK,L (-4),1.0,43:55,6.0,20.0,0.3,2.0,5.0,0.4,10.0,14.0,0.714,1.0,5.0,6.0,7.0,2.0,0.0,3.0,3.0,24.0,15.7,3.0
70.0,2007-03-31,22-091,CLE,@,CHI,W (+4),1.0,47:24,14.0,25.0,0.56,0.0,3.0,0.0,11.0,13.0,0.846,1.0,4.0,5.0,9.0,3.0,0.0,7.0,4.0,39.0,28.9,4.0
71.0,2007-04-03,22-094,CLE,@,MIN,W (+13),1.0,41:49,13.0,24.0,0.542,0.0,2.0,0.0,5.0,5.0,1.0,2.0,10.0,12.0,6.0,4.0,1.0,2.0,1.0,31.0,30.3,21.0
72.0,2007-04-05,22-096,CLE,,MIA,L (-4),1.0,48:36,11.0,21.0,0.524,2.0,5.0,0.4,11.0,13.0,0.846,2.0,7.0,9.0,5.0,0.0,0.0,4.0,4.0,35.0,25.3,3.0
73.0,2007-04-06,22-097,CLE,@,WAS,W (+5),1.0,44:25,7.0,23.0,0.304,0.0,3.0,0.0,11.0,14.0,0.786,0.0,6.0,6.0,5.0,1.0,1.0,2.0,3.0,25.0,14.3,5.0
74.0,2007-04-08,22-099,CLE,@,DET,L (-5),1.0,43:06,5.0,16.0,0.313,1.0,4.0,0.25,9.0,11.0,0.818,1.0,4.0,5.0,6.0,1.0,0.0,5.0,2.0,20.0,11.3,-11.0
75.0,2007-04-12,22-103,CLE,,NJN,W (+18),1.0,35:15,15.0,27.0,0.556,0.0,1.0,0.0,5.0,9.0,0.556,3.0,5.0,8.0,4.0,2.0,1.0,2.0,1.0,35.0,27.2,21.0
76.0,2007-04-14,22-105,CLE,,ATL,W (+34),1.0,31:57,8.0,16.0,0.5,3.0,6.0,0.5,4.0,5.0,0.8,1.0,4.0,5.0,6.0,1.0,1.0,0.0,1.0,23.0,22.0,25.0
77.0,2007-04-17,22-108,CLE,@,PHI,W (+6),1.0,36:03,7.0,15.0,0.467,0.0,2.0,0.0,4.0,7.0,0.571,1.0,4.0,5.0,6.0,0.0,0.0,1.0,3.0,18.0,13.0,-4.0
78.0,2007-04-18,22-109,CLE,,MIL,W (+13),1.0,39:58,9.0,18.0,0.5,1.0,4.0,0.25,5.0,10.0,0.5,0.0,5.0,5.0,9.0,2.0,0.0,2.0,2.0,24.0,20.0,22.0
