G,Date,Age,Tm,game_location,Opp,game_result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
19.0,2004-12-08,19-344,CLE,@,CHI,L (-28),1.0,37:18,5.0,15.0,0.333,0.0,2.0,0.0,9.0,12.0,0.75,0.0,2.0,2.0,6.0,1.0,1.0,4.0,2.0,19.0,11.0,-22.0
20.0,2004-12-11,19-347,CLE,@,SAS,L (-19),1.0,41:13,10.0,19.0,0.526,1.0,3.0,0.333,2.0,2.0,1.0,3.0,3.0,6.0,10.0,4.0,0.0,3.0,2.0,23.0,23.9,-18.0
21.0,2004-12-13,19-349,CLE,@,MEM,W (+6),1.0,45:49,14.0,22.0,0.636,1.0,3.0,0.333,2.0,4.0,0.5,0.0,5.0,5.0,8.0,7.0,0.0,3.0,2.0,31.0,30.7,10.0
22.0,2004-12-15,19-351,CLE,,POR,W (+24),1.0,37:09,10.0,18.0,0.556,2.0,3.0,0.667,3.0,3.0,1.0,2.0,9.0,11.0,7.0,3.0,2.0,3.0,1.0,25.0,26.4,18.0
23.0,2004-12-16,19-352,CLE,@,DET,L (-12),1.0,45:04,4.0,21.0,0.19,0.0,2.0,0.0,3.0,5.0,0.6,1.0,8.0,9.0,7.0,4.0,1.0,3.0,2.0,11.0,6.0,-8.0
24.0,2004-12-18,19-354,CLE,,BOS,L (-7),1.0,40:32,12.0,25.0,0.48,3.0,5.0,0.6,4.0,8.0,0.5,1.0,4.0,5.0,4.0,3.0,1.0,4.0,6.0,31.0,18.7,-1.0
25.0,2004-12-21,19-357,CLE,,MIN,W (+10),1.0,43:11,10.0,18.0,0.556,0.0,1.0,0.0,6.0,8.0,0.75,0.0,6.0,6.0,12.0,1.0,0.0,2.0,2.0,26.0,25.0,13.0
26.0,2004-12-22,19-358,CLE,@,NJN,L (-2),1.0,42:38,7.0,18.0,0.389,1.0,1.0,1.0,8.0,10.0,0.8,1.0,8.0,9.0,9.0,1.0,0.0,4.0,2.0,23.0,18.0,-3.0
27.0,2004-12-26,19-362,CLE,,NOH,W (+9),1.0,44:40,7.0,16.0,0.438,0.0,1.0,0.0,8.0,9.0,0.889,1.0,8.0,9.0,14.0,4.0,1.0,5.0,2.0,22.0,25.0,8.0
28.0,2004-12-28,19-364,CLE,@,ATL,W (+9),1.0,46:20,13.0,25.0,0.52,3.0,5.0,0.6,11.0,14.0,0.786,1.0,8.0,9.0,7.0,1.0,0.0,1.0,2.0,40.0,33.7,8.0
29.0,2004-12-29,19-365,CLE,,HOU,L (-11),1.0,17:23,0.0,5.0,0.0,0.0,1.0,0.0,3.0,5.0,0.6,0.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,3.0,3.1,-10.0
30.0,2005-01-03,20-004,CLE,@,CHA,W (+11),1.0,40:18,11.0,19.0,0.579,0.0,3.0,0.0,4.0,6.0,0.667,2.0,6.0,8.0,6.0,2.0,0.0,1.0,3.0,26.0,23.5,14.0
31.0,2005-01-05,20-006,CLE,,ATL,W (+16),1.0,39:39,7.0,14.0,0.5,2.0,5.0,0.4,4.0,6.0,0.667,1.0,5.0,6.0,9.0,1.0,1.0,2.0,4.0,20.0,18.8,10.0
32.0,2005-01-08,20-009,CLE,,NYK,W (+25),1.0,32:42,10.0,14.0,0.714,0.0,0.0,,2.0,2.0,1.0,1.0,2.0,3.0,4.0,0.0,2.0,8.0,2.0,22.0,12.9,5.0
33.0,2005-01-11,20-012,CLE,,CHA,W (+2),1.0,49:02,11.0,24.0,0.458,2.0,5.0,0.4,5.0,7.0,0.714,1.0,7.0,8.0,9.0,2.0,1.0,8.0,1.0,29.0,19.2,7.0
34.0,2005-01-13,20-014,CLE,@,LAL,L (-4),1.0,44:20,12.0,26.0,0.462,1.0,4.0,0.25,3.0,4.0,0.75,3.0,10.0,13.0,9.0,1.0,1.0,4.0,1.0,28.0,22.9,-1.0
35.0,2005-01-15,20-016,CLE,@,UTA,W (+13),1.0,41:18,9.0,20.0,0.45,0.0,1.0,0.0,9.0,14.0,0.643,1.0,7.0,8.0,5.0,5.0,0.0,3.0,2.0,27.0,22.1,11.0
36.0,2005-01-16,20-017,CLE,@,SEA,L (-8),1.0,44:09,14.0,30.0,0.467,3.0,7.0,0.429,4.0,6.0,0.667,2.0,3.0,5.0,11.0,4.0,1.0,1.0,4.0,35.0,30.9,-7.0
37.0,2005-01-19,20-020,CLE,@,POR,W (+6),1.0,43:47,11.0,16.0,0.688,1.0,1.0,1.0,4.0,6.0,0.667,1.0,10.0,11.0,10.0,4.0,0.0,2.0,4.0,27.0,30.5,0.0
38.0,2005-01-20,20-021,CLE,@,SAC,L (-27),1.0,36:37,9.0,19.0,0.474,0.0,1.0,0.0,0.0,1.0,0.0,1.0,7.0,8.0,6.0,1.0,0.0,3.0,0.0,18.0,12.9,-24.0
39.0,2005-01-22,20-023,CLE,@,GSW,W (+18),1.0,43:15,13.0,24.0,0.542,0.0,1.0,0.0,2.0,2.0,1.0,1.0,11.0,12.0,10.0,1.0,1.0,3.0,1.0,28.0,25.7,19.0
40.0,2005-01-24,20-025,CLE,,WAS,L (-9),1.0,48:00,12.0,26.0,0.462,1.0,1.0,1.0,6.0,10.0,0.6,4.0,6.0,10.0,8.0,2.0,1.0,5.0,3.0,31.0,22.7,-9.0
41.0,2005-01-26,20-027,CLE,,MEM,W (+3),1.0,41:47,10.0,16.0,0.625,4.0,6.0,0.667,3.0,4.0,0.75,1.0,8.0,9.0,15.0,3.0,2.0,5.0,1.0,27.0,32.0,7.0
42.0,2005-02-01,20-033,CLE,@,ORL,L (-3),1.0,43:20,10.0,20.0,0.5,0.0,3.0,0.0,8.0,13.0,0.615,2.0,3.0,5.0,7.0,0.0,1.0,3.0,2.0,28.0,20.1,-3.0
43.0,2005-02-03,20-035,CLE,@,MIA,L (-12),1.0,45:57,11.0,23.0,0.478,1.0,3.0,0.333,8.0,12.0,0.667,2.0,0.0,2.0,10.0,3.0,0.0,2.0,2.0,31.0,26.3,-8.0
44.0,2005-02-05,20-037,CLE,,ORL,W (+9),1.0,45:36,9.0,21.0,0.429,0.0,3.0,0.0,12.0,13.0,0.923,0.0,6.0,6.0,9.0,2.0,0.0,1.0,2.0,30.0,26.8,10.0
45.0,2005-02-08,20-040,CLE,,TOR,W (+13),1.0,36:10,6.0,14.0,0.429,0.0,3.0,0.0,3.0,4.0,0.75,1.0,7.0,8.0,11.0,3.0,0.0,2.0,1.0,15.0,18.3,15.0
46.0,2005-02-11,20-043,CLE,,DEN,L (-5),1.0,43:05,12.0,29.0,0.414,1.0,6.0,0.167,10.0,12.0,0.833,2.0,4.0,6.0,6.0,1.0,0.0,4.0,2.0,35.0,21.7,-13.0
47.0,2005-02-13,20-045,CLE,,LAL,W (+14),1.0,45:42,8.0,20.0,0.4,0.0,0.0,,9.0,10.0,0.9,2.0,6.0,8.0,9.0,3.0,1.0,3.0,3.0,25.0,22.8,9.0
48.0,2005-02-16,20-048,CLE,,ATL,W (+22),1.0,37:00,11.0,20.0,0.55,2.0,2.0,1.0,4.0,5.0,0.8,0.0,5.0,5.0,6.0,3.0,0.0,3.0,0.0,28.0,23.7,27.0
49.0,2005-02-17,20-049,CLE,@,MIN,L (-6),1.0,41:02,10.0,19.0,0.526,1.0,2.0,0.5,5.0,6.0,0.833,2.0,5.0,7.0,8.0,1.0,0.0,2.0,0.0,26.0,23.8,-1.0
50.0,2005-02-23,20-055,CLE,,CHI,W (+9),1.0,44:19,8.0,17.0,0.471,1.0,1.0,1.0,10.0,15.0,0.667,1.0,5.0,6.0,11.0,5.0,0.0,3.0,2.0,27.0,27.4,7.0
51.0,2005-02-25,20-057,CLE,@,IND,L (-24),1.0,40:29,9.0,25.0,0.36,0.0,1.0,0.0,3.0,4.0,0.75,3.0,4.0,7.0,5.0,2.0,1.0,2.0,0.0,21.0,14.2,-11.0
52.0,2005-02-27,20-059,CLE,@,NJN,L (-6),1.0,45:05,9.0,20.0,0.45,1.0,2.0,0.5,9.0,10.0,0.9,1.0,3.0,4.0,7.0,2.0,0.0,5.0,4.0,28.0,19.1,-10.0
53.0,2005-02-28,20-060,CLE,,SAS,L (-2),1.0,44:41,6.0,22.0,0.273,1.0,4.0,0.25,7.0,10.0,0.7,1.0,7.0,8.0,7.0,0.0,0.0,2.0,3.0,20.0,10.3,2.0
54.0,2005-03-02,20-062,CLE,,SEA,L (-17),1.0,40:51,11.0,20.0,0.55,5.0,7.0,0.714,5.0,8.0,0.625,0.0,5.0,5.0,5.0,0.0,0.0,4.0,2.0,32.0,21.4,-7.0
55.0,2005-03-04,20-064,CLE,@,PHI,L (-9),1.0,39:57,12.0,21.0,0.571,0.0,1.0,0.0,10.0,12.0,0.833,1.0,6.0,7.0,7.0,4.0,0.0,6.0,1.0,34.0,28.3,-10.0
56.0,2005-03-06,20-066,CLE,,MIA,L (-20),1.0,40:14,9.0,19.0,0.474,0.0,1.0,0.0,5.0,7.0,0.714,0.0,4.0,4.0,5.0,2.0,0.0,1.0,1.0,23.0,17.8,-17.0
57.0,2005-03-08,20-068,CLE,,ORL,W (+19),1.0,40:37,9.0,22.0,0.409,2.0,6.0,0.333,3.0,4.0,0.75,0.0,7.0,7.0,8.0,1.0,1.0,1.0,3.0,23.0,18.0,18.0
58.0,2005-03-13,20-073,CLE,,IND,W (+12),1.0,42:51,12.0,23.0,0.522,1.0,5.0,0.2,10.0,11.0,0.909,2.0,3.0,5.0,5.0,1.0,0.0,4.0,1.0,35.0,25.7,12.0
59.0,2005-03-15,20-075,CLE,,UTA,W (+19),1.0,34:11,11.0,15.0,0.733,2.0,5.0,0.4,12.0,16.0,0.75,2.0,7.0,9.0,2.0,0.0,1.0,1.0,1.0,36.0,32.5,22.0
60.0,2005-03-16,20-076,CLE,@,MIL,L (-8),1.0,45:07,13.0,26.0,0.5,4.0,9.0,0.444,4.0,7.0,0.571,1.0,6.0,7.0,6.0,1.0,0.0,5.0,0.0,34.0,22.5,-14.0
61.0,2005-03-18,20-078,CLE,,PHI,L (-12),1.0,46:00,3.0,20.0,0.15,0.0,4.0,0.0,10.0,12.0,0.833,0.0,8.0,8.0,8.0,4.0,0.0,4.0,0.0,16.0,10.4,-8.0
62.0,2005-03-20,20-080,CLE,@,TOR,L (-7),1.0,48:00,18.0,36.0,0.5,6.0,12.0,0.5,14.0,15.0,0.933,2.0,8.0,10.0,5.0,2.0,0.0,4.0,0.0,56.0,42.9,-7.0
63.0,2005-03-22,20-082,CLE,,DET,W (+15),1.0,42:56,11.0,24.0,0.458,2.0,7.0,0.286,5.0,8.0,0.625,1.0,5.0,6.0,6.0,1.0,0.0,0.0,1.0,29.0,22.4,21.0
64.0,2005-03-24,20-084,CLE,@,HOU,L (-19),1.0,41:47,7.0,22.0,0.318,1.0,4.0,0.25,4.0,7.0,0.571,0.0,4.0,4.0,8.0,1.0,0.0,2.0,1.0,19.0,10.6,-17.0
65.0,2005-03-26,20-086,CLE,@,DAL,L (-31),1.0,35:39,7.0,17.0,0.412,0.0,2.0,0.0,5.0,6.0,0.833,1.0,3.0,4.0,6.0,0.0,0.0,3.0,1.0,19.0,11.9,-24.0
66.0,2005-03-28,20-088,CLE,@,NOH,W (+1),1.0,53:00,16.0,29.0,0.552,3.0,10.0,0.3,9.0,11.0,0.818,2.0,4.0,6.0,3.0,4.0,0.0,10.0,3.0,44.0,26.8,1.0
67.0,2005-03-29,20-089,CLE,,LAC,W (+10),1.0,40:47,7.0,20.0,0.35,2.0,8.0,0.25,6.0,7.0,0.857,0.0,7.0,7.0,5.0,2.0,1.0,1.0,0.0,22.0,17.7,11.0
68.0,2005-03-31,20-091,CLE,@,CHI,L (-12),1.0,53:00,10.0,28.0,0.357,1.0,4.0,0.25,5.0,11.0,0.455,4.0,2.0,6.0,7.0,4.0,2.0,3.0,5.0,26.0,16.7,-12.0
69.0,2005-04-01,20-092,CLE,,SAC,L (-19),1.0,44:09,13.0,21.0,0.619,2.0,4.0,0.5,7.0,10.0,0.7,0.0,8.0,8.0,9.0,2.0,0.0,7.0,2.0,35.0,27.2,-15.0
70.0,2005-04-03,20-094,CLE,,DAL,W (+20),1.0,48:00,10.0,23.0,0.435,4.0,8.0,0.5,13.0,13.0,1.0,2.0,8.0,10.0,7.0,2.0,1.0,6.0,3.0,37.0,29.1,20.0
71.0,2005-04-05,20-096,CLE,,NJN,L (-31),1.0,39:50,9.0,19.0,0.474,3.0,6.0,0.5,3.0,6.0,0.5,2.0,7.0,9.0,4.0,2.0,2.0,6.0,2.0,24.0,16.0,-21.0
72.0,2005-04-06,20-097,CLE,@,IND,L (-21),1.0,33:17,9.0,18.0,0.5,0.0,3.0,0.0,2.0,4.0,0.5,2.0,2.0,4.0,3.0,1.0,0.0,2.0,2.0,20.0,12.5,-15.0
73.0,2005-04-08,20-099,CLE,@,PHI,L (-5),1.0,48:00,12.0,30.0,0.4,2.0,6.0,0.333,11.0,11.0,1.0,4.0,9.0,13.0,7.0,5.0,0.0,5.0,1.0,37.0,30.8,-5.0
74.0,2005-04-09,20-100,CLE,,MIL,W (+17),1.0,46:35,15.0,26.0,0.577,7.0,13.0,0.538,3.0,3.0,1.0,1.0,9.0,10.0,10.0,2.0,1.0,3.0,2.0,40.0,37.1,13.0
75.0,2005-04-11,20-102,CLE,@,ORL,W (+8),1.0,48:00,12.0,23.0,0.522,1.0,6.0,0.167,8.0,10.0,0.8,1.0,6.0,7.0,6.0,5.0,1.0,2.0,4.0,33.0,29.7,8.0
76.0,2005-04-14,20-105,CLE,,NYK,L (-6),1.0,41:31,7.0,25.0,0.28,4.0,13.0,0.308,9.0,14.0,0.643,1.0,17.0,18.0,7.0,2.0,2.0,4.0,3.0,27.0,19.2,1.0
77.0,2005-04-15,20-106,CLE,@,WAS,L (-8),1.0,48:00,16.0,33.0,0.485,1.0,6.0,0.167,5.0,8.0,0.625,2.0,4.0,6.0,6.0,1.0,0.0,1.0,3.0,38.0,25.7,-8.0
78.0,2005-04-17,20-108,CLE,@,DET,L (-3),1.0,45:12,12.0,35.0,0.343,2.0,7.0,0.286,11.0,14.0,0.786,3.0,8.0,11.0,6.0,0.0,1.0,1.0,0.0,37.0,24.5,-6.0
79.0,2005-04-19,20-110,CLE,,BOS,W (+14),1.0,46:06,13.0,27.0,0.481,2.0,3.0,0.667,4.0,5.0,0.8,1.0,7.0,8.0,6.0,5.0,0.0,3.0,3.0,32.0,25.7,13.0
80.0,2005-04-20,20-111,CLE,@,TOR,W (+9),1.0,48:00,10.0,23.0,0.435,2.0,8.0,0.25,5.0,10.0,0.5,2.0,12.0,14.0,14.0,0.0,1.0,2.0,1.0,27.0,26.0,9.0
