,G,Date,Age,Tm,game_location,Opp,game_result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
11,12.0,2014-11-22,29-327,CLE,,TOR,L (-17),1.0,37:17,6.0,12.0,0.5,1.0,4.0,0.25,2.0,3.0,0.667,0.0,1.0,1.0,10.0,1.0,1.0,5.0,2.0,15.0,11.8,-8.0
12,13.0,2014-11-24,29-329,CLE,,ORL,W (+32),1.0,31:00,9.0,17.0,0.529,2.0,4.0,0.5,9.0,11.0,0.818,1.0,3.0,4.0,11.0,3.0,0.0,1.0,0.0,29.0,31.2,19.0
13,14.0,2014-11-26,29-331,CLE,,WAS,W (+26),1.0,36:05,7.0,14.0,0.5,1.0,5.0,0.2,14.0,17.0,0.824,1.0,9.0,10.0,8.0,3.0,0.0,4.0,3.0,29.0,27.6,24.0
14,15.0,2014-11-29,29-334,CLE,,IND,W (+12),1.0,31:44,9.0,18.0,0.5,0.0,1.0,0.0,1.0,2.0,0.5,0.0,2.0,2.0,7.0,1.0,0.0,3.0,1.0,19.0,12.7,14.0
15,16.0,2014-12-02,29-337,CLE,,MIL,W (+3),1.0,41:05,6.0,15.0,0.4,0.0,4.0,0.0,14.0,21.0,0.667,1.0,4.0,5.0,10.0,0.0,0.0,7.0,1.0,26.0,16.6,16.0
16,17.0,2014-12-04,29-339,CLE,@,NYK,W (+3),1.0,39:31,7.0,17.0,0.412,1.0,6.0,0.167,4.0,7.0,0.571,1.0,4.0,5.0,12.0,2.0,0.0,4.0,2.0,19.0,16.2,12.0
17,18.0,2014-12-05,29-340,CLE,@,TOR,W (+14),1.0,42:27,9.0,18.0,0.5,2.0,4.0,0.5,4.0,6.0,0.667,0.0,7.0,7.0,13.0,3.0,1.0,4.0,2.0,24.0,24.3,11.0
18,19.0,2014-12-08,29-343,CLE,@,BRK,W (+22),1.0,33:54,8.0,17.0,0.471,1.0,3.0,0.333,1.0,2.0,0.5,0.0,4.0,4.0,7.0,3.0,0.0,3.0,2.0,18.0,14.2,20.0
19,20.0,2014-12-09,29-344,CLE,,TOR,W (+4),1.0,41:53,12.0,21.0,0.571,2.0,5.0,0.4,9.0,9.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,35.0,29.9,7.0
20,21.0,2014-12-12,29-347,CLE,@,NOP,L (-5),1.0,37:37,17.0,24.0,0.708,2.0,2.0,1.0,5.0,8.0,0.625,0.0,5.0,5.0,5.0,0.0,1.0,2.0,1.0,41.0,33.1,-3.0
21,22.0,2014-12-15,29-350,CLE,,CHO,W (+9),1.0,40:18,11.0,19.0,0.579,2.0,3.0,0.667,3.0,4.0,0.75,0.0,7.0,7.0,14.0,1.0,3.0,5.0,2.0,27.0,26.9,16.0
22,23.0,2014-12-17,29-352,CLE,,ATL,L (-29),1.0,29:02,8.0,16.0,0.5,0.0,2.0,0.0,5.0,7.0,0.714,0.0,3.0,3.0,2.0,2.0,0.0,2.0,0.0,21.0,14.5,-18.0
23,24.0,2014-12-19,29-354,CLE,,BRK,W (+4),1.0,39:56,7.0,18.0,0.389,2.0,4.0,0.5,6.0,8.0,0.75,1.0,3.0,4.0,9.0,2.0,0.0,4.0,4.0,22.0,15.7,-5.0
24,25.0,2014-12-21,29-356,CLE,,MEM,W (+14),1.0,37:33,9.0,15.0,0.6,3.0,5.0,0.6,4.0,6.0,0.667,0.0,1.0,1.0,11.0,0.0,1.0,5.0,1.0,25.0,20.6,8.0
25,26.0,2014-12-23,29-358,CLE,,MIN,W (+21),1.0,34:38,8.0,16.0,0.5,4.0,7.0,0.571,4.0,5.0,0.8,0.0,4.0,4.0,3.0,1.0,3.0,2.0,3.0,24.0,18.8,22.0
26,27.0,2014-12-25,29-360,CLE,@,MIA,L (-10),1.0,40:02,9.0,16.0,0.563,2.0,8.0,0.25,10.0,18.0,0.556,0.0,4.0,4.0,8.0,0.0,0.0,4.0,1.0,30.0,21.6,-9.0
27,28.0,2014-12-26,29-361,CLE,@,ORL,W (+9),1.0,36:56,10.0,20.0,0.5,0.0,5.0,0.0,9.0,11.0,0.818,0.0,5.0,5.0,8.0,2.0,2.0,4.0,1.0,29.0,24.3,7.0
28,29.0,2014-12-28,29-363,CLE,,DET,L (-23),1.0,31:51,5.0,19.0,0.263,2.0,6.0,0.333,5.0,5.0,1.0,1.0,9.0,10.0,7.0,1.0,0.0,7.0,3.0,17.0,6.8,-17.0
29,30.0,2015-01-13,30-014,CLE,@,PHO,L (-7),1.0,36:41,11.0,18.0,0.611,3.0,8.0,0.375,8.0,13.0,0.615,1.0,6.0,7.0,5.0,1.0,0.0,5.0,3.0,33.0,23.6,4.0
30,31.0,2015-01-15,30-016,CLE,@,LAL,W (+7),1.0,38:02,12.0,23.0,0.522,4.0,9.0,0.444,8.0,13.0,0.615,1.0,3.0,4.0,5.0,2.0,0.0,1.0,2.0,36.0,28.0,15.0
31,32.0,2015-01-16,30-017,CLE,@,LAC,W (+5),1.0,42:29,11.0,23.0,0.478,3.0,8.0,0.375,7.0,12.0,0.583,0.0,11.0,11.0,7.0,3.0,0.0,9.0,4.0,32.0,18.9,8.0
32,33.0,2015-01-19,30-020,CLE,,CHI,W (+14),1.0,36:16,12.0,23.0,0.522,0.0,3.0,0.0,2.0,3.0,0.667,1.0,4.0,5.0,4.0,0.0,0.0,6.0,4.0,26.0,11.4,16.0
33,34.0,2015-01-21,30-022,CLE,,UTA,W (+14),1.0,35:45,8.0,16.0,0.5,0.0,2.0,0.0,10.0,14.0,0.714,2.0,5.0,7.0,9.0,4.0,0.0,7.0,0.0,26.0,22.6,14.0
34,35.0,2015-01-23,30-024,CLE,,CHO,W (+39),1.0,26:37,9.0,15.0,0.6,2.0,4.0,0.5,5.0,6.0,0.833,1.0,5.0,6.0,9.0,4.0,1.0,2.0,1.0,25.0,28.5,32.0
35,36.0,2015-01-25,30-026,CLE,,OKC,W (+10),1.0,38:35,11.0,25.0,0.44,2.0,6.0,0.333,10.0,13.0,0.769,0.0,7.0,7.0,5.0,1.0,2.0,2.0,1.0,34.0,25.3,5.0
36,37.0,2015-01-27,30-028,CLE,@,DET,W (+8),1.0,35:56,11.0,24.0,0.458,0.0,4.0,0.0,10.0,11.0,0.909,0.0,6.0,6.0,7.0,1.0,0.0,4.0,3.0,32.0,21.7,0.0
37,38.0,2015-01-30,30-031,CLE,,SAC,W (+11),1.0,33:04,7.0,16.0,0.438,1.0,4.0,0.25,4.0,6.0,0.667,0.0,3.0,3.0,7.0,4.0,2.0,6.0,1.0,19.0,14.6,13.0
38,39.0,2015-01-31,30-032,CLE,@,MIN,W (+16),1.0,39:45,14.0,25.0,0.56,3.0,8.0,0.375,5.0,8.0,0.625,3.0,3.0,6.0,5.0,0.0,1.0,2.0,1.0,36.0,27.7,25.0
39,40.0,2015-02-02,30-034,CLE,,PHI,W (+13),1.0,35:51,6.0,17.0,0.353,1.0,4.0,0.25,5.0,6.0,0.833,0.0,3.0,3.0,11.0,2.0,0.0,6.0,2.0,18.0,11.9,19.0
40,41.0,2015-02-05,30-037,CLE,,LAC,W (+11),1.0,27:47,8.0,14.0,0.571,1.0,2.0,0.5,6.0,7.0,0.857,0.0,3.0,3.0,9.0,1.0,0.0,2.0,0.0,23.0,22.2,27.0
41,42.0,2015-02-06,30-038,CLE,@,IND,L (-4),1.0,38:34,10.0,21.0,0.476,0.0,4.0,0.0,5.0,8.0,0.625,0.0,6.0,6.0,5.0,2.0,1.0,7.0,3.0,25.0,12.9,-3.0
42,43.0,2015-02-08,30-040,CLE,,LAL,W (+15),1.0,30:11,8.0,16.0,0.5,2.0,7.0,0.286,4.0,5.0,0.8,2.0,8.0,10.0,8.0,1.0,0.0,6.0,2.0,22.0,17.2,15.0
43,44.0,2015-02-11,30-043,CLE,,MIA,W (+20),1.0,31:27,6.0,16.0,0.375,0.0,4.0,0.0,6.0,7.0,0.857,0.0,9.0,9.0,7.0,1.0,0.0,5.0,2.0,18.0,11.6,19.0
44,45.0,2015-02-12,30-044,CLE,@,CHI,L (-15),1.0,34:14,12.0,26.0,0.462,2.0,9.0,0.222,5.0,6.0,0.833,0.0,5.0,5.0,4.0,0.0,0.0,8.0,3.0,31.0,12.3,-27.0
45,46.0,2015-02-20,30-052,CLE,@,WAS,W (+38),1.0,25:07,12.0,21.0,0.571,3.0,5.0,0.6,1.0,3.0,0.333,0.0,5.0,5.0,6.0,1.0,0.0,2.0,3.0,28.0,20.8,30.0
46,47.0,2015-02-22,30-054,CLE,@,NYK,W (+18),1.0,27:55,7.0,17.0,0.412,1.0,6.0,0.167,3.0,5.0,0.6,0.0,7.0,7.0,7.0,2.0,0.0,4.0,2.0,18.0,12.3,14.0
47,48.0,2015-02-24,30-056,CLE,@,DET,W (+9),1.0,39:03,6.0,14.0,0.429,1.0,5.0,0.2,6.0,10.0,0.6,0.0,7.0,7.0,11.0,3.0,1.0,9.0,3.0,19.0,13.3,27.0
48,49.0,2015-02-26,30-058,CLE,,GSW,W (+11),1.0,36:12,15.0,25.0,0.6,4.0,9.0,0.444,8.0,11.0,0.727,1.0,10.0,11.0,5.0,3.0,1.0,6.0,5.0,42.0,32.2,9.0
49,50.0,2015-03-01,30-061,CLE,@,HOU,L (-2),1.0,42:06,15.0,35.0,0.429,4.0,12.0,0.333,3.0,11.0,0.273,2.0,6.0,8.0,4.0,3.0,3.0,4.0,4.0,37.0,20.8,-8.0
50,51.0,2015-03-03,30-063,CLE,,BOS,W (+31),1.0,25:35,12.0,23.0,0.522,0.0,1.0,0.0,3.0,3.0,1.0,1.0,2.0,3.0,5.0,3.0,1.0,1.0,0.0,27.0,23.2,35.0
51,52.0,2015-03-04,30-064,CLE,@,TOR,W (+8),1.0,37:27,9.0,16.0,0.563,3.0,6.0,0.5,8.0,13.0,0.615,1.0,5.0,6.0,14.0,0.0,0.0,3.0,2.0,29.0,27.6,6.0
52,53.0,2015-03-06,30-066,CLE,@,ATL,L (-9),1.0,40:09,5.0,13.0,0.385,1.0,4.0,0.25,7.0,8.0,0.875,1.0,5.0,6.0,8.0,2.0,1.0,9.0,3.0,18.0,10.8,-4.0
53,54.0,2015-03-07,30-067,CLE,,PHO,W (+10),1.0,36:26,6.0,16.0,0.375,2.0,5.0,0.4,3.0,6.0,0.5,0.0,6.0,6.0,8.0,1.0,0.0,4.0,3.0,17.0,10.2,19.0
54,55.0,2015-03-10,30-070,CLE,@,DAL,W (+33),1.0,28:58,10.0,14.0,0.714,4.0,6.0,0.667,3.0,5.0,0.6,0.0,7.0,7.0,8.0,1.0,1.0,2.0,3.0,27.0,26.6,27.0
55,56.0,2015-03-12,30-072,CLE,@,SAS,W (+3),1.0,43:43,10.0,20.0,0.5,3.0,6.0,0.5,8.0,10.0,0.8,0.0,5.0,5.0,7.0,2.0,1.0,3.0,2.0,31.0,25.5,4.0
56,57.0,2015-03-15,30-075,CLE,@,ORL,W (+15),1.0,34:44,9.0,14.0,0.643,0.0,3.0,0.0,3.0,4.0,0.75,1.0,7.0,8.0,13.0,3.0,1.0,1.0,3.0,21.0,27.8,25.0
57,58.0,2015-03-16,30-076,CLE,@,MIA,L (-14),1.0,35:16,8.0,19.0,0.421,4.0,8.0,0.5,6.0,8.0,0.75,1.0,1.0,2.0,4.0,0.0,0.0,4.0,2.0,26.0,14.1,-17.0
58,59.0,2015-03-18,30-078,CLE,,BRK,W (+25),1.0,34:35,5.0,13.0,0.385,2.0,4.0,0.5,4.0,6.0,0.667,1.0,2.0,3.0,7.0,1.0,0.0,2.0,1.0,16.0,12.9,13.0
59,60.0,2015-03-20,30-080,CLE,,IND,W (+3),1.0,39:18,13.0,26.0,0.5,2.0,6.0,0.333,1.0,2.0,0.5,0.0,7.0,7.0,5.0,0.0,0.0,3.0,0.0,29.0,18.2,-7.0
60,61.0,2015-03-22,30-082,CLE,@,MIL,W (+18),1.0,39:28,10.0,17.0,0.588,1.0,4.0,0.25,7.0,7.0,1.0,2.0,8.0,10.0,6.0,5.0,1.0,5.0,1.0,28.0,28.4,4.0
61,62.0,2015-03-25,30-085,CLE,@,MEM,W (+22),1.0,31:27,7.0,15.0,0.467,3.0,5.0,0.6,3.0,4.0,0.75,0.0,8.0,8.0,5.0,0.0,0.0,1.0,2.0,20.0,16.0,31.0
62,63.0,2015-03-27,30-087,CLE,@,BRK,L (-8),1.0,38:28,8.0,15.0,0.533,2.0,5.0,0.4,6.0,8.0,0.75,0.0,5.0,5.0,9.0,5.0,1.0,3.0,4.0,24.0,24.8,-1.0
63,64.0,2015-03-29,30-089,CLE,,PHI,W (+1),1.0,37:53,8.0,24.0,0.333,1.0,4.0,0.25,3.0,6.0,0.5,2.0,9.0,11.0,6.0,0.0,1.0,5.0,0.0,20.0,9.2,-4.0
64,65.0,2015-04-02,30-093,CLE,,MIA,W (+26),1.0,35:27,9.0,16.0,0.563,1.0,2.0,0.5,4.0,5.0,0.8,1.0,7.0,8.0,7.0,1.0,3.0,3.0,3.0,23.0,21.6,14.0
65,66.0,2015-04-05,30-096,CLE,,CHI,W (+5),1.0,36:31,8.0,17.0,0.471,1.0,3.0,0.333,3.0,6.0,0.5,2.0,8.0,10.0,12.0,3.0,1.0,3.0,4.0,20.0,21.4,11.0
66,67.0,2015-04-08,30-099,CLE,@,MIL,W (+5),1.0,39:51,8.0,15.0,0.533,2.0,5.0,0.4,3.0,4.0,0.75,2.0,7.0,9.0,8.0,1.0,1.0,2.0,2.0,21.0,21.3,0.0
67,68.0,2015-04-10,30-101,CLE,,BOS,L (-9),1.0,26:05,5.0,14.0,0.357,0.0,5.0,0.0,4.0,9.0,0.444,0.0,3.0,3.0,7.0,1.0,0.0,3.0,1.0,14.0,7.6,1.0
68,69.0,2015-04-13,30-104,CLE,,DET,W (+12),1.0,32:14,7.0,17.0,0.412,3.0,4.0,0.75,4.0,6.0,0.667,3.0,7.0,10.0,11.0,2.0,1.0,1.0,0.0,21.0,24.7,19.0
