G,Date,Age,Tm,game_location,Opp,game_result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
16.0,2017-11-17,32-322,CLE,,LAC,W (+5),1.0,46:08,17.0,26.0,0.654,4.0,9.0,0.444,1.0,5.0,0.2,1.0,13.0,14.0,6.0,0.0,0.0,6.0,0.0,39.0,28.8,1.0
17.0,2017-11-20,32-325,CLE,@,DET,W (+28),1.0,27:16,7.0,14.0,0.5,3.0,5.0,0.6,1.0,1.0,1.0,0.0,2.0,2.0,8.0,1.0,1.0,0.0,2.0,18.0,18.1,21.0
18.0,2017-11-22,32-327,CLE,,BRK,W (+10),1.0,33:26,11.0,17.0,0.647,4.0,7.0,0.571,7.0,9.0,0.778,1.0,5.0,6.0,5.0,2.0,0.0,3.0,2.0,33.0,28.6,20.0
19.0,2017-11-24,32-329,CLE,,CHO,W (+1),1.0,39:34,10.0,20.0,0.5,3.0,8.0,0.375,4.0,7.0,0.571,1.0,15.0,16.0,13.0,0.0,3.0,3.0,2.0,27.0,28.4,-2.0
20.0,2017-11-27,32-332,CLE,@,PHI,W (+22),1.0,31:03,12.0,23.0,0.522,3.0,7.0,0.429,3.0,4.0,0.75,3.0,11.0,14.0,6.0,0.0,0.0,3.0,0.0,30.0,24.9,1.0
21.0,2017-11-28,32-333,CLE,,MIA,W (+11),1.0,28:26,10.0,16.0,0.625,1.0,3.0,0.333,0.0,1.0,0.0,2.0,10.0,12.0,6.0,5.0,1.0,2.0,1.0,21.0,25.3,26.0
22.0,2017-11-30,32-335,CLE,@,ATL,W (+7),1.0,37:34,8.0,11.0,0.727,3.0,6.0,0.5,5.0,7.0,0.714,1.0,5.0,6.0,12.0,2.0,2.0,3.0,3.0,24.0,28.5,10.0
23.0,2017-12-02,32-337,CLE,,MEM,W (+5),1.0,39:09,13.0,22.0,0.591,0.0,3.0,0.0,8.0,8.0,1.0,0.0,2.0,2.0,12.0,0.0,1.0,5.0,1.0,34.0,28.1,-5.0
24.0,2017-12-04,32-339,CLE,@,CHI,W (+22),1.0,34:16,9.0,15.0,0.6,2.0,4.0,0.5,3.0,4.0,0.75,0.0,7.0,7.0,6.0,2.0,0.0,2.0,1.0,23.0,21.6,27.0
25.0,2017-12-06,32-341,CLE,,SAC,W (+6),1.0,41:03,12.0,18.0,0.667,5.0,8.0,0.625,3.0,6.0,0.5,2.0,9.0,11.0,9.0,3.0,2.0,7.0,0.0,32.0,30.8,2.0
26.0,2017-12-08,32-343,CLE,@,IND,L (-4),1.0,39:25,12.0,22.0,0.545,1.0,5.0,0.2,4.0,5.0,0.8,2.0,8.0,10.0,8.0,1.0,2.0,3.0,1.0,29.0,26.4,3.0
27.0,2017-12-09,32-344,CLE,,PHI,W (+7),1.0,38:44,9.0,23.0,0.391,2.0,6.0,0.333,10.0,12.0,0.833,3.0,10.0,13.0,13.0,3.0,0.0,6.0,1.0,30.0,27.5,-3.0
28.0,2017-12-12,32-347,CLE,,ATL,W (+9),1.0,35:01,11.0,13.0,0.846,2.0,3.0,0.667,1.0,2.0,0.5,0.0,7.0,7.0,17.0,2.0,0.0,2.0,4.0,25.0,32.3,19.0
29.0,2017-12-14,32-349,CLE,,LAL,W (+9),1.0,38:43,8.0,18.0,0.444,1.0,6.0,0.167,8.0,12.0,0.667,1.0,11.0,12.0,12.0,2.0,2.0,5.0,0.0,25.0,24.8,14.0
30.0,2017-12-16,32-351,CLE,,UTA,W (+9),1.0,36:48,9.0,15.0,0.6,1.0,4.0,0.25,10.0,10.0,1.0,0.0,11.0,11.0,10.0,1.0,0.0,5.0,2.0,29.0,27.6,0.0
31.0,2017-12-17,32-352,CLE,@,WAS,W (+7),1.0,41:21,8.0,23.0,0.348,2.0,7.0,0.286,2.0,3.0,0.667,2.0,9.0,11.0,15.0,0.0,1.0,6.0,4.0,20.0,14.4,4.0
32.0,2017-12-19,32-354,CLE,@,MIL,L (-3),1.0,34:14,14.0,22.0,0.636,6.0,11.0,0.545,5.0,5.0,1.0,0.0,1.0,1.0,7.0,3.0,2.0,7.0,1.0,39.0,31.4,-7.0
33.0,2017-12-21,32-356,CLE,,CHI,W (+3),1.0,39:06,12.0,23.0,0.522,2.0,5.0,0.4,8.0,8.0,1.0,1.0,5.0,6.0,9.0,3.0,0.0,4.0,1.0,34.0,29.8,5.0
34.0,2017-12-25,32-360,CLE,@,GSW,L (-7),1.0,40:03,7.0,18.0,0.389,2.0,7.0,0.286,4.0,7.0,0.571,1.0,5.0,6.0,6.0,0.0,0.0,7.0,2.0,20.0,7.6,-1.0
35.0,2017-12-27,32-362,CLE,@,SAC,L (-14),1.0,37:42,6.0,17.0,0.353,0.0,2.0,0.0,4.0,5.0,0.8,2.0,8.0,10.0,14.0,5.0,0.0,4.0,2.0,16.0,19.9,-11.0
36.0,2017-12-30,33-000,CLE,@,UTA,L (-3),1.0,37:27,12.0,22.0,0.545,1.0,7.0,0.143,4.0,5.0,0.8,1.0,7.0,8.0,6.0,2.0,1.0,6.0,1.0,29.0,21.3,-5.0
37.0,2018-01-02,33-003,CLE,,POR,W (+17),1.0,33:49,10.0,17.0,0.588,0.0,2.0,0.0,4.0,4.0,1.0,1.0,5.0,6.0,8.0,4.0,1.0,3.0,2.0,24.0,24.8,0.0
38.0,2018-01-03,33-004,CLE,@,BOS,L (-14),1.0,32:42,8.0,15.0,0.533,0.0,2.0,0.0,3.0,3.0,1.0,0.0,7.0,7.0,6.0,1.0,1.0,4.0,1.0,19.0,15.3,-6.0
39.0,2018-01-06,33-007,CLE,@,ORL,W (+4),1.0,37:17,12.0,23.0,0.522,4.0,7.0,0.571,5.0,7.0,0.714,3.0,7.0,10.0,9.0,6.0,1.0,3.0,1.0,33.0,34.7,15.0
40.0,2018-01-08,33-009,CLE,@,MIN,L (-28),1.0,26:35,4.0,8.0,0.5,1.0,3.0,0.333,1.0,3.0,0.333,1.0,7.0,8.0,5.0,0.0,2.0,3.0,2.0,10.0,9.1,-39.0
41.0,2018-01-11,33-012,CLE,@,TOR,L (-34),1.0,32:14,9.0,16.0,0.563,0.0,1.0,0.0,8.0,10.0,0.8,0.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,26.0,19.2,-22.0
42.0,2018-01-12,33-013,CLE,@,IND,L (-2),1.0,40:27,11.0,25.0,0.44,2.0,9.0,0.222,3.0,4.0,0.75,2.0,6.0,8.0,11.0,3.0,1.0,5.0,2.0,27.0,22.3,-6.0
43.0,2018-01-15,33-016,CLE,,GSW,L (-10),1.0,36:15,12.0,18.0,0.667,0.0,2.0,0.0,8.0,13.0,0.615,2.0,6.0,8.0,6.0,3.0,4.0,8.0,3.0,32.0,26.2,-14.0
44.0,2018-01-18,33-019,CLE,,ORL,W (+1),1.0,34:47,7.0,16.0,0.438,0.0,4.0,0.0,2.0,8.0,0.25,1.0,4.0,5.0,6.0,1.0,0.0,6.0,1.0,16.0,5.9,-4.0
45.0,2018-01-20,33-021,CLE,,OKC,L (-24),1.0,38:22,8.0,17.0,0.471,0.0,4.0,0.0,2.0,4.0,0.5,0.0,3.0,3.0,7.0,0.0,1.0,2.0,2.0,18.0,12.2,-33.0
46.0,2018-01-23,33-024,CLE,@,SAS,L (-12),1.0,37:57,10.0,23.0,0.435,2.0,6.0,0.333,6.0,10.0,0.6,2.0,7.0,9.0,7.0,0.0,1.0,5.0,0.0,28.0,18.4,-10.0
47.0,2018-01-26,33-027,CLE,,IND,W (+7),1.0,39:55,11.0,17.0,0.647,0.0,2.0,0.0,4.0,5.0,0.8,0.0,10.0,10.0,11.0,4.0,1.0,11.0,0.0,26.0,22.5,12.0
48.0,2018-01-28,33-029,CLE,,DET,W (+17),1.0,37:48,8.0,15.0,0.533,1.0,4.0,0.25,8.0,9.0,0.889,1.0,7.0,8.0,14.0,1.0,0.0,3.0,0.0,25.0,27.9,18.0
49.0,2018-01-30,33-031,CLE,@,DET,L (-11),1.0,37:45,9.0,20.0,0.45,2.0,7.0,0.286,1.0,2.0,0.5,0.0,6.0,6.0,7.0,0.0,1.0,4.0,2.0,21.0,12.8,-13.0
50.0,2018-01-31,33-032,CLE,,MIA,W (+2),1.0,38:17,8.0,21.0,0.381,1.0,6.0,0.167,7.0,11.0,0.636,2.0,9.0,11.0,5.0,1.0,0.0,7.0,1.0,24.0,12.1,3.0
51.0,2018-02-03,33-035,CLE,,HOU,L (-32),1.0,31:22,3.0,10.0,0.3,1.0,2.0,0.5,4.0,4.0,1.0,1.0,8.0,9.0,9.0,2.0,1.0,2.0,0.0,11.0,15.3,-17.0
52.0,2018-02-06,33-038,CLE,@,ORL,L (-18),1.0,33:05,10.0,17.0,0.588,2.0,4.0,0.5,3.0,4.0,0.75,1.0,9.0,10.0,5.0,1.0,0.0,6.0,4.0,25.0,17.0,-14.0
53.0,2018-02-07,33-039,CLE,,MIN,W (+2),1.0,48:19,16.0,22.0,0.727,5.0,7.0,0.714,0.0,2.0,0.0,1.0,9.0,10.0,15.0,1.0,1.0,5.0,3.0,37.0,36.6,-1.0
54.0,2018-02-09,33-041,CLE,@,ATL,W (+16),1.0,40:43,8.0,20.0,0.4,0.0,3.0,0.0,6.0,7.0,0.857,2.0,10.0,12.0,19.0,0.0,0.0,3.0,2.0,22.0,24.7,12.0
55.0,2018-02-11,33-043,CLE,@,BOS,W (+22),1.0,27:54,9.0,20.0,0.45,2.0,5.0,0.4,4.0,7.0,0.571,0.0,8.0,8.0,10.0,1.0,1.0,2.0,1.0,24.0,21.1,23.0
56.0,2018-02-13,33-045,CLE,@,OKC,W (+8),1.0,39:44,14.0,23.0,0.609,3.0,7.0,0.429,6.0,10.0,0.6,0.0,8.0,8.0,8.0,0.0,1.0,5.0,1.0,37.0,28.2,-1.0
57.0,2018-02-22,33-054,CLE,,WAS,L (-7),1.0,36:36,13.0,18.0,0.722,1.0,4.0,0.25,5.0,9.0,0.556,1.0,8.0,9.0,8.0,2.0,0.0,4.0,2.0,32.0,28.9,-10.0
58.0,2018-02-23,33-055,CLE,@,MEM,W (+23),1.0,36:40,7.0,16.0,0.438,0.0,2.0,0.0,4.0,4.0,1.0,0.0,14.0,14.0,11.0,1.0,0.0,3.0,0.0,18.0,19.5,18.0
59.0,2018-02-25,33-057,CLE,,SAS,L (-16),1.0,39:58,14.0,25.0,0.56,2.0,5.0,0.4,3.0,4.0,0.75,2.0,11.0,13.0,9.0,1.0,0.0,6.0,3.0,33.0,25.5,-8.0
60.0,2018-02-27,33-059,CLE,,BRK,W (+6),1.0,38:46,13.0,25.0,0.52,2.0,4.0,0.5,3.0,3.0,1.0,4.0,8.0,12.0,11.0,1.0,0.0,1.0,1.0,31.0,31.2,2.0
61.0,2018-03-01,33-061,CLE,,PHI,L (-11),1.0,39:02,12.0,24.0,0.5,2.0,6.0,0.333,4.0,6.0,0.667,1.0,8.0,9.0,8.0,1.0,0.0,3.0,2.0,30.0,23.1,-8.0
62.0,2018-03-03,33-063,CLE,,DEN,L (-9),1.0,42:23,8.0,19.0,0.421,1.0,4.0,0.25,8.0,11.0,0.727,1.0,9.0,10.0,15.0,2.0,0.0,3.0,2.0,25.0,25.8,-6.0
63.0,2018-03-05,33-065,CLE,,DET,W (+22),1.0,28:44,11.0,17.0,0.647,5.0,7.0,0.714,4.0,6.0,0.667,2.0,5.0,7.0,7.0,1.0,0.0,3.0,2.0,31.0,27.7,14.0
64.0,2018-03-07,33-067,CLE,@,DEN,W (+5),1.0,39:08,15.0,25.0,0.6,5.0,8.0,0.625,4.0,8.0,0.5,1.0,7.0,8.0,10.0,1.0,0.0,3.0,2.0,39.0,32.9,8.0
65.0,2018-03-09,33-069,CLE,@,LAC,L (-14),1.0,38:53,11.0,20.0,0.55,3.0,7.0,0.429,0.0,2.0,0.0,0.0,10.0,10.0,6.0,2.0,3.0,5.0,2.0,25.0,20.1,-16.0
66.0,2018-03-11,33-071,CLE,@,LAL,L (-14),1.0,31:27,9.0,20.0,0.45,2.0,8.0,0.25,4.0,5.0,0.8,2.0,8.0,10.0,7.0,1.0,1.0,2.0,0.0,24.0,21.6,-13.0
67.0,2018-03-13,33-073,CLE,@,PHO,W (+22),1.0,33:13,7.0,14.0,0.5,1.0,2.0,0.5,13.0,15.0,0.867,0.0,12.0,12.0,11.0,3.0,2.0,5.0,2.0,28.0,30.1,23.0
68.0,2018-03-15,33-075,CLE,@,POR,L (-8),1.0,41:05,15.0,25.0,0.6,1.0,4.0,0.25,4.0,9.0,0.444,0.0,14.0,14.0,6.0,2.0,3.0,6.0,4.0,35.0,26.4,-3.0
69.0,2018-03-17,33-077,CLE,@,CHI,W (+5),1.0,39:53,15.0,26.0,0.577,2.0,8.0,0.25,1.0,4.0,0.25,1.0,12.0,13.0,12.0,1.0,2.0,6.0,3.0,33.0,27.5,-4.0
70.0,2018-03-19,33-079,CLE,,MIL,W (+7),1.0,40:01,16.0,29.0,0.552,3.0,7.0,0.429,5.0,8.0,0.625,5.0,7.0,12.0,10.0,2.0,1.0,6.0,2.0,40.0,33.4,4.0
71.0,2018-03-21,33-081,CLE,,TOR,W (+3),1.0,39:24,11.0,19.0,0.579,1.0,3.0,0.333,12.0,14.0,0.857,1.0,6.0,7.0,17.0,1.0,0.0,0.0,2.0,35.0,39.9,12.0
72.0,2018-03-23,33-083,CLE,,PHO,W (+25),1.0,29:16,11.0,16.0,0.688,1.0,4.0,0.25,4.0,6.0,0.667,0.0,6.0,6.0,9.0,1.0,1.0,4.0,3.0,27.0,24.0,11.0
73.0,2018-03-25,33-085,CLE,@,BRK,W (+7),1.0,38:03,14.0,19.0,0.737,1.0,4.0,0.25,8.0,10.0,0.8,2.0,8.0,10.0,8.0,1.0,0.0,2.0,3.0,37.0,35.7,11.0
74.0,2018-03-27,33-087,CLE,@,MIA,L (-19),1.0,37:59,7.0,18.0,0.389,0.0,4.0,0.0,4.0,5.0,0.8,1.0,5.0,6.0,7.0,0.0,0.0,6.0,1.0,18.0,8.5,-19.0
75.0,2018-03-28,33-088,CLE,@,CHO,W (+13),1.0,36:53,14.0,26.0,0.538,4.0,8.0,0.5,9.0,11.0,0.818,2.0,8.0,10.0,8.0,1.0,0.0,4.0,1.0,41.0,33.6,21.0
76.0,2018-03-30,33-090,CLE,,NOP,W (+5),1.0,41:45,12.0,24.0,0.5,0.0,4.0,0.0,3.0,3.0,1.0,1.0,8.0,9.0,11.0,1.0,0.0,1.0,0.0,27.0,25.8,16.0
77.0,2018-04-01,33-092,CLE,,DAL,W (+11),1.0,38:32,5.0,21.0,0.238,2.0,3.0,0.667,4.0,4.0,1.0,3.0,10.0,13.0,12.0,0.0,0.0,2.0,1.0,16.0,14.4,7.0
78.0,2018-04-03,33-094,CLE,,TOR,W (+6),1.0,37:16,8.0,14.0,0.571,3.0,6.0,0.5,8.0,11.0,0.727,0.0,10.0,10.0,6.0,0.0,0.0,5.0,2.0,27.0,20.6,12.0
79.0,2018-04-05,33-096,CLE,,WAS,W (+4),1.0,38:48,12.0,20.0,0.6,2.0,7.0,0.286,7.0,10.0,0.7,2.0,7.0,9.0,14.0,0.0,0.0,6.0,2.0,33.0,29.1,13.0
80.0,2018-04-06,33-097,CLE,@,PHI,L (-2),1.0,40:11,17.0,29.0,0.586,4.0,8.0,0.5,6.0,11.0,0.545,1.0,10.0,11.0,11.0,2.0,1.0,8.0,0.0,44.0,34.6,7.0
81.0,2018-04-09,33-100,CLE,@,NYK,W (+14),1.0,38:38,7.0,16.0,0.438,3.0,6.0,0.5,9.0,10.0,0.9,0.0,6.0,6.0,11.0,1.0,0.0,4.0,2.0,26.0,22.9,14.0
82.0,2018-04-11,33-102,CLE,,NYK,L (-12),1.0,10:33,4.0,9.0,0.444,0.0,2.0,0.0,2.0,3.0,0.667,1.0,4.0,5.0,2.0,1.0,0.0,3.0,0.0,10.0,6.2,5.0
