,G,Date,Age,Tm,game_location,Opp,game_result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
52,53.0,2009-02-20,24-052,CLE,@,MIL,W (+8),1.0,40:04,16.0,29.0,0.552,8.0,11.0,0.727,15.0,22.0,0.682,1.0,4.0,5.0,9.0,0.0,0.0,6.0,3.0,55.0,39.3,13.0
53,54.0,2009-02-22,24-054,CLE,,DET,W (+21),1.0,30:34,6.0,13.0,0.462,0.0,3.0,0.0,8.0,10.0,0.8,0.0,5.0,5.0,9.0,2.0,1.0,0.0,0.0,20.0,23.0,22.0
54,55.0,2009-02-24,24-056,CLE,,MEM,W (+15),1.0,29:40,4.0,10.0,0.4,1.0,2.0,0.5,6.0,8.0,0.75,0.0,5.0,5.0,8.0,0.0,1.0,2.0,1.0,15.0,14.2,13.0
55,56.0,2009-02-26,24-058,CLE,@,HOU,L (-19),1.0,33:51,7.0,21.0,0.333,2.0,5.0,0.4,5.0,6.0,0.833,0.0,1.0,1.0,0.0,1.0,2.0,3.0,4.0,21.0,6.8,-14.0
56,57.0,2009-02-27,24-059,CLE,@,SAS,W (+11),1.0,32:08,12.0,23.0,0.522,3.0,6.0,0.5,3.0,3.0,1.0,4.0,10.0,14.0,4.0,2.0,0.0,1.0,2.0,30.0,27.5,29.0
57,58.0,2009-03-01,24-061,CLE,@,ATL,W (+1),1.0,43:43,8.0,20.0,0.4,2.0,7.0,0.286,8.0,14.0,0.571,1.0,5.0,6.0,11.0,1.0,2.0,0.0,3.0,26.0,23.9,4.0
58,59.0,2009-03-02,24-062,CLE,@,MIA,W (+7),1.0,43:40,13.0,21.0,0.619,6.0,7.0,0.857,10.0,10.0,1.0,1.0,7.0,8.0,4.0,1.0,1.0,6.0,4.0,42.0,32.2,8.0
59,60.0,2009-03-04,24-064,CLE,,MIL,W (+18),1.0,33:12,7.0,11.0,0.636,4.0,5.0,0.8,5.0,7.0,0.714,1.0,7.0,8.0,4.0,1.0,0.0,3.0,2.0,23.0,20.1,24.0
60,61.0,2009-03-06,24-066,CLE,@,BOS,L (-11),1.0,38:17,5.0,15.0,0.333,2.0,5.0,0.4,9.0,12.0,0.75,0.0,6.0,6.0,5.0,1.0,0.0,4.0,1.0,21.0,13.2,-1.0
61,62.0,2009-03-07,24-067,CLE,,MIA,W (+10),1.0,43:19,5.0,15.0,0.333,0.0,3.0,0.0,4.0,7.0,0.571,2.0,8.0,10.0,12.0,1.0,1.0,2.0,0.0,14.0,16.2,10.0
62,63.0,2009-03-10,24-070,CLE,@,LAC,W (+4),1.0,43:42,10.0,23.0,0.435,0.0,6.0,0.0,12.0,16.0,0.75,4.0,9.0,13.0,11.0,2.0,2.0,4.0,2.0,32.0,30.1,7.0
63,64.0,2009-03-12,24-072,CLE,@,PHO,W (+8),1.0,43:27,10.0,24.0,0.417,3.0,8.0,0.375,11.0,13.0,0.846,6.0,4.0,10.0,13.0,3.0,3.0,3.0,0.0,34.0,37.0,7.0
64,65.0,2009-03-13,24-073,CLE,@,SAC,W (+3),1.0,46:59,16.0,30.0,0.533,4.0,11.0,0.364,15.0,17.0,0.882,0.0,4.0,4.0,9.0,2.0,3.0,3.0,2.0,51.0,43.4,6.0
65,66.0,2009-03-15,24-075,CLE,,NYK,W (+5),1.0,39:52,9.0,17.0,0.529,0.0,3.0,0.0,1.0,3.0,0.333,1.0,7.0,8.0,10.0,4.0,3.0,3.0,1.0,19.0,22.4,-1.0
66,67.0,2009-03-17,24-077,CLE,,ORL,W (+4),1.0,42:40,15.0,27.0,0.556,4.0,7.0,0.571,9.0,10.0,0.9,2.0,10.0,12.0,8.0,4.0,1.0,6.0,1.0,43.0,38.0,5.0
67,68.0,2009-03-19,24-079,CLE,,POR,W (+5),1.0,46:47,10.0,22.0,0.455,0.0,3.0,0.0,6.0,11.0,0.545,0.0,11.0,11.0,10.0,1.0,2.0,0.0,4.0,26.0,23.7,-1.0
68,69.0,2009-03-21,24-081,CLE,,ATL,W (+6),1.0,40:03,9.0,21.0,0.429,1.0,4.0,0.25,3.0,5.0,0.6,1.0,6.0,7.0,5.0,3.0,1.0,2.0,2.0,22.0,17.0,10.0
69,70.0,2009-03-22,24-082,CLE,@,NJN,W (+8),1.0,39:09,9.0,17.0,0.529,1.0,4.0,0.25,11.0,15.0,0.733,2.0,9.0,11.0,8.0,1.0,0.0,1.0,0.0,30.0,29.8,14.0
70,71.0,2009-03-25,24-085,CLE,,NJN,W (+11),1.0,39:06,7.0,14.0,0.5,1.0,1.0,1.0,7.0,7.0,1.0,1.0,7.0,8.0,11.0,1.0,0.0,1.0,0.0,22.0,25.5,19.0
71,72.0,2009-03-27,24-087,CLE,,MIN,W (+22),1.0,33:36,8.0,14.0,0.571,2.0,3.0,0.667,7.0,10.0,0.7,2.0,10.0,12.0,7.0,0.0,0.0,5.0,0.0,25.0,21.5,25.0
72,73.0,2009-03-29,24-089,CLE,,DAL,W (+28),1.0,31:19,9.0,22.0,0.409,2.0,4.0,0.5,4.0,5.0,0.8,1.0,5.0,6.0,12.0,1.0,2.0,0.0,0.0,24.0,24.8,15.0
73,74.0,2009-03-31,24-091,CLE,,DET,W (+6),1.0,40:36,9.0,24.0,0.375,0.0,2.0,0.0,7.0,8.0,0.875,1.0,11.0,12.0,3.0,3.0,1.0,1.0,0.0,25.0,20.2,10.0
74,75.0,2009-04-02,24-093,CLE,@,WAS,L (-8),1.0,38:20,11.0,18.0,0.611,4.0,8.0,0.5,5.0,7.0,0.714,1.0,8.0,9.0,6.0,0.0,0.0,6.0,1.0,31.0,22.9,-13.0
75,76.0,2009-04-03,24-094,CLE,@,ORL,L (-29),1.0,32:00,7.0,20.0,0.35,2.0,5.0,0.4,10.0,10.0,1.0,1.0,8.0,9.0,5.0,1.0,0.0,2.0,1.0,26.0,20.0,-26.0
76,77.0,2009-04-05,24-096,CLE,,SAS,W (+20),1.0,36:43,14.0,21.0,0.667,2.0,5.0,0.4,8.0,8.0,1.0,0.0,7.0,7.0,6.0,1.0,0.0,2.0,1.0,38.0,33.8,7.0
77,78.0,2009-04-08,24-099,CLE,,WAS,W (+12),1.0,30:51,7.0,15.0,0.467,0.0,2.0,0.0,7.0,8.0,0.875,0.0,6.0,6.0,7.0,3.0,0.0,2.0,1.0,21.0,20.2,25.0
78,79.0,2009-04-10,24-101,CLE,@,PHI,W (+10),1.0,36:34,8.0,17.0,0.471,1.0,4.0,0.25,10.0,12.0,0.833,0.0,2.0,2.0,10.0,0.0,1.0,1.0,4.0,27.0,23.2,8.0
79,80.0,2009-04-12,24-103,CLE,,BOS,W (+31),1.0,30:22,9.0,14.0,0.643,5.0,8.0,0.625,6.0,6.0,1.0,0.0,4.0,4.0,7.0,1.0,1.0,5.0,1.0,29.0,25.2,21.0
80,81.0,2009-04-13,24-104,CLE,@,IND,W (+8),1.0,38:42,12.0,23.0,0.522,2.0,7.0,0.286,11.0,14.0,0.786,0.0,5.0,5.0,5.0,1.0,0.0,5.0,1.0,37.0,25.1,8.0
