,G,Date,Age,Tm,game_location,Opp,game_result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
21,22.0,2012-02-03,27-035,MIA,@,PHI,W (+20),1.0,37:13,8.0,16.0,0.5,0.0,1.0,0.0,3.0,6.0,0.5,1.0,11.0,12.0,8.0,0.0,2.0,2.0,2.0,19.0,18.0,19.0
22,23.0,2012-02-05,27-037,MIA,,TOR,W (+6),1.0,38:29,10.0,17.0,0.588,0.0,1.0,0.0,10.0,12.0,0.833,0.0,9.0,9.0,2.0,1.0,0.0,5.0,1.0,30.0,21.0,11.0
23,24.0,2012-02-07,27-039,MIA,,CLE,W (+16),1.0,38:40,9.0,16.0,0.563,0.0,1.0,0.0,6.0,7.0,0.857,1.0,4.0,5.0,6.0,2.0,0.0,6.0,1.0,24.0,17.7,5.0
24,25.0,2012-02-08,27-040,MIA,@,ORL,L (-13),1.0,39:15,5.0,15.0,0.333,0.0,2.0,0.0,7.0,10.0,0.7,0.0,6.0,6.0,10.0,3.0,0.0,3.0,0.0,17.0,16.1,-1.0
25,26.0,2012-02-10,27-042,MIA,@,WAS,W (+17),1.0,33:17,6.0,14.0,0.429,0.0,2.0,0.0,6.0,7.0,0.857,0.0,2.0,2.0,9.0,0.0,2.0,1.0,1.0,18.0,17.1,14.0
26,27.0,2012-02-12,27-044,MIA,@,ATL,W (+20),1.0,30:26,6.0,15.0,0.4,1.0,3.0,0.333,10.0,12.0,0.833,3.0,10.0,13.0,6.0,1.0,0.0,2.0,1.0,23.0,22.0,26.0
27,28.0,2012-02-13,27-045,MIA,@,MIL,W (+18),1.0,32:54,16.0,21.0,0.762,0.0,0.0,,3.0,3.0,1.0,3.0,5.0,8.0,3.0,1.0,0.0,2.0,3.0,35.0,30.2,14.0
28,29.0,2012-02-14,27-046,MIA,@,IND,W (+15),1.0,33:24,7.0,15.0,0.467,2.0,5.0,0.4,7.0,8.0,0.875,2.0,7.0,9.0,7.0,4.0,0.0,2.0,2.0,23.0,24.5,27.0
29,30.0,2012-02-17,27-049,MIA,@,CLE,W (+24),1.0,30:08,11.0,19.0,0.579,3.0,5.0,0.6,3.0,3.0,1.0,2.0,3.0,5.0,5.0,1.0,1.0,2.0,2.0,28.0,23.8,27.0
30,31.0,2012-02-19,27-051,MIA,,ORL,W (+12),1.0,36:38,9.0,14.0,0.643,1.0,2.0,0.5,6.0,7.0,0.857,1.0,10.0,11.0,8.0,2.0,0.0,2.0,2.0,25.0,26.9,23.0
31,32.0,2012-02-21,27-053,MIA,,SAC,W (+12),1.0,33:13,7.0,11.0,0.636,2.0,2.0,1.0,2.0,2.0,1.0,0.0,4.0,4.0,8.0,0.0,2.0,3.0,1.0,18.0,17.9,7.0
32,33.0,2012-02-23,27-055,MIA,,NYK,W (+14),1.0,40:41,7.0,16.0,0.438,0.0,0.0,,6.0,6.0,1.0,1.0,8.0,9.0,8.0,5.0,2.0,4.0,3.0,20.0,21.5,12.0
33,34.0,2012-03-01,27-062,MIA,@,POR,W (+14),1.0,41:02,13.0,22.0,0.591,2.0,2.0,1.0,10.0,12.0,0.833,2.0,9.0,11.0,6.0,5.0,1.0,0.0,1.0,38.0,40.6,8.0
34,35.0,2012-03-02,27-063,MIA,@,UTA,L (-1),1.0,44:24,16.0,24.0,0.667,1.0,4.0,0.25,2.0,3.0,0.667,1.0,9.0,10.0,6.0,0.0,3.0,0.0,2.0,35.0,33.1,7.0
35,36.0,2012-03-04,27-065,MIA,@,LAL,L (-10),1.0,43:02,12.0,26.0,0.462,0.0,4.0,0.0,1.0,3.0,0.333,7.0,6.0,13.0,7.0,3.0,2.0,3.0,1.0,25.0,23.4,-13.0
36,37.0,2012-03-06,27-067,MIA,,NJN,W (+30),1.0,29:36,9.0,11.0,0.818,1.0,1.0,1.0,2.0,2.0,1.0,1.0,8.0,9.0,6.0,0.0,0.0,5.0,0.0,21.0,19.2,20.0
37,38.0,2012-03-07,27-068,MIA,,ATL,W (+3),1.0,41:40,12.0,20.0,0.6,0.0,3.0,0.0,7.0,10.0,0.7,4.0,7.0,11.0,2.0,1.0,2.0,2.0,1.0,31.0,26.9,7.0
38,39.0,2012-03-10,27-071,MIA,,IND,W (+2),1.0,47:06,8.0,19.0,0.421,2.0,3.0,0.667,9.0,15.0,0.6,1.0,7.0,8.0,4.0,4.0,1.0,4.0,1.0,27.0,20.4,3.0
39,40.0,2012-03-13,27-074,MIA,@,ORL,L (-6),1.0,42:25,7.0,20.0,0.35,2.0,4.0,0.5,3.0,3.0,1.0,3.0,8.0,11.0,8.0,1.0,1.0,6.0,0.0,19.0,13.6,0.0
40,41.0,2012-03-14,27-075,MIA,@,CHI,L (-4),1.0,39:38,14.0,25.0,0.56,2.0,3.0,0.667,5.0,5.0,1.0,1.0,4.0,5.0,4.0,4.0,0.0,2.0,2.0,35.0,29.0,5.0
41,42.0,2012-03-16,27-077,MIA,@,PHI,W (+6),1.0,38:15,12.0,20.0,0.6,0.0,2.0,0.0,5.0,8.0,0.625,2.0,5.0,7.0,8.0,2.0,2.0,1.0,0.0,29.0,29.5,10.0
42,43.0,2012-03-18,27-079,MIA,,ORL,W (+10),1.0,38:58,4.0,14.0,0.286,0.0,1.0,0.0,6.0,8.0,0.75,0.0,12.0,12.0,7.0,5.0,0.0,4.0,4.0,14.0,12.9,13.0
43,44.0,2012-03-20,27-081,MIA,,PHO,W (+4),1.0,37:54,8.0,18.0,0.444,0.0,3.0,0.0,4.0,6.0,0.667,1.0,7.0,8.0,6.0,2.0,2.0,3.0,2.0,20.0,16.4,15.0
44,45.0,2012-03-23,27-084,MIA,@,DET,W (+15),1.0,37:26,6.0,15.0,0.4,0.0,3.0,0.0,5.0,5.0,1.0,0.0,6.0,6.0,10.0,4.0,1.0,5.0,0.0,17.0,17.4,8.0
45,46.0,2012-03-25,27-086,MIA,@,OKC,L (-16),1.0,39:36,8.0,18.0,0.444,0.0,3.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,7.0,2.0,0.0,4.0,2.0,17.0,10.6,-10.0
46,47.0,2012-03-26,27-087,MIA,@,IND,L (-15),1.0,40:49,9.0,21.0,0.429,2.0,4.0,0.5,4.0,6.0,0.667,2.0,7.0,9.0,2.0,1.0,0.0,6.0,1.0,24.0,11.6,-14.0
47,48.0,2012-03-29,27-090,MIA,,DAL,W (+21),1.0,36:13,8.0,16.0,0.5,0.0,2.0,0.0,3.0,3.0,1.0,3.0,6.0,9.0,5.0,2.0,0.0,3.0,3.0,19.0,16.2,9.0
48,49.0,2012-03-30,27-091,MIA,@,TOR,W (+12),1.0,38:31,11.0,18.0,0.611,0.0,2.0,0.0,4.0,6.0,0.667,1.0,3.0,4.0,9.0,1.0,0.0,3.0,0.0,26.0,22.9,9.0
49,50.0,2012-04-01,27-093,MIA,@,BOS,L (-19),1.0,34:37,11.0,20.0,0.55,0.0,0.0,,1.0,2.0,0.5,2.0,2.0,4.0,0.0,0.0,1.0,2.0,1.0,23.0,13.3,-30.0
50,51.0,2012-04-03,27-095,MIA,,PHI,W (+6),1.0,38:04,15.0,25.0,0.6,1.0,2.0,0.5,10.0,13.0,0.769,3.0,3.0,6.0,4.0,3.0,1.0,4.0,0.0,41.0,33.8,12.0
51,52.0,2012-04-04,27-096,MIA,,OKC,W (+5),1.0,41:30,10.0,20.0,0.5,3.0,7.0,0.429,11.0,13.0,0.846,1.0,6.0,7.0,10.0,4.0,1.0,2.0,2.0,34.0,34.6,20.0
52,53.0,2012-04-06,27-098,MIA,,MEM,L (-15),1.0,37:38,8.0,19.0,0.421,2.0,6.0,0.333,3.0,4.0,0.75,2.0,4.0,6.0,6.0,2.0,0.0,3.0,0.0,21.0,16.3,-6.0
53,54.0,2012-04-08,27-100,MIA,,DET,W (+23),1.0,32:15,12.0,22.0,0.545,1.0,3.0,0.333,1.0,5.0,0.2,3.0,1.0,4.0,2.0,0.0,1.0,1.0,1.0,26.0,16.9,10.0
54,55.0,2012-04-10,27-102,MIA,,BOS,L (-8),1.0,40:51,11.0,23.0,0.478,1.0,3.0,0.333,13.0,14.0,0.929,5.0,2.0,7.0,7.0,1.0,1.0,2.0,3.0,36.0,31.4,-6.0
55,56.0,2012-04-12,27-104,MIA,@,CHI,L (-10),1.0,47:18,11.0,24.0,0.458,3.0,6.0,0.5,5.0,7.0,0.714,1.0,5.0,6.0,5.0,1.0,1.0,4.0,1.0,30.0,19.8,-1.0
56,57.0,2012-04-13,27-105,MIA,,CHA,W (+23),1.0,28:44,7.0,16.0,0.438,0.0,1.0,0.0,5.0,7.0,0.714,1.0,8.0,9.0,5.0,2.0,1.0,2.0,1.0,19.0,16.7,18.0
57,58.0,2012-04-15,27-107,MIA,@,NYK,W (+8),1.0,40:15,11.0,24.0,0.458,1.0,6.0,0.167,6.0,9.0,0.667,2.0,8.0,10.0,3.0,2.0,0.0,6.0,4.0,29.0,15.7,18.0
58,59.0,2012-04-16,27-108,MIA,@,NJN,W (+3),1.0,35:12,11.0,19.0,0.579,1.0,2.0,0.5,14.0,15.0,0.933,1.0,5.0,6.0,7.0,2.0,1.0,4.0,2.0,37.0,32.7,-4.0
59,60.0,2012-04-18,27-110,MIA,,TOR,W (+24),1.0,30:12,12.0,15.0,0.8,1.0,1.0,1.0,3.0,4.0,0.75,0.0,5.0,5.0,4.0,2.0,0.0,5.0,0.0,28.0,23.2,20.0
60,61.0,2012-04-19,27-111,MIA,,CHI,W (+11),1.0,35:20,8.0,18.0,0.444,1.0,2.0,0.5,10.0,12.0,0.833,0.0,11.0,11.0,6.0,0.0,1.0,1.0,3.0,27.0,22.8,11.0
61,62.0,2012-04-22,27-114,MIA,,HOU,W (+9),1.0,35:52,11.0,21.0,0.524,1.0,3.0,0.333,9.0,10.0,0.9,1.0,7.0,8.0,5.0,1.0,2.0,5.0,1.0,32.0,24.6,12.0
