,G,Date,Age,Tm,game_location,Opp,game_result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
30,31.0,2013-01-04,28-005,MIA,,CHI,L (-7),1.0,41:05,8.0,14.0,0.571,1.0,5.0,0.2,13.0,16.0,0.813,0.0,6.0,6.0,2.0,1.0,0.0,2.0,2.0,30.0,23.6,-18.0
31,32.0,2013-01-06,28-007,MIA,,WAS,W (+28),1.0,34:57,9.0,17.0,0.529,2.0,3.0,0.667,4.0,4.0,1.0,1.0,1.0,2.0,7.0,0.0,1.0,1.0,0.0,24.0,21.3,26.0
32,33.0,2013-01-08,28-009,MIA,@,IND,L (-10),1.0,42:36,10.0,20.0,0.5,1.0,1.0,1.0,1.0,4.0,0.25,3.0,7.0,10.0,4.0,1.0,2.0,7.0,2.0,22.0,12.4,-5.0
33,34.0,2013-01-10,28-011,MIA,@,POR,L (-2),1.0,42:39,6.0,16.0,0.375,1.0,5.0,0.2,2.0,5.0,0.4,0.0,10.0,10.0,9.0,2.0,1.0,4.0,3.0,15.0,11.8,-9.0
34,35.0,2013-01-12,28-013,MIA,@,SAC,W (+29),1.0,29:08,7.0,10.0,0.7,0.0,1.0,0.0,6.0,7.0,0.857,1.0,4.0,5.0,7.0,5.0,2.0,1.0,0.0,20.0,27.6,28.0
35,36.0,2013-01-14,28-015,MIA,@,UTA,L (-7),1.0,43:41,13.0,19.0,0.684,2.0,4.0,0.5,4.0,4.0,1.0,1.0,3.0,4.0,6.0,3.0,2.0,3.0,5.0,32.0,29.1,1.0
36,37.0,2013-01-16,28-017,MIA,@,GSW,W (+17),1.0,30:32,11.0,20.0,0.55,1.0,5.0,0.2,2.0,3.0,0.667,1.0,6.0,7.0,10.0,1.0,0.0,1.0,2.0,25.0,23.7,33.0
37,38.0,2013-01-17,28-018,MIA,@,LAL,W (+9),1.0,42:04,17.0,25.0,0.68,1.0,2.0,0.5,4.0,4.0,1.0,0.0,7.0,7.0,8.0,3.0,1.0,2.0,2.0,39.0,36.9,13.0
38,39.0,2013-01-23,28-024,MIA,,TOR,W (+7),1.0,44:50,12.0,23.0,0.522,1.0,5.0,0.2,6.0,7.0,0.857,1.0,9.0,10.0,11.0,0.0,0.0,3.0,1.0,31.0,27.0,9.0
39,40.0,2013-01-25,28-026,MIA,,DET,W (+22),1.0,33:01,9.0,14.0,0.643,0.0,1.0,0.0,5.0,6.0,0.833,1.0,6.0,7.0,7.0,1.0,0.0,2.0,0.0,23.0,22.8,22.0
40,41.0,2013-01-27,28-028,MIA,@,BOS,L (-2),1.0,51:56,14.0,31.0,0.452,3.0,6.0,0.5,3.0,5.0,0.6,4.0,12.0,16.0,7.0,3.0,1.0,3.0,3.0,34.0,27.9,-2.0
41,42.0,2013-01-30,28-031,MIA,@,BRK,W (+20),1.0,34:17,10.0,18.0,0.556,3.0,4.0,0.75,1.0,4.0,0.25,2.0,7.0,9.0,7.0,2.0,0.0,4.0,2.0,24.0,19.8,22.0
42,43.0,2013-02-01,28-033,MIA,@,IND,L (-13),1.0,41:58,9.0,17.0,0.529,1.0,3.0,0.333,9.0,11.0,0.818,1.0,5.0,6.0,3.0,1.0,1.0,3.0,4.0,28.0,20.3,-9.0
43,44.0,2013-02-03,28-035,MIA,@,TOR,W (+15),1.0,39:44,10.0,16.0,0.625,1.0,2.0,0.5,9.0,11.0,0.818,0.0,8.0,8.0,7.0,2.0,0.0,3.0,1.0,30.0,27.9,29.0
44,45.0,2013-02-04,28-036,MIA,,CHA,W (+5),1.0,38:00,13.0,14.0,0.929,0.0,0.0,,5.0,6.0,0.833,0.0,8.0,8.0,8.0,2.0,0.0,5.0,1.0,31.0,30.6,8.0
45,46.0,2013-02-06,28-038,MIA,,HOU,W (+6),1.0,36:37,11.0,18.0,0.611,3.0,6.0,0.5,7.0,10.0,0.7,1.0,5.0,6.0,5.0,0.0,2.0,4.0,2.0,32.0,24.9,4.0
46,47.0,2013-02-08,28-040,MIA,,LAC,W (+22),1.0,30:59,9.0,11.0,0.818,4.0,5.0,0.8,8.0,11.0,0.727,1.0,4.0,5.0,6.0,0.0,2.0,5.0,3.0,30.0,26.0,21.0
47,48.0,2013-02-10,28-042,MIA,,LAL,W (+10),1.0,36:15,12.0,18.0,0.667,1.0,2.0,0.5,7.0,8.0,0.875,1.0,6.0,7.0,4.0,3.0,0.0,4.0,4.0,32.0,26.5,7.0
48,49.0,2013-02-12,28-044,MIA,,POR,W (+13),1.0,38:45,11.0,15.0,0.733,1.0,3.0,0.333,7.0,8.0,0.875,0.0,6.0,6.0,9.0,3.0,2.0,1.0,0.0,30.0,35.0,21.0
49,50.0,2013-02-14,28-046,MIA,@,OKC,W (+10),1.0,40:02,14.0,24.0,0.583,4.0,8.0,0.5,7.0,9.0,0.778,3.0,9.0,12.0,7.0,2.0,0.0,4.0,3.0,39.0,33.5,15.0
50,51.0,2013-02-20,28-052,MIA,@,ATL,W (+13),1.0,39:31,8.0,15.0,0.533,1.0,4.0,0.25,7.0,8.0,0.875,0.0,6.0,6.0,11.0,4.0,0.0,2.0,1.0,24.0,27.4,16.0
51,52.0,2013-02-21,28-053,MIA,@,CHI,W (+19),1.0,34:29,11.0,15.0,0.733,1.0,4.0,0.25,3.0,3.0,1.0,1.0,11.0,12.0,7.0,2.0,0.0,4.0,2.0,26.0,26.0,6.0
52,53.0,2013-02-23,28-055,MIA,@,PHI,W (+24),1.0,31:30,7.0,12.0,0.583,1.0,4.0,0.25,1.0,2.0,0.5,1.0,9.0,10.0,11.0,2.0,0.0,2.0,1.0,16.0,20.7,14.0
53,54.0,2013-02-24,28-056,MIA,,CLE,W (+4),1.0,38:51,10.0,19.0,0.526,0.0,1.0,0.0,8.0,11.0,0.727,2.0,1.0,3.0,8.0,1.0,0.0,2.0,0.0,28.0,23.8,6.0
54,55.0,2013-02-26,28-058,MIA,,SAC,W (+12),1.0,47:45,14.0,23.0,0.609,1.0,2.0,0.5,11.0,12.0,0.917,3.0,5.0,8.0,16.0,2.0,1.0,2.0,1.0,40.0,44.2,11.0
55,56.0,2013-03-01,28-061,MIA,,MEM,W (+7),1.0,42:06,4.0,14.0,0.286,2.0,4.0,0.5,8.0,12.0,0.667,1.0,7.0,8.0,10.0,2.0,1.0,1.0,1.0,18.0,19.3,-1.0
56,57.0,2013-03-03,28-063,MIA,@,NYK,W (+6),1.0,42:50,12.0,23.0,0.522,2.0,6.0,0.333,3.0,6.0,0.5,3.0,8.0,11.0,7.0,3.0,1.0,2.0,1.0,29.0,27.2,9.0
57,58.0,2013-03-04,28-064,MIA,@,MIN,W (+16),1.0,34:53,9.0,16.0,0.563,1.0,4.0,0.25,1.0,1.0,1.0,1.0,9.0,10.0,4.0,3.0,2.0,7.0,3.0,20.0,14.8,10.0
58,59.0,2013-03-06,28-066,MIA,,ORL,W (+1),1.0,38:13,7.0,14.0,0.5,1.0,6.0,0.167,11.0,12.0,0.917,0.0,3.0,3.0,2.0,0.0,1.0,2.0,0.0,26.0,19.6,8.0
59,60.0,2013-03-08,28-068,MIA,,PHI,W (+9),1.0,34:14,10.0,17.0,0.588,2.0,3.0,0.667,3.0,5.0,0.6,3.0,7.0,10.0,5.0,1.0,2.0,3.0,2.0,25.0,22.6,19.0
60,61.0,2013-03-10,28-070,MIA,,IND,W (+14),1.0,36:21,5.0,10.0,0.5,0.0,0.0,,3.0,5.0,0.6,1.0,5.0,6.0,7.0,1.0,1.0,4.0,1.0,13.0,11.6,23.0
61,62.0,2013-03-12,28-072,MIA,,ATL,W (+17),1.0,30:07,3.0,11.0,0.273,0.0,2.0,0.0,9.0,12.0,0.75,3.0,4.0,7.0,7.0,2.0,0.0,4.0,1.0,15.0,13.1,21.0
62,63.0,2013-03-13,28-073,MIA,@,PHI,W (+4),1.0,37:14,8.0,19.0,0.421,1.0,4.0,0.25,10.0,12.0,0.833,2.0,5.0,7.0,8.0,2.0,1.0,4.0,1.0,27.0,22.9,7.0
63,64.0,2013-03-15,28-075,MIA,@,MIL,W (+13),1.0,38:14,12.0,24.0,0.5,0.0,2.0,0.0,4.0,5.0,0.8,1.0,9.0,10.0,7.0,0.0,1.0,2.0,1.0,28.0,22.2,5.0
64,65.0,2013-03-17,28-077,MIA,@,TOR,W (+17),1.0,33:50,6.0,12.0,0.5,2.0,6.0,0.333,8.0,11.0,0.727,1.0,11.0,12.0,8.0,2.0,0.0,3.0,1.0,22.0,23.0,10.0
65,66.0,2013-03-18,28-078,MIA,@,BOS,W (+2),1.0,42:15,16.0,29.0,0.552,1.0,4.0,0.25,4.0,6.0,0.667,1.0,6.0,7.0,12.0,2.0,2.0,5.0,3.0,37.0,30.4,13.0
66,67.0,2013-03-20,28-080,MIA,@,CLE,W (+3),1.0,42:19,8.0,22.0,0.364,3.0,7.0,0.429,6.0,8.0,0.75,7.0,5.0,12.0,10.0,3.0,2.0,4.0,1.0,25.0,25.4,1.0
67,68.0,2013-03-22,28-082,MIA,,DET,W (+14),1.0,39:53,12.0,15.0,0.8,1.0,1.0,1.0,4.0,6.0,0.667,1.0,7.0,8.0,8.0,2.0,1.0,3.0,1.0,29.0,30.2,14.0
68,69.0,2013-03-24,28-084,MIA,,CHA,W (+32),1.0,34:10,11.0,14.0,0.786,0.0,1.0,0.0,10.0,11.0,0.909,0.0,8.0,8.0,10.0,3.0,3.0,4.0,0.0,32.0,36.7,22.0
69,70.0,2013-03-25,28-085,MIA,@,ORL,W (+14),1.0,38:45,9.0,16.0,0.563,0.0,0.0,,6.0,10.0,0.6,1.0,8.0,9.0,11.0,1.0,0.0,3.0,2.0,24.0,22.8,25.0
70,71.0,2013-03-27,28-087,MIA,@,CHI,L (-4),1.0,39:56,11.0,17.0,0.647,2.0,5.0,0.4,8.0,11.0,0.727,0.0,7.0,7.0,3.0,2.0,4.0,4.0,1.0,32.0,27.9,2.0
71,72.0,2013-03-29,28-089,MIA,@,NOH,W (+19),1.0,32:13,13.0,20.0,0.65,7.0,10.0,0.7,3.0,5.0,0.6,0.0,4.0,4.0,6.0,2.0,0.0,3.0,0.0,36.0,30.8,19.0
72,73.0,2013-04-06,28-097,MIA,,PHI,W (+19),1.0,29:42,12.0,17.0,0.706,1.0,2.0,0.5,2.0,2.0,1.0,0.0,4.0,4.0,5.0,1.0,0.0,1.0,1.0,27.0,24.2,22.0
73,74.0,2013-04-09,28-100,MIA,,MIL,W (+11),1.0,30:04,11.0,16.0,0.688,0.0,1.0,0.0,6.0,6.0,1.0,1.0,6.0,7.0,7.0,2.0,1.0,3.0,0.0,28.0,28.3,21.0
74,75.0,2013-04-12,28-103,MIA,,BOS,W (+8),1.0,28:51,8.0,10.0,0.8,0.0,0.0,,4.0,4.0,1.0,1.0,5.0,6.0,9.0,0.0,0.0,1.0,1.0,20.0,23.3,6.0
75,76.0,2013-04-14,28-105,MIA,,CHI,W (+12),1.0,34:51,7.0,12.0,0.583,1.0,1.0,1.0,9.0,12.0,0.75,0.0,7.0,7.0,6.0,1.0,0.0,3.0,2.0,24.0,20.7,8.0
