G,Date,Age,Tm,game_location,Opp,game_result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
11.0,2010-11-17,25-322,MIA,,PHO,W (+27),1.0,23:03,9.0,15.0,0.6,0.0,2.0,0.0,2.0,3.0,0.667,3.0,5.0,8.0,9.0,3.0,0.0,3.0,5.0,20.0,20.6,24.0
12.0,2010-11-19,25-324,MIA,,CHA,W (+8),1.0,39:29,12.0,25.0,0.48,2.0,5.0,0.4,6.0,7.0,0.857,0.0,2.0,2.0,5.0,2.0,0.0,4.0,1.0,32.0,20.6,4.0
13.0,2010-11-20,25-325,MIA,@,MEM,L (-2),1.0,42:06,11.0,23.0,0.478,2.0,4.0,0.5,5.0,6.0,0.833,0.0,3.0,3.0,11.0,1.0,0.0,4.0,2.0,29.0,21.7,-1.0
14.0,2010-11-22,25-327,MIA,,IND,L (-16),1.0,41:34,6.0,14.0,0.429,2.0,8.0,0.25,11.0,15.0,0.733,0.0,5.0,5.0,6.0,1.0,0.0,6.0,3.0,25.0,15.5,-1.0
15.0,2010-11-24,25-329,MIA,@,ORL,L (-9),1.0,40:44,9.0,18.0,0.5,1.0,3.0,0.333,6.0,8.0,0.75,1.0,5.0,6.0,4.0,1.0,0.0,3.0,3.0,25.0,17.0,-15.0
16.0,2010-11-26,25-331,MIA,,PHI,W (+9),1.0,40:34,5.0,15.0,0.333,1.0,5.0,0.2,9.0,11.0,0.818,1.0,7.0,8.0,6.0,2.0,1.0,2.0,1.0,20.0,18.0,11.0
17.0,2010-11-27,25-332,MIA,@,DAL,L (-11),1.0,36:04,5.0,19.0,0.263,0.0,4.0,0.0,13.0,15.0,0.867,2.0,6.0,8.0,4.0,1.0,0.0,5.0,3.0,23.0,11.7,-14.0
18.0,2010-11-29,25-334,MIA,,WAS,W (+11),1.0,38:11,10.0,18.0,0.556,1.0,1.0,1.0,9.0,11.0,0.818,1.0,5.0,6.0,5.0,1.0,1.0,7.0,3.0,30.0,19.8,3.0
19.0,2010-12-01,25-336,MIA,,DET,W (+25),1.0,31:14,8.0,15.0,0.533,1.0,1.0,1.0,1.0,2.0,0.5,2.0,4.0,6.0,3.0,1.0,0.0,4.0,0.0,18.0,12.0,17.0
20.0,2010-12-02,25-337,MIA,@,CLE,W (+28),1.0,30:02,15.0,25.0,0.6,2.0,7.0,0.286,6.0,9.0,0.667,0.0,5.0,5.0,8.0,1.0,1.0,0.0,1.0,38.0,33.7,26.0
21.0,2010-12-04,25-339,MIA,,ATL,W (+12),1.0,37:19,5.0,11.0,0.455,1.0,1.0,1.0,11.0,13.0,0.846,0.0,7.0,7.0,4.0,1.0,1.0,2.0,1.0,22.0,19.7,7.0
22.0,2010-12-06,25-341,MIA,@,MIL,W (+10),1.0,38:41,7.0,16.0,0.438,1.0,3.0,0.333,2.0,4.0,0.5,0.0,6.0,6.0,6.0,1.0,1.0,1.0,5.0,17.0,12.5,17.0
23.0,2010-12-08,25-343,MIA,@,UTA,W (+13),1.0,39:26,12.0,20.0,0.6,3.0,5.0,0.6,6.0,7.0,0.857,1.0,6.0,7.0,9.0,0.0,0.0,2.0,4.0,33.0,28.6,0.0
24.0,2010-12-10,25-345,MIA,@,GSW,W (+22),1.0,30:43,10.0,18.0,0.556,3.0,4.0,0.75,2.0,3.0,0.667,0.0,7.0,7.0,9.0,1.0,1.0,4.0,1.0,25.0,21.7,22.0
25.0,2010-12-11,25-346,MIA,@,SAC,W (+21),1.0,35:11,10.0,19.0,0.526,2.0,3.0,0.667,3.0,5.0,0.6,1.0,9.0,10.0,3.0,2.0,0.0,3.0,1.0,25.0,19.0,15.0
26.0,2010-12-13,25-348,MIA,,NOH,W (+12),1.0,40:18,6.0,16.0,0.375,0.0,3.0,0.0,8.0,10.0,0.8,1.0,3.0,4.0,7.0,0.0,0.0,5.0,2.0,20.0,11.1,11.0
27.0,2010-12-15,25-350,MIA,,CLE,W (+6),1.0,38:31,5.0,15.0,0.333,0.0,4.0,0.0,11.0,18.0,0.611,2.0,11.0,13.0,5.0,1.0,0.0,4.0,1.0,21.0,14.5,0.0
28.0,2010-12-17,25-352,MIA,@,NYK,W (+22),1.0,38:13,14.0,23.0,0.609,3.0,6.0,0.5,1.0,3.0,0.333,1.0,10.0,11.0,10.0,1.0,0.0,5.0,1.0,32.0,27.0,31.0
29.0,2010-12-18,25-353,MIA,@,WAS,W (+1),1.0,40:31,9.0,19.0,0.474,3.0,7.0,0.429,11.0,12.0,0.917,1.0,6.0,7.0,6.0,1.0,0.0,4.0,3.0,32.0,24.4,6.0
30.0,2010-12-20,25-355,MIA,,DAL,L (-2),1.0,36:05,6.0,17.0,0.353,2.0,4.0,0.5,5.0,7.0,0.714,3.0,7.0,10.0,7.0,0.0,0.0,5.0,4.0,19.0,11.2,-20.0
31.0,2010-12-23,25-358,MIA,@,PHO,W (+12),1.0,37:23,13.0,22.0,0.591,2.0,5.0,0.4,8.0,8.0,1.0,1.0,5.0,6.0,4.0,3.0,0.0,5.0,5.0,36.0,26.8,4.0
32.0,2010-12-25,25-360,MIA,@,LAL,W (+16),1.0,38:11,8.0,14.0,0.571,5.0,6.0,0.833,6.0,6.0,1.0,1.0,10.0,11.0,10.0,4.0,0.0,1.0,2.0,27.0,33.3,15.0
33.0,2010-12-28,25-363,MIA,,NYK,W (+8),1.0,40:25,8.0,17.0,0.471,1.0,2.0,0.5,1.0,3.0,0.333,0.0,10.0,10.0,8.0,0.0,0.0,3.0,3.0,18.0,12.9,17.0
34.0,2010-12-29,25-364,MIA,@,HOU,W (+6),1.0,39:09,8.0,15.0,0.533,0.0,4.0,0.0,4.0,4.0,1.0,0.0,6.0,6.0,9.0,1.0,0.0,3.0,3.0,20.0,17.6,16.0
35.0,2011-01-01,26-002,MIA,,GSW,W (+7),1.0,41:31,7.0,15.0,0.467,0.0,3.0,0.0,11.0,17.0,0.647,2.0,5.0,7.0,10.0,1.0,1.0,3.0,1.0,25.0,23.1,6.0
36.0,2011-01-03,26-004,MIA,@,CHA,W (+14),1.0,36:34,15.0,26.0,0.577,2.0,4.0,0.5,6.0,6.0,1.0,0.0,9.0,9.0,5.0,1.0,0.0,3.0,3.0,38.0,28.8,20.0
37.0,2011-01-04,26-005,MIA,,MIL,W (+12),1.0,36:35,8.0,15.0,0.533,0.0,0.0,,9.0,11.0,0.818,1.0,5.0,6.0,9.0,0.0,2.0,2.0,2.0,25.0,24.0,10.0
38.0,2011-01-07,26-008,MIA,@,MIL,W (+6),1.0,45:16,8.0,23.0,0.348,1.0,4.0,0.25,9.0,11.0,0.818,1.0,9.0,10.0,5.0,6.0,1.0,5.0,2.0,26.0,20.1,7.0
39.0,2011-01-09,26-010,MIA,@,POR,W (+7),1.0,46:11,17.0,26.0,0.654,3.0,5.0,0.6,7.0,10.0,0.7,3.0,10.0,13.0,6.0,2.0,0.0,6.0,4.0,44.0,35.1,5.0
40.0,2011-01-12,26-013,MIA,@,LAC,L (-6),1.0,39:44,11.0,24.0,0.458,3.0,6.0,0.5,2.0,5.0,0.4,2.0,6.0,8.0,6.0,0.0,0.0,3.0,1.0,27.0,17.4,-3.0
41.0,2011-01-18,26-019,MIA,,ATL,L (-4),1.0,44:17,11.0,30.0,0.367,2.0,10.0,0.2,10.0,11.0,0.909,2.0,8.0,10.0,7.0,2.0,0.0,6.0,3.0,34.0,20.5,-5.0
42.0,2011-01-22,26-023,MIA,,TOR,W (+17),1.0,38:00,14.0,29.0,0.483,1.0,3.0,0.333,9.0,14.0,0.643,1.0,10.0,11.0,6.0,2.0,1.0,1.0,2.0,38.0,30.1,13.0
43.0,2011-01-27,26-028,MIA,@,NYK,L (-5),1.0,42:32,7.0,24.0,0.292,0.0,2.0,0.0,10.0,12.0,0.833,2.0,9.0,11.0,5.0,2.0,2.0,4.0,3.0,24.0,15.0,5.0
44.0,2011-01-28,26-029,MIA,,DET,W (+1),1.0,44:19,15.0,25.0,0.6,2.0,4.0,0.5,7.0,10.0,0.7,0.0,8.0,8.0,9.0,1.0,2.0,3.0,1.0,39.0,34.0,4.0
45.0,2011-01-30,26-031,MIA,@,OKC,W (+5),1.0,40:13,7.0,14.0,0.5,2.0,5.0,0.4,7.0,11.0,0.636,0.0,4.0,4.0,13.0,4.0,3.0,4.0,3.0,23.0,25.6,6.0
46.0,2011-01-31,26-032,MIA,,CLE,W (+27),1.0,31:22,7.0,14.0,0.5,0.0,0.0,,10.0,11.0,0.909,1.0,3.0,4.0,8.0,0.0,2.0,2.0,1.0,24.0,22.8,20.0
47.0,2011-02-03,26-035,MIA,@,ORL,W (+4),1.0,42:39,17.0,25.0,0.68,3.0,5.0,0.6,14.0,17.0,0.824,2.0,9.0,11.0,8.0,1.0,1.0,3.0,2.0,51.0,46.7,2.0
48.0,2011-02-04,26-036,MIA,@,CHA,W (+12),1.0,36:39,7.0,13.0,0.538,0.0,3.0,0.0,5.0,6.0,0.833,1.0,7.0,8.0,9.0,0.0,0.0,3.0,3.0,19.0,17.2,10.0
49.0,2011-02-06,26-038,MIA,,LAC,W (+18),1.0,35:37,6.0,15.0,0.4,0.0,2.0,0.0,0.0,2.0,0.0,1.0,5.0,6.0,4.0,4.0,0.0,6.0,2.0,12.0,5.3,15.0
50.0,2011-02-08,26-040,MIA,,IND,W (+5),1.0,41:44,15.0,23.0,0.652,2.0,5.0,0.4,9.0,13.0,0.692,3.0,10.0,13.0,8.0,3.0,1.0,4.0,1.0,41.0,39.3,18.0
51.0,2011-02-11,26-043,MIA,@,DET,W (+14),1.0,34:43,7.0,17.0,0.412,0.0,2.0,0.0,2.0,3.0,0.667,0.0,8.0,8.0,10.0,4.0,0.0,3.0,0.0,16.0,16.9,15.0
52.0,2011-02-13,26-045,MIA,@,BOS,L (-3),1.0,43:28,10.0,21.0,0.476,0.0,2.0,0.0,2.0,3.0,0.667,1.0,6.0,7.0,7.0,1.0,0.0,4.0,2.0,22.0,14.5,1.0
53.0,2011-02-15,26-047,MIA,@,IND,W (+7),1.0,40:55,11.0,20.0,0.55,1.0,3.0,0.333,4.0,6.0,0.667,1.0,5.0,6.0,5.0,2.0,2.0,5.0,1.0,27.0,20.3,9.0
54.0,2011-02-16,26-048,MIA,@,TOR,W (+8),1.0,37:38,8.0,18.0,0.444,0.0,2.0,0.0,7.0,10.0,0.7,3.0,10.0,13.0,8.0,0.0,0.0,5.0,1.0,23.0,17.7,6.0
55.0,2011-02-22,26-054,MIA,,SAC,W (+20),1.0,30:24,14.0,26.0,0.538,3.0,6.0,0.5,0.0,3.0,0.0,2.0,6.0,8.0,3.0,0.0,0.0,3.0,4.0,31.0,17.9,18.0
56.0,2011-02-24,26-056,MIA,@,CHI,L (-4),1.0,41:26,12.0,21.0,0.571,0.0,4.0,0.0,5.0,6.0,0.833,0.0,10.0,10.0,5.0,2.0,1.0,2.0,1.0,29.0,25.5,3.0
57.0,2011-02-25,26-057,MIA,,WAS,W (+8),1.0,42:46,5.0,11.0,0.455,0.0,1.0,0.0,15.0,19.0,0.789,1.0,8.0,9.0,7.0,1.0,3.0,1.0,2.0,25.0,27.0,-4.0
58.0,2011-02-27,26-059,MIA,,NYK,L (-5),1.0,39:08,10.0,20.0,0.5,1.0,5.0,0.2,6.0,8.0,0.75,0.0,7.0,7.0,5.0,3.0,1.0,5.0,2.0,27.0,19.7,-3.0
59.0,2011-03-03,26-063,MIA,,ORL,L (-3),1.0,39:56,11.0,16.0,0.688,0.0,2.0,0.0,7.0,7.0,1.0,2.0,4.0,6.0,4.0,0.0,2.0,2.0,2.0,29.0,26.2,0.0
60.0,2011-03-04,26-064,MIA,@,SAS,L (-30),1.0,36:08,11.0,19.0,0.579,1.0,3.0,0.333,3.0,7.0,0.429,3.0,5.0,8.0,7.0,1.0,0.0,4.0,2.0,26.0,20.2,-16.0
61.0,2011-03-06,26-066,MIA,,CHI,L (-1),1.0,41:50,10.0,18.0,0.556,1.0,2.0,0.5,5.0,6.0,0.833,3.0,5.0,8.0,6.0,2.0,0.0,2.0,2.0,26.0,24.0,-4.0
62.0,2011-03-08,26-068,MIA,,POR,L (-9),1.0,45:32,14.0,20.0,0.7,2.0,4.0,0.5,1.0,4.0,0.25,1.0,10.0,11.0,8.0,1.0,0.0,4.0,3.0,31.0,26.5,-2.0
63.0,2011-03-10,26-070,MIA,,LAL,W (+6),1.0,42:16,7.0,17.0,0.412,0.0,3.0,0.0,5.0,7.0,0.714,1.0,7.0,8.0,9.0,1.0,0.0,1.0,1.0,19.0,17.8,8.0
64.0,2011-03-12,26-072,MIA,,MEM,W (+33),1.0,31:55,10.0,16.0,0.625,2.0,4.0,0.5,5.0,6.0,0.833,1.0,4.0,5.0,5.0,1.0,2.0,3.0,1.0,27.0,23.8,17.0
65.0,2011-03-14,26-074,MIA,,SAS,W (+30),1.0,41:31,8.0,19.0,0.421,0.0,1.0,0.0,5.0,5.0,1.0,0.0,6.0,6.0,8.0,0.0,2.0,2.0,3.0,21.0,16.5,22.0
66.0,2011-03-16,26-076,MIA,,OKC,L (-11),1.0,39:30,8.0,21.0,0.381,0.0,3.0,0.0,3.0,3.0,1.0,0.0,8.0,8.0,3.0,1.0,1.0,1.0,0.0,19.0,12.7,-6.0
67.0,2011-03-18,26-078,MIA,@,ATL,W (+21),1.0,30:54,16.0,21.0,0.762,5.0,7.0,0.714,6.0,7.0,0.857,0.0,2.0,2.0,3.0,0.0,0.0,4.0,2.0,43.0,32.2,23.0
68.0,2011-03-19,26-079,MIA,,DEN,W (+5),1.0,40:40,15.0,25.0,0.6,1.0,4.0,0.25,2.0,2.0,1.0,0.0,6.0,6.0,2.0,2.0,0.0,5.0,3.0,33.0,20.5,16.0
69.0,2011-03-23,26-083,MIA,@,DET,W (+6),1.0,42:05,8.0,16.0,0.5,0.0,3.0,0.0,3.0,4.0,0.75,3.0,5.0,8.0,7.0,0.0,0.0,3.0,3.0,19.0,14.9,6.0
70.0,2011-03-25,26-085,MIA,,PHI,W (+12),1.0,41:01,11.0,17.0,0.647,1.0,4.0,0.25,9.0,9.0,1.0,2.0,8.0,10.0,2.0,3.0,1.0,4.0,3.0,32.0,28.2,17.0
71.0,2011-03-27,26-087,MIA,,HOU,W (+6),1.0,40:27,13.0,21.0,0.619,0.0,1.0,0.0,7.0,9.0,0.778,1.0,9.0,10.0,7.0,0.0,0.0,2.0,1.0,33.0,28.6,5.0
72.0,2011-03-29,26-089,MIA,@,CLE,L (-12),1.0,43:17,10.0,21.0,0.476,1.0,5.0,0.2,6.0,10.0,0.6,0.0,10.0,10.0,12.0,0.0,0.0,3.0,3.0,27.0,21.9,-9.0
73.0,2011-03-30,26-090,MIA,@,WAS,W (+16),1.0,43:49,12.0,16.0,0.75,1.0,3.0,0.333,10.0,13.0,0.769,1.0,7.0,8.0,8.0,5.0,0.0,5.0,3.0,35.0,34.6,20.0
74.0,2011-04-01,26-092,MIA,@,MIN,W (+19),1.0,42:53,11.0,20.0,0.55,0.0,1.0,0.0,5.0,7.0,0.714,2.0,4.0,6.0,10.0,3.0,1.0,3.0,2.0,27.0,26.1,15.0
75.0,2011-04-03,26-094,MIA,@,NJN,W (+14),1.0,38:55,13.0,18.0,0.722,0.0,2.0,0.0,5.0,8.0,0.625,2.0,9.0,11.0,7.0,3.0,0.0,7.0,2.0,31.0,26.6,13.0
76.0,2011-04-06,26-097,MIA,,MIL,L (-5),1.0,39:25,10.0,22.0,0.455,3.0,7.0,0.429,6.0,8.0,0.75,1.0,1.0,2.0,8.0,2.0,2.0,4.0,2.0,29.0,22.0,-10.0
77.0,2011-04-08,26-099,MIA,,CHA,W (+9),1.0,37:23,9.0,16.0,0.563,0.0,1.0,0.0,5.0,6.0,0.833,1.0,6.0,7.0,9.0,2.0,1.0,1.0,2.0,23.0,24.7,12.0
78.0,2011-04-10,26-101,MIA,,BOS,W (+23),1.0,37:11,11.0,19.0,0.579,0.0,2.0,0.0,5.0,9.0,0.556,0.0,5.0,5.0,7.0,4.0,1.0,4.0,1.0,27.0,23.2,24.0
79.0,2011-04-11,26-102,MIA,@,ATL,W (+8),1.0,42:39,10.0,21.0,0.476,2.0,4.0,0.5,12.0,14.0,0.857,1.0,9.0,10.0,7.0,3.0,0.0,7.0,1.0,34.0,26.4,7.0
