,G,Date,Age,Tm,game_location,Opp,game_result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
21,22.0,2009-12-09,24-344,CLE,@,HOU,L (-10),1.0,39:40,8.0,21.0,0.381,2.0,4.0,0.5,9.0,10.0,0.9,1.0,5.0,6.0,7.0,1.0,1.0,5.0,2.0,27.0,18.1,-13.0
22,23.0,2009-12-11,24-346,CLE,,POR,W (+5),1.0,37:36,14.0,24.0,0.583,1.0,2.0,0.5,4.0,6.0,0.667,1.0,6.0,7.0,7.0,1.0,2.0,4.0,1.0,33.0,26.4,8.0
23,24.0,2009-12-13,24-348,CLE,@,OKC,W (+13),1.0,38:35,16.0,29.0,0.552,5.0,8.0,0.625,7.0,10.0,0.7,0.0,7.0,7.0,6.0,4.0,1.0,1.0,1.0,44.0,38.5,13.0
24,25.0,2009-12-15,24-350,CLE,,NJN,W (+10),1.0,40:28,9.0,19.0,0.474,1.0,5.0,0.2,4.0,6.0,0.667,1.0,5.0,6.0,7.0,2.0,0.0,6.0,3.0,23.0,14.4,7.0
25,26.0,2009-12-16,24-351,CLE,@,PHI,W (+7),1.0,40:17,12.0,26.0,0.462,3.0,6.0,0.5,9.0,11.0,0.818,1.0,5.0,6.0,7.0,3.0,1.0,3.0,2.0,36.0,28.8,10.0
26,27.0,2009-12-18,24-353,CLE,,MIL,W (+3),1.0,38:22,6.0,13.0,0.462,2.0,4.0,0.5,12.0,14.0,0.857,1.0,9.0,10.0,8.0,0.0,3.0,6.0,1.0,26.0,23.2,3.0
27,28.0,2009-12-20,24-355,CLE,@,DAL,L (-7),1.0,43:05,9.0,23.0,0.391,2.0,6.0,0.333,5.0,7.0,0.714,0.0,3.0,3.0,6.0,2.0,2.0,2.0,3.0,25.0,17.0,-5.0
28,29.0,2009-12-21,24-356,CLE,@,PHO,W (+18),1.0,38:26,11.0,21.0,0.524,1.0,3.0,0.333,6.0,6.0,1.0,1.0,5.0,6.0,4.0,2.0,0.0,3.0,3.0,29.0,21.5,26.0
29,30.0,2009-12-23,24-358,CLE,@,SAC,W (+13),1.0,43:41,14.0,30.0,0.467,1.0,4.0,0.25,5.0,7.0,0.714,4.0,12.0,16.0,10.0,0.0,0.0,2.0,1.0,34.0,28.8,26.0
30,31.0,2009-12-25,24-360,CLE,@,LAL,W (+15),1.0,40:44,9.0,19.0,0.474,2.0,7.0,0.286,6.0,11.0,0.545,0.0,4.0,4.0,9.0,2.0,1.0,7.0,3.0,26.0,16.3,8.0
31,32.0,2009-12-27,24-362,CLE,,HOU,W (+25),1.0,29:26,12.0,20.0,0.6,2.0,5.0,0.4,3.0,4.0,0.75,2.0,3.0,5.0,6.0,3.0,1.0,1.0,0.0,29.0,28.6,16.0
32,33.0,2009-12-29,24-364,CLE,@,ATL,W (+11),1.0,39:36,6.0,20.0,0.3,0.0,5.0,0.0,2.0,3.0,0.667,1.0,7.0,8.0,10.0,5.0,1.0,4.0,2.0,14.0,12.7,6.0
33,34.0,2009-12-30,25-000,CLE,,ATL,W (+5),1.0,43:12,15.0,23.0,0.652,4.0,6.0,0.667,14.0,16.0,0.875,3.0,7.0,10.0,6.0,2.0,2.0,3.0,3.0,48.0,44.7,7.0
34,35.0,2010-01-02,25-003,CLE,@,NJN,W (+8),1.0,36:27,7.0,16.0,0.438,1.0,4.0,0.25,13.0,15.0,0.867,1.0,8.0,9.0,7.0,1.0,2.0,1.0,0.0,28.0,28.2,10.0
35,36.0,2010-01-03,25-004,CLE,,CHA,L (-3),1.0,42:51,13.0,21.0,0.619,2.0,6.0,0.333,1.0,2.0,0.5,0.0,7.0,7.0,6.0,1.0,1.0,1.0,3.0,29.0,24.9,-2.0
36,37.0,2010-01-06,25-007,CLE,,WAS,W (+23),1.0,30:50,7.0,12.0,0.583,1.0,4.0,0.25,8.0,11.0,0.727,2.0,5.0,7.0,8.0,1.0,2.0,1.0,0.0,23.0,26.1,16.0
37,38.0,2010-01-08,25-009,CLE,@,DEN,L (-2),1.0,41:18,12.0,28.0,0.429,2.0,8.0,0.25,9.0,13.0,0.692,2.0,4.0,6.0,7.0,1.0,0.0,8.0,1.0,35.0,18.7,6.0
38,39.0,2010-01-10,25-011,CLE,@,POR,W (+12),1.0,45:16,13.0,19.0,0.684,3.0,4.0,0.75,12.0,14.0,0.857,0.0,10.0,10.0,8.0,0.0,1.0,3.0,1.0,41.0,38.0,16.0
39,40.0,2010-01-11,25-012,CLE,@,GSW,W (+3),1.0,41:37,12.0,23.0,0.522,1.0,4.0,0.25,12.0,14.0,0.857,1.0,7.0,8.0,11.0,2.0,4.0,2.0,1.0,37.0,37.8,12.0
40,41.0,2010-01-14,25-015,CLE,@,UTA,L (-1),1.0,40:25,12.0,20.0,0.6,4.0,6.0,0.667,8.0,12.0,0.667,1.0,8.0,9.0,6.0,5.0,1.0,5.0,1.0,36.0,32.8,7.0
41,42.0,2010-01-16,25-017,CLE,@,LAC,W (+1),1.0,38:54,12.0,20.0,0.6,3.0,6.0,0.5,5.0,7.0,0.714,2.0,2.0,4.0,4.0,2.0,1.0,5.0,3.0,32.0,23.3,-1.0
42,43.0,2010-01-19,25-020,CLE,,TOR,W (+8),1.0,41:01,8.0,18.0,0.444,0.0,7.0,0.0,12.0,14.0,0.857,0.0,9.0,9.0,11.0,3.0,3.0,3.0,1.0,28.0,29.9,12.0
43,44.0,2010-01-21,25-022,CLE,,LAL,W (+6),1.0,40:24,13.0,25.0,0.52,1.0,9.0,0.111,10.0,13.0,0.769,0.0,5.0,5.0,9.0,2.0,1.0,4.0,3.0,37.0,28.8,5.0
44,45.0,2010-01-23,25-024,CLE,,OKC,W (+1),1.0,42:38,9.0,19.0,0.474,6.0,10.0,0.6,13.0,19.0,0.684,0.0,9.0,9.0,12.0,1.0,1.0,6.0,2.0,37.0,30.9,-1.0
45,46.0,2010-01-25,25-026,CLE,@,MIA,W (+1),1.0,38:31,9.0,23.0,0.391,2.0,9.0,0.222,12.0,17.0,0.706,0.0,9.0,9.0,4.0,1.0,0.0,4.0,3.0,32.0,18.8,1.0
46,47.0,2010-01-27,25-028,CLE,,MIN,W (+14),1.0,30:33,3.0,8.0,0.375,1.0,3.0,0.333,5.0,6.0,0.833,0.0,6.0,6.0,11.0,1.0,1.0,3.0,1.0,12.0,15.0,16.0
47,48.0,2010-01-29,25-030,CLE,@,IND,W (+21),1.0,35:39,6.0,18.0,0.333,0.0,4.0,0.0,10.0,17.0,0.588,0.0,9.0,9.0,13.0,2.0,4.0,5.0,2.0,22.0,19.8,22.0
48,49.0,2010-01-31,25-032,CLE,,LAC,W (+25),1.0,39:55,10.0,20.0,0.5,5.0,6.0,0.833,7.0,8.0,0.875,1.0,2.0,3.0,11.0,1.0,0.0,1.0,1.0,32.0,30.2,15.0
49,50.0,2010-02-02,25-034,CLE,,MEM,W (+16),1.0,37:07,7.0,14.0,0.5,1.0,4.0,0.25,7.0,7.0,1.0,1.0,5.0,6.0,15.0,1.0,1.0,4.0,2.0,22.0,24.6,19.0
50,51.0,2010-02-04,25-036,CLE,,MIA,W (+16),1.0,40:06,9.0,16.0,0.563,1.0,4.0,0.25,17.0,21.0,0.81,2.0,5.0,7.0,8.0,2.0,0.0,4.0,1.0,36.0,32.9,20.0
51,52.0,2010-02-06,25-038,CLE,,NYK,W (+7),1.0,43:51,17.0,31.0,0.548,6.0,12.0,0.5,7.0,7.0,1.0,1.0,7.0,8.0,8.0,5.0,0.0,5.0,2.0,47.0,39.7,4.0
52,53.0,2010-02-09,25-041,CLE,,NJN,W (+7),1.0,42:21,13.0,21.0,0.619,1.0,4.0,0.25,5.0,9.0,0.556,0.0,3.0,3.0,11.0,1.0,0.0,3.0,0.0,32.0,27.5,-2.0
53,54.0,2010-02-11,25-043,CLE,,ORL,W (+9),1.0,45:05,10.0,21.0,0.476,2.0,6.0,0.333,10.0,12.0,0.833,1.0,7.0,8.0,13.0,2.0,0.0,3.0,2.0,32.0,30.6,16.0
54,55.0,2010-02-18,25-050,CLE,,DEN,L (-2),1.0,47:00,15.0,33.0,0.455,1.0,9.0,0.111,12.0,17.0,0.706,1.0,12.0,13.0,15.0,2.0,4.0,3.0,1.0,43.0,40.1,-5.0
55,56.0,2010-02-19,25-051,CLE,@,CHA,L (-17),1.0,35:30,6.0,14.0,0.429,2.0,6.0,0.333,8.0,10.0,0.8,1.0,2.0,3.0,9.0,4.0,0.0,2.0,2.0,22.0,22.6,-2.0
56,57.0,2010-02-21,25-053,CLE,@,ORL,L (-6),1.0,39:23,12.0,25.0,0.48,1.0,6.0,0.167,8.0,12.0,0.667,0.0,9.0,9.0,6.0,2.0,1.0,5.0,0.0,33.0,23.3,-9.0
57,58.0,2010-02-23,25-055,CLE,,NOH,W (+10),1.0,44:07,7.0,16.0,0.438,2.0,6.0,0.333,4.0,4.0,1.0,1.0,4.0,5.0,13.0,2.0,0.0,0.0,0.0,20.0,24.6,17.0
58,59.0,2010-02-25,25-057,CLE,@,BOS,W (+20),1.0,35:57,11.0,23.0,0.478,3.0,6.0,0.5,11.0,15.0,0.733,1.0,6.0,7.0,9.0,0.0,0.0,2.0,2.0,36.0,28.7,9.0
59,60.0,2010-02-26,25-058,CLE,@,TOR,W (+8),1.0,44:24,10.0,17.0,0.588,1.0,4.0,0.25,15.0,16.0,0.938,0.0,6.0,6.0,9.0,2.0,0.0,1.0,2.0,36.0,36.0,8.0
60,61.0,2010-03-01,25-061,CLE,,NYK,W (+31),1.0,31:14,9.0,17.0,0.529,1.0,4.0,0.25,3.0,5.0,0.6,0.0,7.0,7.0,7.0,2.0,2.0,3.0,0.0,22.0,20.3,39.0
61,62.0,2010-03-03,25-063,CLE,@,NJN,W (+19),1.0,40:41,10.0,18.0,0.556,0.0,4.0,0.0,6.0,7.0,0.857,2.0,5.0,7.0,14.0,3.0,1.0,3.0,1.0,26.0,30.0,18.0
62,63.0,2010-03-05,25-065,CLE,,DET,W (+7),1.0,41:52,16.0,27.0,0.593,3.0,7.0,0.429,5.0,6.0,0.833,2.0,11.0,13.0,6.0,3.0,2.0,4.0,1.0,40.0,36.0,12.0
63,64.0,2010-03-12,25-072,CLE,@,PHI,W (+5),1.0,42:06,7.0,18.0,0.389,3.0,10.0,0.3,6.0,12.0,0.5,0.0,6.0,6.0,10.0,1.0,3.0,1.0,2.0,23.0,20.9,2.0
64,65.0,2010-03-14,25-074,CLE,,BOS,W (+11),1.0,38:52,9.0,21.0,0.429,1.0,3.0,0.333,11.0,16.0,0.688,3.0,5.0,8.0,7.0,2.0,3.0,2.0,2.0,30.0,26.7,3.0
65,66.0,2010-03-16,25-076,CLE,@,DET,W (+12),1.0,43:07,10.0,22.0,0.455,1.0,3.0,0.333,8.0,11.0,0.727,2.0,10.0,12.0,12.0,1.0,1.0,4.0,0.0,29.0,26.9,13.0
66,67.0,2010-03-17,25-077,CLE,,IND,W (+5),1.0,38:43,11.0,24.0,0.458,2.0,4.0,0.5,8.0,10.0,0.8,1.0,8.0,9.0,9.0,3.0,2.0,6.0,2.0,32.0,25.8,14.0
67,68.0,2010-03-19,25-079,CLE,@,CHI,W (+7),1.0,37:31,9.0,21.0,0.429,0.0,3.0,0.0,11.0,12.0,0.917,1.0,10.0,11.0,7.0,2.0,2.0,5.0,1.0,29.0,24.1,5.0
68,69.0,2010-03-21,25-081,CLE,,DET,W (+25),1.0,30:48,5.0,9.0,0.556,2.0,3.0,0.667,3.0,3.0,1.0,0.0,3.0,3.0,7.0,0.0,1.0,0.0,0.0,15.0,17.2,17.0
69,70.0,2010-03-24,25-084,CLE,@,NOH,W (+13),1.0,40:45,15.0,22.0,0.682,1.0,5.0,0.2,7.0,8.0,0.875,2.0,4.0,6.0,9.0,1.0,0.0,3.0,2.0,38.0,34.3,9.0
70,71.0,2010-03-26,25-086,CLE,@,SAS,L (-5),1.0,39:18,11.0,21.0,0.524,1.0,6.0,0.167,4.0,7.0,0.571,0.0,5.0,5.0,10.0,2.0,0.0,5.0,2.0,27.0,20.2,-5.0
71,72.0,2010-03-28,25-088,CLE,,SAC,W (+7),1.0,39:05,13.0,22.0,0.591,3.0,6.0,0.5,5.0,6.0,0.833,1.0,6.0,7.0,8.0,3.0,0.0,3.0,2.0,34.0,30.7,8.0
72,73.0,2010-03-31,25-091,CLE,,MIL,W (+3),1.0,39:05,7.0,17.0,0.412,0.0,1.0,0.0,9.0,13.0,0.692,1.0,8.0,9.0,7.0,1.0,1.0,4.0,2.0,23.0,17.2,10.0
73,74.0,2010-04-02,25-093,CLE,,ATL,W (+5),1.0,38:22,11.0,20.0,0.55,1.0,3.0,0.333,4.0,7.0,0.571,0.0,13.0,13.0,6.0,2.0,0.0,2.0,1.0,27.0,23.9,11.0
74,75.0,2010-04-04,25-095,CLE,@,BOS,L (-4),1.0,44:32,14.0,31.0,0.452,0.0,9.0,0.0,14.0,22.0,0.636,1.0,6.0,7.0,9.0,1.0,1.0,3.0,0.0,42.0,30.2,-1.0
75,76.0,2010-04-06,25-097,CLE,,TOR,W (+12),1.0,35:34,5.0,13.0,0.385,0.0,2.0,0.0,9.0,10.0,0.9,0.0,6.0,6.0,13.0,0.0,1.0,4.0,1.0,19.0,18.7,19.0
