G,Date,Age,Tm,game_location,Opp,game_result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,FTR,hAST%,TOV%,AST-TOV,DREB%,OREB%,POSS,Year_Number,GmSc-Per-PTS,GmSc-Per-FT,FTR-Per-FGA,PTS-Per-TOV,PTS-Per-POSS,game_result-Per-PTS,PER,PER-Per-PTS,STLS-and-BLKS,STL-BLK-Per-PF,Won,High-3P%-Shooting,High-FG%-Shooting,Over-3-BLKs-and-STLs,Played-Above-Avg-Min,Above-Avg-FT%,Career-Stage,Above-Avg-PTS-Per-POSS,More-BLKs-Than-STLs,More-AST-Than-TOV,PTS-Cat,2P,2PA,2P%,2P%-Above-50%,More than 3 Fouls,FTR-Above-Avg,Less-Than-3-TOV
52,2010-02-06,25,CLE,1,NYK,7,1.0,43,17.0,31.0,0.5479999999999999,6.0,12.0,0.5,7.0,7.0,1.0,1.0,7.0,8.0,8.0,5.0,0.0,5.0,2.0,47.0,39.7,4.0,0.6846321922796795,0.22580645161290322,0.16904384574749073,0.10565240359218171,1.6,0.875,0.125,38.08,8,0.8446808510638298,5.671428571428572,0.0072840790842872,9.4,1.2342436974789917,0.14893617021276595,45.01102325581396,0.9576813458683822,5.0,1.0,True,True,True,True,True,True,rising,True,False,True,above 35,11.0,19.0,0.5789473684210527,True,False,False,False
53,2010-02-09,25,CLE,1,NJN,7,1.0,42,13.0,21.0,0.619,1.0,4.0,0.25,5.0,9.0,0.556,0.0,3.0,3.0,11.0,1.0,0.0,3.0,0.0,32.0,27.5,-2.0,0.6330365974282889,0.23809523809523808,0.2800763844684914,0.07638446849140675,3.6666666666666665,1.0,0.0,27.96,8,0.859375,5.5,0.011337868480725623,10.666666666666666,1.144492131616595,0.21875,31.588142857142856,0.9871294642857142,1.0,0.3333333333333333,True,False,True,False,True,False,rising,True,False,True,below 35,12.0,17.0,0.7058823529411765,True,False,False,False
54,2010-02-11,25,CLE,1,ORL,9,1.0,45,10.0,21.0,0.47600000000000003,2.0,6.0,0.33299999999999996,10.0,12.0,0.833,1.0,7.0,8.0,13.0,2.0,0.0,3.0,2.0,32.0,30.6,16.0,0.599250936329588,0.47619047619047616,0.3044496487119438,0.0702576112412178,4.333333333333333,0.875,0.125,28.28,8,0.95625,3.06,0.022675736961451247,10.666666666666666,1.1315417256011315,0.28125,32.544155555555555,1.017004861111111,2.0,0.6666666666666666,True,False,False,False,True,True,rising,True,False,True,below 35,8.0,15.0,0.5333333333333333,True,False,True,False
55,2010-02-18,25,CLE,1,DEN,-2,1.0,47,15.0,33.0,0.455,1.0,9.0,0.111,12.0,17.0,0.706,1.0,12.0,13.0,15.0,2.0,4.0,3.0,1.0,43.0,40.1,-5.0,0.5234327449786975,0.36363636363636365,0.25391451544646637,0.05078290308929327,5.0,0.9230769230769231,0.07692307692307693,42.480000000000004,8,0.9325581395348838,3.341666666666667,0.011019283746556474,14.333333333333334,1.0122410546139358,-0.046511627906976744,40.81255319148936,0.9491291439881245,6.0,2.0,False,False,False,True,True,False,rising,False,True,True,above 35,14.0,24.0,0.5833333333333334,True,False,True,False
56,2010-02-19,25,CLE,0,CHA,-17,1.0,35,6.0,14.0,0.429,2.0,6.0,0.33299999999999996,8.0,10.0,0.8,1.0,2.0,3.0,9.0,4.0,0.0,2.0,2.0,22.0,22.6,-2.0,0.5866666666666667,0.5714285714285714,0.3025210084033613,0.06722689075630252,4.5,0.6666666666666666,0.3333333333333333,19.4,8,1.0272727272727273,2.825,0.04081632653061224,11.0,1.1340206185567012,-0.7727272727272727,31.262142857142862,1.4210064935064937,4.0,2.0,False,False,False,True,False,True,rising,True,False,True,below 35,4.0,8.0,0.5,False,False,True,True
57,2010-02-21,25,CLE,0,ORL,-6,1.0,39,12.0,25.0,0.48,1.0,6.0,0.16699999999999998,8.0,12.0,0.667,0.0,9.0,9.0,6.0,2.0,1.0,5.0,0.0,33.0,23.3,-9.0,0.5374592833876222,0.32,0.14388489208633093,0.1199040767386091,1.2,1.0,0.0,35.28,8,0.706060606060606,2.9125,0.0128,6.6,0.9353741496598639,-0.18181818181818182,27.83402564102564,0.8434553224553224,3.0,0.6,False,False,False,False,True,False,rising,False,False,True,below 35,11.0,19.0,0.5789473684210527,True,False,True,False
58,2010-02-23,25,CLE,1,NOH,10,1.0,44,7.0,16.0,0.43799999999999994,2.0,6.0,0.33299999999999996,4.0,4.0,1.0,1.0,4.0,5.0,13.0,2.0,0.0,0.0,0.0,20.0,24.6,17.0,0.558659217877095,0.25,0.42071197411003236,0.0,inf,0.8,0.2,16.76,8,1.23,6.15,0.015625,0.0,1.1933174224343674,0.5,27.185613636363634,1.3592806818181817,2.0,0.0,True,False,False,False,True,True,rising,True,False,True,below 35,5.0,10.0,0.5,False,False,False,True
59,2010-02-25,25,CLE,0,BOS,20,1.0,35,11.0,23.0,0.478,3.0,6.0,0.5,11.0,15.0,0.733,1.0,6.0,7.0,9.0,0.0,0.0,2.0,2.0,36.0,28.7,9.0,0.5975103734439834,0.4782608695652174,0.2188449848024316,0.0486322188449848,4.5,0.8571428571428571,0.14285714285714285,30.6,8,0.7972222222222222,2.609090909090909,0.020793950850661626,18.0,1.1764705882352942,0.5555555555555556,38.92328571428571,1.081202380952381,0.0,0.0,True,True,False,False,False,True,rising,True,False,True,above 35,8.0,17.0,0.47058823529411764,False,False,True,True
60,2010-02-26,25,CLE,0,TOR,8,1.0,44,10.0,17.0,0.588,1.0,4.0,0.25,15.0,16.0,0.938,0.0,6.0,6.0,9.0,2.0,0.0,1.0,2.0,36.0,36.0,8.0,0.7317073170731707,0.8823529411764706,0.26011560693641617,0.028901734104046242,9.0,1.0,0.0,25.04,8,1.0,2.4,0.05190311418685121,36.0,1.4376996805111821,0.2222222222222222,39.522613636363644,1.097850378787879,2.0,2.0,True,False,True,False,True,True,rising,True,False,True,above 35,9.0,13.0,0.6923076923076923,True,False,True,True
61,2010-03-01,25,CLE,1,NYK,31,1.0,31,9.0,17.0,0.529,1.0,4.0,0.25,3.0,5.0,0.6,0.0,7.0,7.0,7.0,2.0,2.0,3.0,0.0,22.0,20.3,39.0,0.567741935483871,0.17647058823529413,0.23829787234042554,0.10212765957446808,2.3333333333333335,1.0,0.0,22.2,8,0.9227272727272727,6.766666666666667,0.010380622837370243,7.333333333333333,0.990990990990991,1.4090909090909092,31.675838709677418,1.4398108504398826,4.0,1.3333333333333333,True,False,True,True,False,False,rising,False,False,True,below 35,8.0,13.0,0.6153846153846154,True,False,False,False
62,2010-03-03,25,CLE,0,NJN,19,1.0,40,10.0,18.0,0.556,0.0,4.0,0.0,6.0,7.0,0.857,2.0,5.0,7.0,14.0,3.0,1.0,3.0,1.0,26.0,30.0,18.0,0.6096131301289567,0.3333333333333333,0.365296803652968,0.07827788649706457,4.666666666666667,0.7142857142857143,0.2857142857142857,22.08,8,1.1538461538461537,5.0,0.018518518518518517,8.666666666666666,1.177536231884058,0.7307692307692307,36.64920000000001,1.4095846153846157,4.0,1.3333333333333333,True,False,True,True,True,True,rising,True,False,True,below 35,10.0,14.0,0.7142857142857143,True,False,True,False
63,2010-03-05,25,CLE,1,DET,7,1.0,41,16.0,27.0,0.593,3.0,7.0,0.429,5.0,6.0,0.833,2.0,11.0,13.0,6.0,3.0,2.0,4.0,1.0,40.0,36.0,12.0,0.6700167504187604,0.18518518518518517,0.15056461731493098,0.10037641154328733,1.5,0.8461538461538461,0.15384615384615385,31.64,8,0.9,7.2,0.006858710562414266,10.0,1.2642225031605563,0.175,43.13178048780489,1.0782945121951222,5.0,1.25,True,True,True,True,True,True,rising,True,False,True,above 35,13.0,20.0,0.65,True,False,False,False
64,2010-03-12,25,CLE,0,PHI,5,1.0,42,7.0,18.0,0.389,3.0,10.0,0.3,6.0,12.0,0.5,0.0,6.0,6.0,10.0,1.0,3.0,1.0,2.0,23.0,20.9,2.0,0.48523206751054854,0.3333333333333333,0.2881844380403458,0.02881844380403458,10.0,1.0,0.0,24.28,8,0.908695652173913,3.483333333333333,0.018518518518518517,23.0,0.9472817133443162,0.21739130434782608,23.912119047619043,1.03965734989648,4.0,4.0,True,False,False,True,True,False,rising,False,True,True,below 35,4.0,8.0,0.5,False,False,True,True
65,2010-03-14,25,CLE,1,BOS,11,1.0,38,9.0,21.0,0.429,1.0,3.0,0.33299999999999996,11.0,16.0,0.688,3.0,5.0,8.0,7.0,2.0,3.0,2.0,2.0,30.0,26.7,3.0,0.5244755244755245,0.5238095238095238,0.18617021276595744,0.05319148936170213,3.5,0.625,0.375,27.04,8,0.89,2.4272727272727272,0.024943310657596373,15.0,1.1094674556213018,0.36666666666666664,33.85718421052631,1.1285728070175438,5.0,2.5,True,False,False,True,True,False,rising,True,True,True,below 35,8.0,18.0,0.4444444444444444,False,False,True,True
66,2010-03-16,25,CLE,0,DET,12,1.0,43,10.0,22.0,0.455,1.0,3.0,0.33299999999999996,8.0,11.0,0.727,2.0,10.0,12.0,12.0,1.0,1.0,4.0,0.0,29.0,26.9,13.0,0.5325987144168962,0.36363636363636365,0.27761711972238284,0.09253903990746096,3.0,0.8333333333333334,0.16666666666666666,28.84,8,0.9275862068965517,3.3625,0.01652892561983471,7.25,1.0055478502080444,0.41379310344827586,29.63109302325581,1.0217618283881313,2.0,0.5,True,False,False,False,True,True,rising,False,False,True,below 35,9.0,19.0,0.47368421052631576,False,False,True,False
67,2010-03-17,25,CLE,1,IND,5,1.0,38,11.0,24.0,0.45799999999999996,2.0,4.0,0.5,8.0,10.0,0.8,1.0,8.0,9.0,9.0,3.0,2.0,6.0,2.0,32.0,25.8,14.0,0.5565217391304348,0.3333333333333333,0.2057142857142857,0.13714285714285715,1.5,0.8888888888888888,0.1111111111111111,33.4,8,0.80625,3.225,0.013888888888888888,5.333333333333333,0.9580838323353293,0.15625,32.23452631578949,1.0073289473684215,5.0,0.8333333333333334,True,True,False,True,True,True,rising,False,False,True,below 35,9.0,20.0,0.45,False,False,True,False
68,2010-03-19,25,CLE,0,CHI,7,1.0,37,9.0,21.0,0.429,0.0,3.0,0.0,11.0,12.0,0.917,1.0,10.0,11.0,7.0,2.0,2.0,5.0,1.0,29.0,24.1,5.0,0.5430711610486891,0.5238095238095238,0.1808785529715762,0.12919896640826872,1.4,0.9090909090909091,0.09090909090909091,30.28,8,0.8310344827586207,2.190909090909091,0.024943310657596373,5.8,0.9577278731836195,0.2413793103448276,30.44940540540541,1.0499794967381175,4.0,0.8,True,False,False,True,False,True,rising,False,False,True,below 35,9.0,18.0,0.5,False,False,True,False
69,2010-03-21,25,CLE,1,DET,25,1.0,30,5.0,9.0,0.556,2.0,3.0,0.667,3.0,3.0,1.0,0.0,3.0,3.0,7.0,0.0,1.0,0.0,0.0,15.0,17.2,17.0,0.7194244604316546,0.3333333333333333,0.4017216642754663,0.0,inf,1.0,0.0,10.32,8,1.1466666666666667,5.733333333333333,0.037037037037037035,0.0,1.4534883720930232,1.6666666666666667,28.0963,1.8730866666666666,1.0,0.0,True,True,True,False,False,True,rising,True,True,True,below 20,3.0,6.0,0.5,False,False,True,True
70,2010-03-24,25,CLE,0,NOH,13,1.0,40,15.0,22.0,0.682,1.0,5.0,0.2,7.0,8.0,0.875,2.0,4.0,6.0,9.0,1.0,0.0,3.0,2.0,38.0,34.3,9.0,0.7364341085271318,0.3181818181818182,0.2380952380952381,0.07936507936507937,3.0,0.6666666666666666,0.3333333333333333,26.52,8,0.9026315789473683,4.8999999999999995,0.014462809917355372,12.666666666666666,1.4328808446455505,0.34210526315789475,42.0265,1.1059605263157894,1.0,0.3333333333333333,True,False,True,False,True,True,rising,True,False,True,above 35,14.0,17.0,0.8235294117647058,True,False,True,False
71,2010-03-26,25,CLE,0,SAS,-5,1.0,39,11.0,21.0,0.524,1.0,6.0,0.16699999999999998,4.0,7.0,0.5710000000000001,0.0,5.0,5.0,10.0,2.0,0.0,5.0,2.0,27.0,20.2,-5.0,0.5549845837615622,0.19047619047619047,0.25429116338207247,0.12714558169103624,2.0,1.0,0.0,29.08,8,0.7481481481481481,5.05,0.009070294784580499,5.4,0.9284731774415407,-0.18518518518518517,24.51897435897437,0.9081101614434951,2.0,0.4,False,False,True,False,True,False,rising,False,False,True,below 35,10.0,15.0,0.6666666666666666,True,False,False,False
72,2010-03-28,25,CLE,1,SAC,7,1.0,39,13.0,22.0,0.591,3.0,6.0,0.5,5.0,6.0,0.833,1.0,6.0,7.0,8.0,3.0,0.0,3.0,2.0,34.0,30.7,8.0,0.6841046277665995,0.22727272727272727,0.22315202231520223,0.08368200836820083,2.6666666666666665,0.8571428571428571,0.14285714285714285,26.64,8,0.9029411764705882,6.14,0.010330578512396695,11.333333333333334,1.2762762762762763,0.20588235294117646,38.564743589743586,1.1342571644042232,3.0,1.0,True,True,True,False,True,True,rising,True,False,True,below 35,10.0,16.0,0.625,True,False,False,False
73,2010-03-31,25,CLE,1,MIL,3,1.0,39,7.0,17.0,0.41200000000000003,0.0,1.0,0.0,9.0,13.0,0.6920000000000001,1.0,8.0,9.0,7.0,1.0,1.0,4.0,2.0,23.0,17.2,10.0,0.4962243797195253,0.5294117647058824,0.20482809070958305,0.11704462326261889,1.75,0.8888888888888888,0.1111111111111111,25.72,8,0.7478260869565218,1.911111111111111,0.03114186851211073,5.75,0.8942457231726283,0.13043478260869565,20.34479487179488,0.8845562987736904,2.0,0.5,True,False,False,False,True,False,rising,False,False,True,below 35,7.0,16.0,0.4375,False,False,True,False
74,2010-04-02,25,CLE,1,ATL,5,1.0,38,11.0,20.0,0.55,1.0,3.0,0.33299999999999996,4.0,7.0,0.5710000000000001,0.0,13.0,13.0,6.0,2.0,0.0,2.0,1.0,27.0,23.9,11.0,0.5787781350482315,0.2,0.19154030327214686,0.06384676775738228,3.0,1.0,0.0,25.08,8,0.8851851851851852,5.975,0.01,13.5,1.0765550239234452,0.18518518518518517,30.3485,1.1240185185185185,2.0,1.0,True,False,True,False,True,False,rising,True,False,True,below 35,10.0,17.0,0.5882352941176471,True,False,False,True
75,2010-04-04,25,CLE,0,BOS,-4,1.0,44,14.0,31.0,0.452,0.0,9.0,0.0,14.0,22.0,0.636,1.0,6.0,7.0,9.0,1.0,1.0,3.0,0.0,42.0,30.2,-1.0,0.5066344993968637,0.45161290322580644,0.16838166510757716,0.05612722170252572,3.0,0.8571428571428571,0.14285714285714285,42.68,8,0.719047619047619,2.157142857142857,0.0145681581685744,14.0,0.9840674789128397,-0.09523809523809523,31.875750000000004,0.7589464285714287,2.0,0.6666666666666666,False,False,False,False,True,False,rising,False,False,True,above 35,14.0,22.0,0.6363636363636364,True,False,True,False
76,2010-04-06,25,CLE,1,TOR,12,1.0,35,5.0,13.0,0.385,0.0,2.0,0.0,9.0,10.0,0.9,0.0,6.0,6.0,13.0,0.0,1.0,4.0,1.0,19.0,18.7,19.0,0.5352112676056338,0.6923076923076923,0.37410071942446044,0.11510791366906475,3.25,1.0,0.0,21.4,8,0.9842105263157894,2.0777777777777775,0.05325443786982249,4.75,0.8878504672897197,0.631578947368421,24.65757142857143,1.2977669172932331,1.0,0.25,True,False,False,False,False,True,rising,False,True,True,below 20,5.0,11.0,0.45454545454545453,False,False,True,False
1,2010-10-26,25,MIA,0,BOS,-8,1.0,42,10.0,21.0,0.47600000000000003,3.0,6.0,0.5,8.0,12.0,0.667,0.0,4.0,4.0,3.0,1.0,2.0,8.0,1.0,31.0,16.0,1.0,0.5805243445692884,0.38095238095238093,0.07957559681697612,0.21220159151193632,0.375,1.0,0.0,34.28,8,0.5161290322580645,2.0,0.018140589569160998,3.875,0.9043173862310385,-0.25806451612903225,17.249119047619047,0.5564231950844853,3.0,0.375,False,True,False,False,True,False,rising,False,True,False,below 35,7.0,15.0,0.4666666666666667,False,False,True,False
2,2010-10-27,25,MIA,0,PHI,10,1.0,37,5.0,12.0,0.41700000000000004,0.0,2.0,0.0,6.0,6.0,1.0,0.0,6.0,6.0,7.0,2.0,1.0,9.0,1.0,16.0,9.6,6.0,0.5387205387205387,0.5,0.22690437601296595,0.2917341977309562,0.7777777777777778,1.0,0.0,23.64,8,0.6,1.5999999999999999,0.041666666666666664,1.7777777777777777,0.676818950930626,0.625,11.135351351351357,0.6959594594594598,3.0,0.3333333333333333,True,False,False,False,False,True,rising,False,False,False,below 20,5.0,10.0,0.5,False,False,True,False
3,2010-10-29,25,MIA,1,ORL,26,1.0,30,6.0,13.0,0.462,2.0,3.0,0.667,1.0,2.0,0.5,0.0,6.0,6.0,7.0,0.0,0.0,3.0,4.0,15.0,10.0,13.0,0.5376344086021506,0.07692307692307693,0.29227557411273486,0.12526096033402923,2.3333333333333335,1.0,0.0,16.880000000000003,8,0.6666666666666666,10.0,0.00591715976331361,5.0,0.8886255924170615,1.7333333333333334,15.733066666666666,1.048871111111111,0.0,0.0,True,True,False,False,False,False,rising,False,False,True,below 20,4.0,10.0,0.4,False,True,False,False
4,2010-10-31,25,MIA,0,NJN,23,1.0,28,5.0,12.0,0.41700000000000004,0.0,4.0,0.0,10.0,12.0,0.833,0.0,7.0,7.0,7.0,2.0,0.0,5.0,3.0,20.0,15.6,18.0,0.5649717514124294,0.8333333333333334,0.2356902356902357,0.16835016835016836,1.4,1.0,0.0,22.28,8,0.78,1.56,0.06944444444444445,4.0,0.8976660682226212,1.15,25.570107142857143,1.278505357142857,2.0,0.4,True,False,False,False,False,True,rising,False,False,True,below 35,5.0,8.0,0.625,True,False,True,False
5,2010-11-02,25,MIA,1,MIN,32,1.0,32,7.0,12.0,0.583,0.0,2.0,0.0,6.0,8.0,0.75,0.0,0.0,0.0,12.0,2.0,1.0,1.0,0.0,20.0,23.7,32.0,0.6329113924050632,0.5,0.41666666666666663,0.034722222222222224,12.0,,,16.52,8,1.185,3.9499999999999997,0.041666666666666664,20.0,1.2106537530266344,1.6,36.10996875,1.8054984375,3.0,3.0,True,False,True,False,False,True,rising,True,False,True,below 35,7.0,10.0,0.7,True,False,True,True
6,2010-11-05,25,MIA,0,NOH,-3,1.0,41,6.0,16.0,0.375,1.0,2.0,0.5,7.0,8.0,0.875,0.0,7.0,7.0,10.0,3.0,1.0,3.0,0.0,20.0,20.6,-6.0,0.5050505050505051,0.4375,0.30487804878048785,0.09146341463414635,3.3333333333333335,1.0,0.0,22.52,8,1.03,2.942857142857143,0.02734375,6.666666666666667,0.8880994671403197,-0.15,23.708536585365852,1.1854268292682926,4.0,1.3333333333333333,False,True,False,True,True,True,rising,False,False,True,below 35,5.0,14.0,0.35714285714285715,False,False,True,False
7,2010-11-06,25,MIA,1,NJN,12,1.0,33,9.0,16.0,0.563,2.0,4.0,0.5,3.0,5.0,0.6,0.0,3.0,3.0,9.0,2.0,0.0,4.0,1.0,23.0,19.4,11.0,0.6258503401360545,0.1875,0.2868525896414343,0.12749003984063745,2.25,1.0,0.0,22.2,8,0.8434782608695651,6.466666666666666,0.01171875,5.75,1.0360360360360361,0.5217391304347826,28.30221212121213,1.2305309617918316,2.0,0.5,True,True,True,False,False,False,rising,False,False,True,below 35,7.0,12.0,0.5833333333333334,True,False,False,False
8,2010-11-09,25,MIA,1,UTA,-2,1.0,46,5.0,18.0,0.278,0.0,1.0,0.0,10.0,11.0,0.909,2.0,9.0,11.0,14.0,1.0,3.0,2.0,3.0,20.0,22.8,4.0,0.4305705059203444,0.5555555555555556,0.35691523263224983,0.05098789037603569,7.0,0.8181818181818182,0.18181818181818182,22.84,8,1.1400000000000001,2.2800000000000002,0.0308641975308642,10.0,0.8756567425569177,-0.1,23.408934782608693,1.1704467391304347,4.0,2.0,False,False,False,True,True,True,rising,False,True,True,below 35,5.0,17.0,0.29411764705882354,False,False,True,True
9,2010-11-11,25,MIA,1,BOS,-5,1.0,44,9.0,21.0,0.429,0.0,5.0,0.0,17.0,22.0,0.773,0.0,10.0,10.0,9.0,3.0,0.0,4.0,3.0,35.0,29.0,0.0,0.5564387917329094,0.8095238095238095,0.20247469066366702,0.08998875140607424,2.25,1.0,0.0,34.68,8,0.8285714285714286,1.7058823529411764,0.03854875283446712,8.75,1.0092272202998847,-0.14285714285714285,30.740090909090917,0.8782883116883119,3.0,0.75,False,False,False,False,True,True,rising,False,False,True,above 35,9.0,16.0,0.5625,True,False,True,False
10,2010-11-13,25,MIA,1,TOR,9,1.0,39,8.0,21.0,0.381,0.0,1.0,0.0,7.0,11.0,0.636,1.0,1.0,2.0,11.0,2.0,0.0,3.0,0.0,23.0,17.6,11.0,0.438512869399428,0.3333333333333333,0.27346177750155376,0.07458048477315102,3.6666666666666665,0.5,0.5,27.84,8,0.7652173913043478,2.5142857142857147,0.015873015873015872,7.666666666666667,0.8261494252873564,0.391304347826087,20.68738461538462,0.8994515050167226,2.0,0.6666666666666666,True,False,False,False,True,False,rising,False,False,True,below 35,8.0,20.0,0.4,False,False,True,False
11,2010-11-17,25,MIA,1,PHO,27,1.0,23,9.0,15.0,0.6,0.0,2.0,0.0,2.0,3.0,0.667,3.0,5.0,8.0,9.0,3.0,0.0,3.0,5.0,20.0,20.6,24.0,0.60882800608828,0.13333333333333333,0.31662269129287596,0.10554089709762533,3.0,0.625,0.375,16.32,8,1.03,10.3,0.008888888888888889,6.666666666666667,1.2254901960784315,1.35,44.73813043478261,2.2369065217391304,3.0,1.0,True,False,True,False,False,False,rising,True,False,True,below 35,9.0,13.0,0.6923076923076923,True,True,False,False
12,2010-11-19,25,MIA,1,CHA,8,1.0,39,12.0,25.0,0.48,2.0,5.0,0.4,6.0,7.0,0.857,0.0,2.0,2.0,5.0,2.0,0.0,4.0,1.0,32.0,20.6,4.0,0.5648720211827009,0.24,0.13395847287340923,0.10716677829872738,1.25,1.0,0.0,32.08,8,0.64375,3.4333333333333336,0.0096,8.0,0.9975062344139651,0.25,24.71215384615385,0.7722548076923078,2.0,0.5,True,False,False,False,True,True,rising,False,False,True,below 35,10.0,20.0,0.5,False,False,False,False
13,2010-11-20,25,MIA,0,MEM,-2,1.0,42,11.0,23.0,0.478,2.0,4.0,0.5,5.0,6.0,0.833,0.0,3.0,3.0,11.0,1.0,0.0,4.0,2.0,29.0,21.7,-1.0,0.5609284332688588,0.21739130434782608,0.2692778457772338,0.09791921664626682,2.75,1.0,0.0,29.64,8,0.7482758620689655,4.34,0.00945179584120983,7.25,0.9784075573549258,-0.06896551724137931,24.33111904761905,0.8390041050903121,1.0,0.25,False,True,False,False,True,True,rising,False,False,True,below 35,9.0,19.0,0.47368421052631576,False,False,False,False
14,2010-11-22,25,MIA,1,IND,-16,1.0,41,6.0,14.0,0.429,2.0,8.0,0.25,11.0,15.0,0.733,0.0,5.0,5.0,6.0,1.0,0.0,6.0,3.0,25.0,15.5,-1.0,0.591715976331361,0.7857142857142857,0.1811320754716981,0.1811320754716981,1.0,1.0,0.0,26.6,8,0.62,1.4090909090909092,0.05612244897959184,4.166666666666667,0.9398496240601504,-0.64,17.0969512195122,0.683878048780488,1.0,0.16666666666666666,False,False,False,False,True,True,rising,False,False,False,below 35,4.0,6.0,0.6666666666666666,True,False,True,False
15,2010-11-24,25,MIA,0,ORL,-9,1.0,40,9.0,18.0,0.5,1.0,3.0,0.33299999999999996,6.0,8.0,0.75,1.0,5.0,6.0,4.0,1.0,0.0,3.0,3.0,25.0,17.0,-15.0,0.573394495412844,0.3333333333333333,0.1388888888888889,0.10416666666666666,1.3333333333333333,0.8333333333333334,0.16666666666666666,23.52,8,0.68,2.8333333333333335,0.018518518518518517,8.333333333333334,1.0629251700680273,-0.36,20.131050000000005,0.8052420000000002,1.0,0.3333333333333333,False,False,False,False,True,True,rising,False,False,True,below 35,8.0,15.0,0.5333333333333333,True,False,True,False
16,2010-11-26,25,MIA,1,PHI,9,1.0,40,5.0,15.0,0.33299999999999996,1.0,5.0,0.2,9.0,11.0,0.818,1.0,7.0,8.0,6.0,2.0,1.0,2.0,1.0,20.0,18.0,11.0,0.4944375772558714,0.6,0.21257750221434898,0.07085916740478299,3.0,0.875,0.125,20.84,8,0.9,2.0,0.04,10.0,0.9596928982725528,0.45,21.076175000000006,1.0538087500000004,3.0,1.5,True,False,False,False,True,True,rising,False,False,True,below 35,4.0,10.0,0.4,False,False,True,True
17,2010-11-27,25,MIA,0,DAL,-11,1.0,36,5.0,19.0,0.263,0.0,4.0,0.0,13.0,15.0,0.867,2.0,6.0,8.0,4.0,1.0,0.0,5.0,3.0,23.0,11.7,-14.0,0.44019138755980863,0.6842105263157895,0.11387900355871886,0.1423487544483986,0.8,0.75,0.25,28.6,8,0.508695652173913,0.8999999999999999,0.036011080332409975,4.6,0.8041958041958042,-0.4782608695652174,13.553138888888888,0.5892669082125603,1.0,0.2,False,False,False,False,False,True,rising,False,False,False,below 35,5.0,15.0,0.3333333333333333,False,False,True,False
18,2010-11-29,25,MIA,1,WAS,11,1.0,38,10.0,18.0,0.556,1.0,1.0,1.0,9.0,11.0,0.818,1.0,5.0,6.0,5.0,1.0,1.0,7.0,3.0,30.0,19.8,3.0,0.6458557588805166,0.5,0.14194464158977999,0.19872249822569196,0.7142857142857143,0.8333333333333334,0.16666666666666666,28.84,8,0.66,2.2,0.027777777777777776,4.285714285714286,1.0402219140083218,0.36666666666666664,24.45147368421053,0.8150491228070177,2.0,0.2857142857142857,True,True,True,False,True,True,rising,False,False,False,below 35,9.0,17.0,0.5294117647058824,True,False,True,False
19,2010-12-01,25,MIA,1,DET,25,1.0,31,8.0,15.0,0.5329999999999999,1.0,1.0,1.0,1.0,2.0,0.5,2.0,4.0,6.0,3.0,1.0,0.0,4.0,0.0,18.0,12.0,17.0,0.5642633228840126,0.06666666666666667,0.13071895424836602,0.17429193899782136,0.75,0.6666666666666666,0.3333333333333333,17.880000000000003,8,0.6666666666666666,12.0,0.0044444444444444444,4.5,1.006711409395973,1.3888888888888888,18.41964516129033,1.023313620071685,1.0,0.25,True,True,True,False,False,False,rising,False,False,False,below 20,7.0,14.0,0.5,False,False,False,False
20,2010-12-02,25,MIA,0,CLE,28,1.0,30,15.0,25.0,0.6,2.0,7.0,0.28600000000000003,6.0,9.0,0.667,0.0,5.0,5.0,8.0,1.0,1.0,0.0,1.0,38.0,33.7,26.0,0.6490179333902648,0.24,0.21462105969148224,0.0,inf,1.0,0.0,28.96,8,0.886842105263158,5.616666666666667,0.0096,0.0,1.3121546961325967,0.7368421052631579,54.930833333333325,1.445548245614035,2.0,0.0,True,False,True,False,False,False,rising,True,False,True,above 35,13.0,18.0,0.7222222222222222,True,False,False,True
21,2010-12-04,25,MIA,1,ATL,12,1.0,37,5.0,11.0,0.455,1.0,1.0,1.0,11.0,13.0,0.846,0.0,7.0,7.0,4.0,1.0,1.0,2.0,1.0,22.0,19.7,7.0,0.6404657933042213,1.0,0.17259978425026967,0.08629989212513484,2.0,1.0,0.0,18.72,8,0.8954545454545454,1.7909090909090908,0.09090909090909091,11.0,1.1752136752136753,0.5454545454545454,25.163675675675677,1.1438034398034398,2.0,1.0,True,True,False,False,False,True,rising,True,False,True,below 35,4.0,10.0,0.4,False,False,True,True
22,2010-12-06,25,MIA,0,MIL,10,1.0,38,7.0,16.0,0.43799999999999994,1.0,3.0,0.33299999999999996,2.0,4.0,0.5,0.0,6.0,6.0,6.0,1.0,1.0,1.0,5.0,17.0,12.5,17.0,0.4748603351955308,0.125,0.24096385542168677,0.040160642570281124,6.0,1.0,0.0,18.76,8,0.7352941176470589,6.25,0.0078125,17.0,0.906183368869936,0.5882352941176471,15.88286842105262,0.9342863777089777,2.0,2.0,True,False,False,False,True,False,rising,False,False,True,below 20,6.0,13.0,0.46153846153846156,False,True,False,True
