G,Date,Age,Tm,game_location,Opp,game_result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,FTR,hAST%,TOV%,AST-TOV,DREB%,OREB%,POSS,Year_Number,GmSc-Per-PTS,GmSc-Per-FT,FTR-Per-FGA,PTS-Per-TOV,PTS-Per-POSS,game_result-Per-PTS,PER,PER-Per-PTS,STLS-and-BLKS,STL-BLK-Per-PF,Won,High-3P%-Shooting,High-FG%-Shooting,Over-3-BLKs-and-STLs,Played-Above-Avg-Min,Above-Avg-FT%,Career-Stage,Above-Avg-PTS-Per-POSS,More-BLKs-Than-STLs,More-AST-Than-TOV,PTS-Cat,2P,2PA,2P%,2P%-Above-50%,More than 3 Fouls,FTR-Above-Avg,Less-Than-3-TOV
59,2005-03-15,20,CLE,1,UTA,19,1.0,34,11.0,15.0,0.733,2.0,5.0,0.4,12.0,16.0,0.75,2.0,7.0,9.0,2.0,0.0,1.0,1.0,1.0,36.0,32.5,22.0,0.7964601769911503,0.8,0.078125,0.0390625,2.0,0.7777777777777778,0.2222222222222222,21.04,3,0.9027777777777778,2.7083333333333335,0.05333333333333334,36.0,1.7110266159695817,0.5277777777777778,46.83358823529412,1.300933006535948,1.0,1.0,True,False,True,False,False,True,rising,True,True,True,above 35,9.0,10.0,0.9,True,False,True,True
60,2005-03-16,20,CLE,0,MIL,-8,1.0,45,13.0,26.0,0.5,4.0,9.0,0.444,4.0,7.0,0.5710000000000001,1.0,6.0,7.0,6.0,1.0,0.0,5.0,0.0,34.0,22.5,-14.0,0.5797101449275363,0.15384615384615385,0.14879107253564786,0.1239925604463732,1.2,0.8571428571428571,0.14285714285714285,33.08,3,0.6617647058823529,5.625,0.00591715976331361,6.8,1.0278113663845225,-0.23529411764705882,23.586688888888887,0.6937261437908496,1.0,0.2,False,True,False,False,True,False,rising,False,False,True,below 35,9.0,17.0,0.5294117647058824,True,False,False,False
61,2005-03-18,20,CLE,1,PHI,-12,1.0,46,3.0,20.0,0.15,0.0,4.0,0.0,10.0,12.0,0.833,0.0,8.0,8.0,8.0,4.0,0.0,4.0,0.0,16.0,10.4,-8.0,0.311284046692607,0.5,0.21220159151193632,0.10610079575596816,2.0,1.0,0.0,29.28,3,0.65,1.04,0.025,4.0,0.5464480874316939,-0.75,9.018260869565216,0.563641304347826,4.0,1.0,False,False,False,True,True,True,rising,False,False,True,below 20,3.0,16.0,0.1875,False,False,True,False
62,2005-03-20,20,CLE,0,TOR,-7,1.0,48,18.0,36.0,0.5,6.0,12.0,0.5,14.0,15.0,0.9329999999999999,2.0,8.0,10.0,5.0,2.0,0.0,4.0,0.0,56.0,42.9,-7.0,0.6492753623188405,0.3888888888888889,0.09592326139088729,0.07673860911270983,1.25,0.8,0.2,44.6,3,0.7660714285714285,3.064285714285714,0.010802469135802469,14.0,1.2556053811659191,-0.125,42.68474999999999,0.7622276785714284,2.0,0.5,False,True,False,False,True,True,rising,True,False,True,above 35,12.0,24.0,0.5,False,False,True,False
63,2005-03-22,20,CLE,1,DET,15,1.0,42,11.0,24.0,0.45799999999999996,2.0,7.0,0.28600000000000003,5.0,8.0,0.625,1.0,5.0,6.0,6.0,1.0,0.0,0.0,1.0,29.0,22.4,21.0,0.5215827338129496,0.20833333333333334,0.1775147928994083,0.0,inf,0.8333333333333334,0.16666666666666666,26.52,3,0.7724137931034483,4.4799999999999995,0.008680555555555556,0.0,1.0935143288084466,0.5172413793103449,25.488476190476195,0.878912972085386,1.0,0.0,True,False,False,False,True,False,rising,True,False,True,below 35,9.0,17.0,0.5294117647058824,True,False,False,True
64,2005-03-24,20,CLE,0,HOU,-19,1.0,41,7.0,22.0,0.318,1.0,4.0,0.25,4.0,7.0,0.5710000000000001,0.0,4.0,4.0,8.0,1.0,0.0,2.0,1.0,19.0,10.6,-17.0,0.3751233958538993,0.18181818181818182,0.22646850672328378,0.056617126680820945,4.0,1.0,0.0,27.08,3,0.5578947368421052,2.65,0.008264462809917356,9.5,0.7016248153618907,-1.0,11.159926829268295,0.5873645699614892,1.0,0.5,False,False,False,False,True,False,rising,False,False,True,below 20,6.0,18.0,0.3333333333333333,False,False,False,True
65,2005-03-26,20,CLE,0,DAL,-31,1.0,35,7.0,17.0,0.41200000000000003,0.0,2.0,0.0,5.0,6.0,0.833,1.0,3.0,4.0,6.0,0.0,0.0,3.0,1.0,19.0,11.9,-24.0,0.4785894206549118,0.29411764705882354,0.20797227036395147,0.10398613518197573,2.0,0.75,0.25,21.64,3,0.6263157894736843,2.38,0.01730103806228374,6.333333333333333,0.878003696857671,-1.631578947368421,15.317485714285725,0.8061834586466171,0.0,0.0,False,False,False,False,False,True,rising,False,False,True,below 20,7.0,15.0,0.4666666666666667,False,False,False,False
66,2005-03-28,20,CLE,0,NOH,1,1.0,53,16.0,29.0,0.552,3.0,10.0,0.3,9.0,11.0,0.818,2.0,4.0,6.0,3.0,4.0,0.0,10.0,3.0,44.0,26.8,1.0,0.6428049671292915,0.3103448275862069,0.06352567496029646,0.21175224986765484,0.3,0.6666666666666666,0.3333333333333333,41.84,3,0.6090909090909091,2.977777777777778,0.01070154577883472,4.4,1.0516252390057361,0.022727272727272728,23.92677358490566,0.5437903087478559,4.0,0.4,True,False,True,True,True,True,rising,False,False,False,above 35,13.0,19.0,0.6842105263157895,True,False,False,False
67,2005-03-29,20,CLE,1,LAC,10,1.0,40,7.0,20.0,0.35,2.0,8.0,0.25,6.0,7.0,0.857,0.0,7.0,7.0,5.0,2.0,1.0,1.0,0.0,22.0,17.7,11.0,0.4715969989281886,0.3,0.17050298380221654,0.03410059676044331,5.0,1.0,0.0,24.08,3,0.8045454545454546,2.9499999999999997,0.015,22.0,0.9136212624584719,0.45454545454545453,20.645350000000008,0.9384250000000004,3.0,3.0,True,False,False,False,True,True,rising,False,False,True,below 35,5.0,12.0,0.4166666666666667,False,False,False,True
68,2005-03-31,20,CLE,0,CHI,-12,1.0,53,10.0,28.0,0.35700000000000004,1.0,4.0,0.25,5.0,11.0,0.455,4.0,2.0,6.0,7.0,4.0,2.0,3.0,5.0,26.0,16.7,-12.0,0.3912716328066215,0.17857142857142858,0.16194331983805668,0.06940427993059571,2.3333333333333335,0.3333333333333333,0.6666666666666666,31.840000000000003,3,0.6423076923076922,3.34,0.006377551020408163,8.666666666666666,0.8165829145728642,-0.46153846153846156,14.989358490566033,0.5765137880986936,6.0,2.0,False,False,False,True,True,False,rising,False,False,True,below 35,9.0,24.0,0.375,False,True,False,False
69,2005-04-01,20,CLE,1,SAC,-19,1.0,44,13.0,21.0,0.619,2.0,4.0,0.5,7.0,10.0,0.7,0.0,8.0,8.0,9.0,2.0,0.0,7.0,2.0,35.0,27.2,-15.0,0.6796116504854369,0.3333333333333333,0.2155688622754491,0.16766467065868262,1.2857142857142858,1.0,0.0,32.4,3,0.7771428571428571,3.8857142857142857,0.015873015873015872,5.0,1.080246913580247,-0.5428571428571428,29.55413636363637,0.8444038961038963,2.0,0.2857142857142857,False,True,True,False,True,False,rising,True,False,True,above 35,11.0,17.0,0.6470588235294118,True,False,True,False
70,2005-04-03,20,CLE,1,DAL,20,1.0,48,10.0,23.0,0.435,4.0,8.0,0.5,13.0,13.0,1.0,2.0,8.0,10.0,7.0,2.0,1.0,6.0,3.0,37.0,29.1,20.0,0.6341045415595544,0.5652173913043478,0.16597510373443985,0.14226437462951988,1.1666666666666667,0.8,0.2,32.72,3,0.7864864864864866,2.2384615384615385,0.024574669187145556,6.166666666666667,1.1308068459657703,0.5405405405405406,28.67704166666666,0.77505518018018,3.0,0.5,True,True,False,False,True,True,rising,True,False,True,above 35,6.0,15.0,0.4,False,False,True,False
71,2005-04-05,20,CLE,1,NJN,-31,1.0,39,9.0,19.0,0.474,3.0,6.0,0.5,3.0,6.0,0.5,2.0,7.0,9.0,4.0,2.0,2.0,6.0,2.0,24.0,16.0,-21.0,0.5491990846681922,0.15789473684210525,0.12558869701726844,0.18838304552590265,0.6666666666666666,0.7777777777777778,0.2222222222222222,25.64,3,0.6666666666666666,5.333333333333333,0.008310249307479223,4.0,0.9360374414976599,-1.2916666666666667,19.6231794871795,0.8176324786324791,4.0,0.6666666666666666,False,True,False,True,True,False,rising,False,False,False,below 35,6.0,13.0,0.46153846153846156,False,False,False,False
72,2005-04-06,20,CLE,0,IND,-21,1.0,33,9.0,18.0,0.5,0.0,3.0,0.0,2.0,4.0,0.5,2.0,2.0,4.0,3.0,1.0,0.0,2.0,2.0,20.0,12.5,-15.0,0.5025125628140704,0.1111111111111111,0.12048192771084339,0.08032128514056225,1.5,0.5,0.5,19.76,3,0.625,6.25,0.006172839506172839,10.0,1.0121457489878543,-1.05,18.108121212121215,0.9054060606060608,1.0,0.5,False,False,False,False,False,False,rising,False,False,True,below 35,9.0,15.0,0.6,True,False,False,True
73,2005-04-08,20,CLE,0,PHI,-5,1.0,48,12.0,30.0,0.4,2.0,6.0,0.33299999999999996,11.0,11.0,1.0,4.0,9.0,13.0,7.0,5.0,0.0,5.0,1.0,37.0,30.8,-5.0,0.525195173882186,0.36666666666666664,0.14822657490735838,0.10587612493382742,1.4,0.6923076923076923,0.3076923076923077,35.84,3,0.8324324324324325,2.8000000000000003,0.012222222222222221,7.4,1.0323660714285714,-0.13513513513513514,30.39577083333333,0.8215073198198197,5.0,1.0,False,False,False,True,True,True,rising,False,False,True,above 35,10.0,24.0,0.4166666666666667,False,False,True,False
74,2005-04-09,20,CLE,1,MIL,17,1.0,46,15.0,26.0,0.5770000000000001,7.0,13.0,0.5379999999999999,3.0,3.0,1.0,1.0,9.0,10.0,10.0,2.0,1.0,3.0,2.0,40.0,37.1,13.0,0.7292616226071102,0.11538461538461539,0.24737167594310452,0.07421150278293136,3.3333333333333335,0.9,0.1,29.32,3,0.9275,12.366666666666667,0.004437869822485207,13.333333333333334,1.364256480218281,0.425,39.77526086956521,0.9943815217391302,3.0,1.0,True,True,True,False,True,True,rising,True,False,True,above 35,8.0,13.0,0.6153846153846154,True,False,False,False
75,2005-04-11,20,CLE,0,ORL,8,1.0,48,12.0,23.0,0.522,1.0,6.0,0.16699999999999998,8.0,10.0,0.8,1.0,6.0,7.0,6.0,5.0,1.0,2.0,4.0,33.0,29.7,8.0,0.5945945945945946,0.34782608695652173,0.16783216783216784,0.055944055944055944,3.0,0.8571428571428571,0.14285714285714285,28.4,3,0.9,3.7125,0.015122873345935728,16.5,1.1619718309859155,0.24242424242424243,30.28841666666668,0.9178308080808085,6.0,3.0,True,False,True,True,True,True,rising,True,False,True,below 35,11.0,17.0,0.6470588235294118,True,True,True,True
76,2005-04-14,20,CLE,1,NYK,-6,1.0,41,7.0,25.0,0.28,4.0,13.0,0.308,9.0,14.0,0.643,1.0,17.0,18.0,7.0,2.0,2.0,4.0,3.0,27.0,19.2,1.0,0.4265402843601896,0.36,0.16412661195779601,0.09378663540445487,1.75,0.9444444444444444,0.05555555555555555,34.16,3,0.7111111111111111,2.1333333333333333,0.0144,6.75,0.7903981264637003,-0.2222222222222222,21.3448780487805,0.7905510388437222,4.0,1.0,False,False,False,True,True,False,rising,False,False,True,below 35,3.0,12.0,0.25,False,False,True,False
77,2005-04-15,20,CLE,0,WAS,-8,1.0,48,16.0,33.0,0.485,1.0,6.0,0.16699999999999998,5.0,8.0,0.625,2.0,4.0,6.0,6.0,1.0,0.0,1.0,3.0,38.0,25.7,-8.0,0.516304347826087,0.15151515151515152,0.13698630136986303,0.022831050228310504,6.0,0.6666666666666666,0.3333333333333333,35.52,3,0.6763157894736842,5.14,0.004591368227731864,38.0,1.0698198198198197,-0.21052631578947367,25.578895833333334,0.6731288377192982,1.0,1.0,False,False,False,False,True,False,rising,True,False,True,above 35,15.0,27.0,0.5555555555555556,True,False,False,True
78,2005-04-17,20,CLE,0,DET,-3,1.0,45,12.0,35.0,0.34299999999999997,2.0,7.0,0.28600000000000003,11.0,14.0,0.7859999999999999,3.0,8.0,11.0,6.0,0.0,1.0,1.0,0.0,37.0,24.5,-6.0,0.44417767106842737,0.3142857142857143,0.12332990750256938,0.020554984583761562,6.0,0.7272727272727273,0.2727272727272727,39.16,3,0.6621621621621622,2.227272727272727,0.008979591836734694,37.0,0.944841675178754,-0.08108108108108109,24.814822222222222,0.6706708708708708,1.0,1.0,False,False,False,False,True,True,rising,False,True,True,above 35,10.0,28.0,0.35714285714285715,False,False,True,True
79,2005-04-19,20,CLE,1,BOS,14,1.0,46,13.0,27.0,0.48100000000000004,2.0,3.0,0.667,4.0,5.0,0.8,1.0,7.0,8.0,6.0,5.0,0.0,3.0,3.0,32.0,25.7,13.0,0.5446808510638298,0.14814814814814814,0.1563517915309446,0.0781758957654723,2.0,0.875,0.125,31.2,3,0.803125,6.425,0.0054869684499314125,10.666666666666666,1.0256410256410258,0.4375,27.07491304347826,0.8460910326086957,5.0,1.6666666666666667,True,True,False,True,True,True,rising,False,False,True,below 35,11.0,24.0,0.4583333333333333,False,False,False,False
80,2005-04-20,20,CLE,0,TOR,9,1.0,48,10.0,23.0,0.435,2.0,8.0,0.25,5.0,10.0,0.5,2.0,12.0,14.0,14.0,0.0,1.0,2.0,1.0,27.0,26.0,9.0,0.4864864864864865,0.21739130434782608,0.32,0.045714285714285714,7.0,0.8571428571428571,0.14285714285714285,27.4,3,0.9629629629629629,5.2,0.00945179584120983,13.5,0.9854014598540146,0.3333333333333333,25.864125,0.9579305555555556,1.0,0.5,True,False,False,False,True,False,rising,False,True,True,below 35,8.0,15.0,0.5333333333333333,True,False,False,True
1,2005-11-02,20,CLE,1,NOK,22,1.0,33,9.0,16.0,0.563,6.0,7.0,0.857,7.0,8.0,0.875,1.0,2.0,3.0,4.0,2.0,0.0,3.0,3.0,31.0,24.9,22.0,0.7828282828282828,0.4375,0.14925373134328357,0.11194029850746269,1.3333333333333333,0.6666666666666666,0.3333333333333333,21.52,3,0.8032258064516129,3.557142857142857,0.02734375,10.333333333333334,1.4405204460966543,0.7096774193548387,36.943000000000005,1.191709677419355,2.0,0.6666666666666666,True,True,True,False,False,True,rising,True,False,True,below 35,3.0,9.0,0.3333333333333333,False,False,True,False
2,2005-11-04,20,CLE,0,SAS,-26,1.0,36,7.0,16.0,0.43799999999999994,0.0,3.0,0.0,6.0,7.0,0.857,0.0,6.0,6.0,4.0,0.0,1.0,3.0,3.0,20.0,12.3,-19.0,0.517464424320828,0.375,0.15194681861348527,0.11396011396011396,1.3333333333333333,1.0,0.0,22.08,3,0.615,2.0500000000000003,0.0234375,6.666666666666667,0.9057971014492754,-1.3,15.62683333333334,0.7813416666666669,1.0,0.3333333333333333,False,False,False,False,False,True,rising,False,True,True,below 35,7.0,13.0,0.5384615384615384,True,False,True,False
3,2005-11-05,20,CLE,0,MEM,-7,1.0,40,14.0,29.0,0.483,4.0,9.0,0.444,4.0,5.0,0.8,0.0,2.0,2.0,6.0,2.0,0.0,2.0,2.0,36.0,24.9,-3.0,0.5737051792828686,0.13793103448275862,0.1523809523809524,0.050793650793650794,3.0,1.0,0.0,33.2,3,0.6916666666666667,6.225,0.0047562425683709865,18.0,1.0843373493975903,-0.19444444444444445,29.808375,0.8280104166666667,2.0,1.0,False,True,False,False,True,True,rising,True,False,True,above 35,10.0,20.0,0.5,False,False,False,True
4,2005-11-07,20,CLE,0,TOR,12,1.0,36,9.0,17.0,0.529,0.0,2.0,0.0,9.0,12.0,0.75,0.0,3.0,3.0,6.0,1.0,2.0,1.0,3.0,27.0,22.8,0.0,0.5947136563876653,0.5294117647058824,0.20202020202020202,0.03367003367003367,6.0,1.0,0.0,23.28,3,0.8444444444444444,2.533333333333333,0.03114186851211073,27.0,1.1597938144329896,0.4444444444444444,30.556750000000008,1.1317314814814818,3.0,3.0,True,False,True,False,False,True,rising,True,True,True,below 35,9.0,15.0,0.6,True,False,True,True
5,2005-11-09,20,CLE,1,SEA,27,1.0,35,10.0,18.0,0.556,0.0,2.0,0.0,11.0,11.0,1.0,1.0,4.0,5.0,1.0,0.0,1.0,4.0,1.0,31.0,21.3,25.0,0.6673842841765338,0.6111111111111112,0.03542958370239149,0.14171833480956597,0.25,0.8,0.2,25.84,3,0.6870967741935484,1.9363636363636365,0.03395061728395062,7.75,1.1996904024767803,0.8709677419354839,28.571371428571428,0.9216571428571428,1.0,0.25,True,False,True,False,False,True,rising,True,True,False,below 35,10.0,16.0,0.625,True,False,True,False
6,2005-11-11,20,CLE,1,MEM,19,1.0,25,5.0,11.0,0.455,0.0,1.0,0.0,6.0,6.0,1.0,1.0,5.0,6.0,2.0,3.0,1.0,3.0,5.0,16.0,12.6,24.0,0.5776173285198556,0.5454545454545454,0.10610079575596816,0.15915119363395225,0.6666666666666666,0.8333333333333334,0.16666666666666666,15.64,3,0.7875,2.1,0.04958677685950413,5.333333333333333,1.0230179028132993,1.1875,24.435160000000007,1.5271975000000004,4.0,1.3333333333333333,True,False,False,True,False,True,rising,False,False,False,below 20,5.0,10.0,0.5,False,True,True,False
7,2005-11-13,20,CLE,0,ORL,8,1.0,48,9.0,20.0,0.45,1.0,4.0,0.25,7.0,11.0,0.636,0.0,5.0,5.0,3.0,0.0,1.0,2.0,2.0,26.0,15.5,7.0,0.5153617443012883,0.35,0.09925558312655086,0.06617038875103391,1.5,1.0,0.0,26.84,3,0.5961538461538461,2.2142857142857144,0.017499999999999998,13.0,0.9687034277198212,0.3076923076923077,14.917125,0.573735576923077,1.0,0.5,True,False,False,False,True,False,rising,False,True,True,below 35,8.0,16.0,0.5,False,False,True,True
8,2005-11-15,20,CLE,1,WAS,15,1.0,42,15.0,23.0,0.652,2.0,3.0,0.667,5.0,5.0,1.0,1.0,9.0,10.0,4.0,0.0,2.0,3.0,1.0,37.0,31.1,17.0,0.729064039408867,0.21739130434782608,0.12355212355212356,0.09266409266409266,1.3333333333333333,0.9,0.1,27.2,3,0.8405405405405406,6.220000000000001,0.00945179584120983,12.333333333333334,1.3602941176470589,0.40540540540540543,36.25345238095238,0.9798230373230373,2.0,0.6666666666666666,True,True,True,False,True,True,rising,True,True,True,above 35,13.0,20.0,0.65,True,False,False,False
9,2005-11-18,20,CLE,1,ORL,18,1.0,33,6.0,17.0,0.353,0.0,3.0,0.0,4.0,6.0,0.667,1.0,5.0,6.0,4.0,2.0,0.0,4.0,2.0,16.0,7.9,25.0,0.4030226700251889,0.23529411764705882,0.1436265709156194,0.1436265709156194,1.0,0.8333333333333334,0.16666666666666666,22.64,3,0.49375,1.975,0.01384083044982699,4.0,0.7067137809187279,1.125,10.329060606060612,0.6455662878787882,2.0,0.5,True,False,False,False,False,False,rising,False,False,False,below 20,6.0,14.0,0.42857142857142855,False,False,False,False
10,2005-11-19,20,CLE,0,PHI,3,1.0,46,14.0,24.0,0.583,0.0,2.0,0.0,8.0,10.0,0.8,2.0,9.0,11.0,10.0,1.0,1.0,5.0,1.0,36.0,31.4,8.0,0.6260869565217392,0.3333333333333333,0.22857142857142856,0.11428571428571428,2.0,0.8181818181818182,0.18181818181818182,31.4,3,0.8722222222222222,3.925,0.013888888888888888,7.2,1.1464968152866242,0.08333333333333333,32.81215217391304,0.9114486714975845,2.0,0.4,True,False,True,False,True,True,rising,True,False,True,above 35,14.0,22.0,0.6363636363636364,True,False,True,False
11,2005-11-22,20,CLE,1,BOS,22,1.0,40,13.0,20.0,0.65,1.0,3.0,0.33299999999999996,9.0,11.0,0.818,0.0,5.0,5.0,4.0,2.0,2.0,1.0,4.0,36.0,31.5,14.0,0.7135777998017839,0.45,0.13234077750206782,0.033085194375516956,4.0,1.0,0.0,25.84,3,0.875,3.5,0.0225,36.0,1.3931888544891642,0.6111111111111112,38.78760000000001,1.0774333333333337,4.0,4.0,True,False,True,True,True,True,rising,True,False,True,above 35,12.0,17.0,0.7058823529411765,True,True,True,True
12,2005-11-24,20,CLE,0,IND,-22,1.0,43,6.0,20.0,0.3,0.0,4.0,0.0,7.0,11.0,0.636,1.0,9.0,10.0,4.0,5.0,1.0,6.0,4.0,19.0,10.1,-18.0,0.3766105054509415,0.35,0.11355571327182398,0.170333569907736,0.6666666666666666,0.9,0.1,29.84,3,0.531578947368421,1.4428571428571428,0.017499999999999998,3.1666666666666665,0.6367292225201072,-1.1578947368421053,10.260674418604662,0.5400354957160348,6.0,1.0,False,False,False,True,True,False,rising,False,False,False,below 20,6.0,16.0,0.375,False,True,True,False
13,2005-11-26,20,CLE,1,MIN,-4,1.0,44,13.0,29.0,0.44799999999999995,6.0,11.0,0.545,6.0,6.0,1.0,2.0,3.0,5.0,2.0,4.0,0.0,2.0,2.0,38.0,27.8,-3.0,0.5965463108320251,0.20689655172413793,0.05578800557880056,0.05578800557880056,1.0,0.6,0.4,31.64,3,0.7315789473684211,4.633333333333334,0.007134363852556481,19.0,1.2010113780025284,-0.10526315789473684,30.60688636363636,0.8054443779904306,4.0,2.0,False,True,False,True,True,True,rising,True,False,False,above 35,7.0,18.0,0.3888888888888889,False,False,False,True
14,2005-11-30,20,CLE,1,LAC,7,1.0,49,7.0,20.0,0.35,0.0,3.0,0.0,14.0,17.0,0.8240000000000001,0.0,7.0,7.0,9.0,1.0,1.0,6.0,1.0,28.0,19.3,6.0,0.4986642920747997,0.7,0.2089378990133488,0.13929193267556586,1.5,1.0,0.0,33.480000000000004,3,0.6892857142857143,1.3785714285714286,0.034999999999999996,4.666666666666667,0.8363201911589008,0.25,17.449591836734697,0.6231997084548107,2.0,0.3333333333333333,True,False,False,False,True,True,rising,False,False,True,below 35,7.0,17.0,0.4117647058823529,False,False,True,False
15,2005-12-02,20,CLE,0,SEA,-7,1.0,45,14.0,27.0,0.519,0.0,5.0,0.0,6.0,8.0,0.75,0.0,3.0,3.0,8.0,1.0,3.0,1.0,1.0,34.0,28.1,-2.0,0.551948051948052,0.2222222222222222,0.20100502512562815,0.02512562814070352,8.0,1.0,0.0,31.52,3,0.8264705882352942,4.683333333333334,0.008230452674897118,34.0,1.0786802030456852,-0.20588235294117646,30.135355555555556,0.8863339869281046,4.0,4.0,False,False,True,True,True,True,rising,True,True,True,below 35,14.0,22.0,0.6363636363636364,True,False,False,True
16,2005-12-03,20,CLE,0,LAC,-12,1.0,44,8.0,25.0,0.32,3.0,5.0,0.6,11.0,14.0,0.7859999999999999,0.0,5.0,5.0,6.0,1.0,1.0,1.0,3.0,30.0,19.7,-11.0,0.47393364928909953,0.44,0.1552393272962484,0.0258732212160414,6.0,1.0,0.0,32.16,3,0.6566666666666666,1.7909090909090908,0.0176,30.0,0.9328358208955225,-0.4,20.468363636363637,0.6822787878787879,2.0,2.0,False,True,False,False,True,True,rising,False,False,True,below 35,5.0,20.0,0.25,False,False,True,True
17,2005-12-06,20,CLE,0,SAC,5,1.0,44,10.0,23.0,0.435,1.0,5.0,0.2,9.0,12.0,0.75,2.0,4.0,6.0,6.0,2.0,3.0,5.0,2.0,30.0,21.8,3.0,0.5226480836236934,0.391304347826087,0.15113350125944583,0.12594458438287154,1.2,0.6666666666666666,0.3333333333333333,31.28,3,0.7266666666666667,2.4222222222222225,0.017013232514177693,6.0,0.959079283887468,0.16666666666666666,23.398181818181808,0.7799393939393936,5.0,1.0,True,False,False,True,True,True,rising,False,True,True,below 35,9.0,18.0,0.5,False,False,True,False
18,2005-12-09,20,CLE,1,NJN,-9,1.0,44,11.0,26.0,0.423,0.0,4.0,0.0,10.0,15.0,0.667,2.0,4.0,6.0,3.0,0.0,1.0,7.0,3.0,32.0,13.4,-4.0,0.4830188679245283,0.38461538461538464,0.06956521739130435,0.16231884057971013,0.42857142857142855,0.6666666666666666,0.3333333333333333,37.6,3,0.41875,1.34,0.014792899408284025,4.571428571428571,0.851063829787234,-0.28125,13.108704545454554,0.4096470170454548,1.0,0.14285714285714285,False,False,False,False,True,False,rising,False,True,False,below 35,11.0,22.0,0.5,False,False,True,False
19,2005-12-10,20,CLE,0,MIL,-5,1.0,42,19.0,29.0,0.655,5.0,9.0,0.556,9.0,10.0,0.9,0.0,7.0,7.0,7.0,2.0,0.0,3.0,5.0,52.0,42.9,-3.0,0.7703703703703704,0.3103448275862069,0.16,0.06857142857142857,2.3333333333333335,1.0,0.0,36.4,3,0.825,4.766666666666667,0.01070154577883472,17.333333333333332,1.4285714285714286,-0.09615384615384616,50.15738095238096,0.9645650183150185,2.0,0.6666666666666666,False,True,True,False,True,True,rising,True,False,True,above 35,14.0,20.0,0.7,True,True,False,False
20,2005-12-13,20,CLE,1,ATL,-6,1.0,45,13.0,23.0,0.565,3.0,6.0,0.5,10.0,16.0,0.625,0.0,10.0,10.0,6.0,2.0,0.0,6.0,5.0,39.0,26.9,-4.0,0.6372549019607843,0.43478260869565216,0.14084507042253522,0.14084507042253522,1.0,1.0,0.0,36.04,3,0.6897435897435897,2.69,0.01890359168241966,6.5,1.0821309655937847,-0.15384615384615385,28.48397777777779,0.7303584045584048,2.0,0.3333333333333333,False,True,True,False,True,False,rising,True,False,False,above 35,10.0,17.0,0.5882352941176471,True,True,True,False
21,2005-12-15,20,CLE,1,DEN,9,1.0,45,11.0,18.0,0.611,1.0,4.0,0.25,3.0,6.0,0.5,0.0,4.0,4.0,9.0,1.0,0.0,3.0,3.0,26.0,20.9,16.0,0.6235011990407674,0.16666666666666666,0.273972602739726,0.091324200913242,3.0,1.0,0.0,23.64,3,0.8038461538461538,6.966666666666666,0.009259259259259259,8.666666666666666,1.0998307952622672,0.34615384615384615,22.540088888888896,0.8669264957264959,1.0,0.3333333333333333,True,False,True,False,True,False,rising,True,False,True,below 35,10.0,14.0,0.7142857142857143,True,False,False,False
22,2005-12-17,20,CLE,1,MIA,8,1.0,46,12.0,19.0,0.632,2.0,4.0,0.5,15.0,16.0,0.938,0.0,5.0,5.0,10.0,1.0,0.0,4.0,3.0,41.0,36.4,9.0,0.7706766917293233,0.7894736842105263,0.24630541871921183,0.09852216748768472,2.5,1.0,0.0,30.04,3,0.8878048780487805,2.4266666666666667,0.04155124653739612,10.25,1.3648468708388815,0.1951219512195122,38.038695652173914,0.9277730646871686,1.0,0.25,True,True,True,False,True,True,rising,True,False,True,above 35,10.0,15.0,0.6666666666666666,True,False,True,False
23,2005-12-20,20,CLE,1,UTA,25,1.0,28,8.0,12.0,0.667,1.0,1.0,1.0,8.0,9.0,0.889,2.0,4.0,6.0,4.0,3.0,2.0,5.0,1.0,25.0,23.8,20.0,0.7680491551459294,0.6666666666666666,0.15825914935707222,0.19782393669634027,0.8,0.6666666666666666,0.3333333333333333,18.96,3,0.9520000000000001,2.975,0.05555555555555555,5.0,1.3185654008438819,1.0,41.652642857142865,1.6661057142857145,5.0,1.0,True,True,True,True,False,True,rising,True,False,False,below 35,7.0,11.0,0.6363636363636364,True,False,True,False
24,2005-12-22,20,CLE,0,CHI,8,1.0,43,12.0,25.0,0.48,4.0,6.0,0.667,9.0,13.0,0.6920000000000001,0.0,5.0,5.0,6.0,4.0,0.0,2.0,2.0,37.0,29.6,15.0,0.5934242181234963,0.36,0.15315890236119975,0.05105296745373325,3.0,1.0,0.0,32.72,3,0.8,3.288888888888889,0.0144,18.5,1.1308068459657703,0.21621621621621623,33.13399999999999,0.8955135135135134,4.0,2.0,True,True,False,True,True,False,rising,True,False,True,above 35,8.0,19.0,0.42105263157894735,False,False,True,True
