G,Date,Age,Tm,game_location,Opp,game_result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
52.0,2004-02-20,19-052,CLE,,SAS,W (+2),1.0,39:37,14.0,23.0,0.609,0.0,0.0,,4.0,4.0,1.0,2.0,9.0,11.0,2.0,2.0,1.0,2.0,0.0,32.0,27.7,3.0
53.0,2004-02-22,19-054,CLE,@,NYK,W (+6),1.0,43:47,7.0,20.0,0.35,0.0,0.0,,8.0,12.0,0.667,1.0,4.0,5.0,3.0,1.0,0.0,1.0,2.0,22.0,12.4,11.0
54.0,2004-02-23,19-055,CLE,,NOH,W (+4),1.0,36:36,7.0,16.0,0.438,1.0,5.0,0.2,6.0,6.0,1.0,0.0,4.0,4.0,6.0,2.0,5.0,1.0,3.0,21.0,21.3,4.0
55.0,2004-02-25,19-057,CLE,@,HOU,L (-6),1.0,38:38,5.0,18.0,0.278,0.0,2.0,0.0,1.0,3.0,0.333,2.0,5.0,7.0,5.0,2.0,1.0,2.0,1.0,11.0,6.3,-5.0
56.0,2004-02-27,19-059,CLE,@,ORL,W (+5),1.0,49:13,11.0,19.0,0.579,1.0,1.0,1.0,7.0,8.0,0.875,1.0,10.0,11.0,3.0,3.0,1.0,5.0,1.0,30.0,24.8,7.0
57.0,2004-03-01,19-062,CLE,@,CHI,L (-11),1.0,40:48,7.0,17.0,0.412,0.0,2.0,0.0,4.0,6.0,0.667,0.0,3.0,3.0,3.0,4.0,1.0,3.0,2.0,18.0,12.0,-4.0
58.0,2004-03-03,19-064,CLE,,ATL,W (+32),1.0,27:36,9.0,17.0,0.529,1.0,2.0,0.5,5.0,6.0,0.833,1.0,6.0,7.0,3.0,1.0,1.0,1.0,0.0,24.0,20.6,22.0
59.0,2004-03-05,19-066,CLE,@,NOH,W (+3),1.0,37:47,7.0,17.0,0.412,2.0,2.0,1.0,3.0,4.0,0.75,2.0,4.0,6.0,4.0,2.0,0.0,4.0,5.0,19.0,10.9,1.0
60.0,2004-03-06,19-067,CLE,,MIL,W (+9),1.0,42:42,11.0,24.0,0.458,0.0,3.0,0.0,2.0,3.0,0.667,2.0,5.0,7.0,10.0,4.0,1.0,2.0,3.0,24.0,22.6,9.0
61.0,2004-03-08,19-069,CLE,@,ATL,W (+6),1.0,45:06,11.0,23.0,0.478,1.0,4.0,0.25,11.0,13.0,0.846,2.0,4.0,6.0,7.0,1.0,0.0,2.0,1.0,34.0,27.6,11.0
62.0,2004-03-10,19-071,CLE,@,TOR,W (+14),1.0,33:46,4.0,13.0,0.308,0.0,0.0,,6.0,7.0,0.857,1.0,2.0,3.0,4.0,1.0,0.0,2.0,2.0,14.0,8.4,16.0
63.0,2004-03-14,19-075,CLE,,IND,W (+3),1.0,44:09,12.0,22.0,0.545,0.0,2.0,0.0,2.0,4.0,0.5,0.0,3.0,3.0,4.0,3.0,1.0,4.0,3.0,26.0,16.8,5.0
64.0,2004-03-16,19-077,CLE,,CHI,W (+24),1.0,32:08,5.0,16.0,0.313,2.0,3.0,0.667,5.0,8.0,0.625,3.0,2.0,5.0,8.0,0.0,5.0,4.0,1.0,17.0,14.0,24.0
65.0,2004-03-19,19-080,CLE,,UTA,L (-9),1.0,34:16,4.0,14.0,0.286,0.0,2.0,0.0,6.0,10.0,0.6,0.0,0.0,0.0,7.0,2.0,1.0,2.0,3.0,14.0,8.6,-2.0
66.0,2004-03-21,19-082,CLE,,DET,L (-20),1.0,36:45,5.0,17.0,0.294,1.0,4.0,0.25,4.0,5.0,0.8,2.0,5.0,7.0,3.0,0.0,2.0,4.0,4.0,15.0,5.5,-21.0
67.0,2004-03-23,19-084,CLE,,PHO,L (-17),1.0,40:58,8.0,21.0,0.381,2.0,5.0,0.4,7.0,9.0,0.778,1.0,1.0,2.0,6.0,3.0,1.0,5.0,0.0,25.0,16.6,-12.0
68.0,2004-03-26,19-087,CLE,@,PHI,L (-15),1.0,32:46,5.0,13.0,0.385,1.0,2.0,0.5,5.0,9.0,0.556,2.0,1.0,3.0,7.0,0.0,1.0,5.0,1.0,16.0,9.2,-24.0
69.0,2004-03-27,19-088,CLE,,NJN,W (+3),1.0,43:48,15.0,29.0,0.517,1.0,2.0,0.5,10.0,10.0,1.0,2.0,4.0,6.0,13.0,3.0,0.0,2.0,1.0,41.0,39.0,10.0
70.0,2004-03-29,19-090,CLE,@,SAS,L (-8),1.0,31:40,9.0,20.0,0.45,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,4.0,0.0,1.0,2.0,0.0,18.0,9.7,-14.0
71.0,2004-03-30,19-091,CLE,@,DAL,L (-17),1.0,42:05,13.0,22.0,0.591,0.0,2.0,0.0,2.0,4.0,0.5,1.0,4.0,5.0,6.0,4.0,0.0,3.0,2.0,28.0,23.3,-10.0
72.0,2004-04-02,19-094,CLE,@,MIL,L (-18),1.0,36:38,9.0,19.0,0.474,0.0,0.0,,2.0,2.0,1.0,0.0,7.0,7.0,7.0,5.0,0.0,5.0,3.0,20.0,16.1,-13.0
73.0,2004-04-03,19-095,CLE,,GSW,L (-3),1.0,46:15,12.0,28.0,0.429,3.0,5.0,0.6,7.0,11.0,0.636,3.0,5.0,8.0,10.0,1.0,1.0,3.0,1.0,34.0,26.5,-3.0
74.0,2004-04-06,19-098,CLE,,TOR,L (-1),1.0,46:00,5.0,17.0,0.294,0.0,0.0,,11.0,14.0,0.786,1.0,5.0,6.0,4.0,3.0,0.0,3.0,2.0,21.0,14.1,2.0
75.0,2004-04-07,19-099,CLE,@,MEM,L (-18),1.0,36:35,4.0,11.0,0.364,0.0,0.0,,6.0,7.0,0.857,0.0,3.0,3.0,5.0,3.0,0.0,2.0,4.0,14.0,11.3,-11.0
76.0,2004-04-09,19-101,CLE,@,MIA,L (-15),1.0,42:13,6.0,14.0,0.429,1.0,1.0,1.0,11.0,15.0,0.733,1.0,6.0,7.0,8.0,1.0,0.0,8.0,2.0,24.0,15.3,-16.0
77.0,2004-04-10,19-102,CLE,,MIA,W (+11),1.0,31:38,4.0,11.0,0.364,0.0,2.0,0.0,2.0,5.0,0.4,1.0,2.0,3.0,11.0,0.0,0.0,2.0,3.0,10.0,8.5,14.0
78.0,2004-04-12,19-104,CLE,,MIL,W (+4),1.0,45:18,9.0,20.0,0.45,1.0,4.0,0.25,8.0,11.0,0.727,1.0,6.0,7.0,9.0,2.0,0.0,1.0,1.0,27.0,24.8,11.0
79.0,2004-04-14,19-106,CLE,@,NYK,W (+10),1.0,35:05,8.0,17.0,0.471,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,3.0,0.0,5.0,1.0,17.0,9.7,-6.0
