,G,Date,Age,Tm,game_location,Opp,game_result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
24,25.0,2007-12-27,22-362,CLE,@,DAL,W (+7),1.0,36:19,9.0,21.0,0.429,1.0,4.0,0.25,5.0,10.0,0.5,4.0,4.0,8.0,7.0,3.0,0.0,3.0,5.0,24.0,17.8,5.0
25,26.0,2007-12-29,22-364,CLE,@,NOH,L (-10),1.0,42:21,8.0,21.0,0.381,1.0,4.0,0.25,4.0,6.0,0.667,2.0,3.0,5.0,6.0,1.0,0.0,4.0,1.0,21.0,11.8,-18.0
26,27.0,2008-01-02,23-003,CLE,,ATL,W (+4),1.0,40:05,13.0,22.0,0.591,1.0,3.0,0.333,9.0,11.0,0.818,1.0,4.0,5.0,6.0,2.0,1.0,2.0,1.0,36.0,31.4,7.0
27,28.0,2008-01-04,23-005,CLE,,SAC,W (+4),1.0,45:21,7.0,18.0,0.389,1.0,6.0,0.167,9.0,12.0,0.75,1.0,7.0,8.0,10.0,5.0,1.0,3.0,1.0,24.0,25.1,7.0
28,29.0,2008-01-06,23-007,CLE,@,TOR,W (+3),1.0,45:44,14.0,29.0,0.483,4.0,8.0,0.5,7.0,12.0,0.583,3.0,8.0,11.0,8.0,0.0,0.0,1.0,1.0,39.0,31.0,-1.0
29,30.0,2008-01-08,23-009,CLE,,SEA,W (+16),1.0,35:10,8.0,18.0,0.444,0.0,3.0,0.0,6.0,6.0,1.0,2.0,6.0,8.0,3.0,2.0,0.0,4.0,2.0,22.0,15.1,13.0
30,31.0,2008-01-09,23-010,CLE,@,ATL,L (-9),1.0,43:23,13.0,22.0,0.591,0.0,4.0,0.0,5.0,9.0,0.556,3.0,7.0,10.0,6.0,3.0,1.0,3.0,3.0,31.0,27.1,-7.0
31,32.0,2008-01-11,23-012,CLE,,CHA,W (+7),1.0,49:36,10.0,20.0,0.5,2.0,7.0,0.286,9.0,15.0,0.6,5.0,14.0,19.0,8.0,4.0,3.0,8.0,3.0,31.0,28.8,-2.0
32,33.0,2008-01-15,23-016,CLE,@,MEM,W (+8),1.0,47:10,18.0,28.0,0.643,6.0,12.0,0.5,9.0,16.0,0.563,3.0,5.0,8.0,9.0,3.0,1.0,4.0,1.0,51.0,45.0,10.0
33,34.0,2008-01-17,23-018,CLE,@,SAS,W (+2),1.0,38:54,9.0,24.0,0.375,1.0,5.0,0.2,8.0,12.0,0.667,3.0,6.0,9.0,7.0,0.0,2.0,3.0,1.0,27.0,19.0,-11.0
34,35.0,2008-01-21,23-022,CLE,@,MIA,W (+7),1.0,39:40,11.0,26.0,0.423,1.0,4.0,0.25,5.0,5.0,1.0,1.0,2.0,3.0,5.0,4.0,1.0,5.0,4.0,28.0,17.1,12.0
35,36.0,2008-01-23,23-024,CLE,,WAS,W (+36),1.0,31:08,7.0,13.0,0.538,1.0,3.0,0.333,8.0,9.0,0.889,2.0,6.0,8.0,8.0,2.0,1.0,0.0,2.0,23.0,27.0,31.0
36,37.0,2008-01-25,23-026,CLE,,PHO,L (-2),1.0,39:26,14.0,30.0,0.467,0.0,1.0,0.0,8.0,10.0,0.8,2.0,5.0,7.0,5.0,2.0,0.0,1.0,3.0,36.0,26.0,-12.0
37,38.0,2008-01-27,23-028,CLE,@,LAL,W (+3),1.0,44:08,16.0,32.0,0.5,1.0,5.0,0.2,8.0,12.0,0.667,3.0,6.0,9.0,4.0,2.0,0.0,5.0,4.0,41.0,25.5,-3.0
38,39.0,2008-01-30,23-031,CLE,@,POR,W (+1),1.0,43:53,13.0,29.0,0.448,3.0,6.0,0.5,8.0,12.0,0.667,2.0,12.0,14.0,4.0,2.0,2.0,4.0,3.0,37.0,26.3,3.0
39,40.0,2008-02-02,23-034,CLE,,LAC,W (+14),1.0,43:48,8.0,19.0,0.421,1.0,4.0,0.25,11.0,16.0,0.688,0.0,11.0,11.0,7.0,2.0,1.0,3.0,2.0,28.0,23.0,15.0
40,41.0,2008-02-05,23-037,CLE,,BOS,W (+1),1.0,42:24,11.0,21.0,0.524,4.0,8.0,0.5,7.0,10.0,0.7,1.0,8.0,9.0,12.0,5.0,2.0,7.0,5.0,33.0,30.4,12.0
41,42.0,2008-02-07,23-039,CLE,@,HOU,L (-15),1.0,41:13,12.0,23.0,0.522,2.0,5.0,0.4,6.0,11.0,0.545,1.0,6.0,7.0,6.0,2.0,2.0,3.0,0.0,32.0,25.8,-11.0
42,43.0,2008-02-08,23-040,CLE,@,ATL,W (+5),1.0,44:00,11.0,24.0,0.458,0.0,3.0,0.0,4.0,4.0,1.0,4.0,7.0,11.0,7.0,2.0,1.0,1.0,2.0,26.0,24.3,5.0
43,44.0,2008-02-10,23-042,CLE,,DEN,L (-30),1.0,32:36,11.0,23.0,0.478,2.0,5.0,0.4,6.0,6.0,1.0,1.0,4.0,5.0,3.0,2.0,0.0,5.0,1.0,30.0,18.9,-25.0
44,45.0,2008-02-11,23-043,CLE,@,ORL,W (+7),1.0,43:51,8.0,15.0,0.533,1.0,2.0,0.5,12.0,15.0,0.8,1.0,6.0,7.0,10.0,3.0,1.0,5.0,3.0,29.0,27.5,10.0
45,46.0,2008-02-13,23-045,CLE,,SAS,L (-7),1.0,42:44,17.0,31.0,0.548,1.0,5.0,0.2,4.0,7.0,0.571,2.0,4.0,6.0,9.0,0.0,1.0,3.0,4.0,39.0,27.9,-4.0
46,47.0,2008-02-19,23-051,CLE,,HOU,L (-8),1.0,42:08,7.0,18.0,0.389,4.0,7.0,0.571,8.0,11.0,0.727,2.0,11.0,13.0,11.0,2.0,0.0,5.0,2.0,26.0,23.6,-8.0
47,48.0,2008-02-20,23-052,CLE,@,IND,W (+9),1.0,43:14,11.0,22.0,0.5,1.0,5.0,0.2,8.0,12.0,0.667,2.0,12.0,14.0,12.0,2.0,1.0,4.0,1.0,31.0,30.1,14.0
48,49.0,2008-02-22,23-054,CLE,,WAS,W (+1),1.0,44:32,11.0,20.0,0.55,2.0,6.0,0.333,9.0,14.0,0.643,3.0,12.0,15.0,8.0,1.0,1.0,3.0,1.0,33.0,31.0,2.0
49,50.0,2008-02-24,23-056,CLE,,MEM,W (+20),1.0,39:02,10.0,17.0,0.588,1.0,4.0,0.25,4.0,5.0,0.8,1.0,6.0,7.0,11.0,3.0,1.0,6.0,2.0,25.0,23.8,19.0
50,51.0,2008-02-26,23-058,CLE,@,MIL,L (-3),1.0,37:50,16.0,24.0,0.667,1.0,3.0,0.333,2.0,5.0,0.4,0.0,4.0,4.0,6.0,0.0,1.0,2.0,3.0,35.0,26.3,-2.0
51,52.0,2008-02-27,23-059,CLE,@,BOS,L (-5),1.0,39:00,7.0,24.0,0.292,1.0,6.0,0.167,11.0,15.0,0.733,4.0,4.0,8.0,4.0,0.0,0.0,3.0,2.0,26.0,13.4,-13.0
52,53.0,2008-02-29,23-061,CLE,,MIN,W (+8),1.0,43:35,11.0,22.0,0.5,1.0,4.0,0.25,7.0,9.0,0.778,2.0,6.0,8.0,13.0,2.0,0.0,3.0,2.0,30.0,28.7,12.0
53,54.0,2008-03-02,23-063,CLE,,CHI,W (+9),1.0,39:51,15.0,29.0,0.517,0.0,5.0,0.0,7.0,8.0,0.875,3.0,3.0,6.0,6.0,1.0,0.0,3.0,1.0,37.0,27.1,21.0
54,55.0,2008-03-05,23-066,CLE,@,NYK,W (+14),1.0,43:50,16.0,30.0,0.533,7.0,13.0,0.538,11.0,16.0,0.688,1.0,7.0,8.0,10.0,4.0,0.0,2.0,3.0,50.0,44.0,11.0
55,56.0,2008-03-06,23-067,CLE,@,CHI,L (-11),1.0,37:55,13.0,27.0,0.481,2.0,8.0,0.25,11.0,12.0,0.917,0.0,3.0,3.0,1.0,1.0,3.0,4.0,1.0,39.0,25.2,-21.0
56,57.0,2008-03-08,23-069,CLE,,IND,W (+8),1.0,38:13,11.0,24.0,0.458,5.0,8.0,0.625,11.0,12.0,0.917,4.0,7.0,11.0,4.0,1.0,2.0,2.0,2.0,38.0,32.5,15.0
57,58.0,2008-03-10,23-071,CLE,,POR,W (+8),1.0,43:41,7.0,18.0,0.389,1.0,4.0,0.25,9.0,13.0,0.692,1.0,9.0,10.0,11.0,1.0,2.0,4.0,0.0,24.0,22.1,10.0
58,59.0,2008-03-12,23-073,CLE,@,NJN,L (-5),1.0,45:41,12.0,23.0,0.522,2.0,7.0,0.286,16.0,23.0,0.696,3.0,8.0,11.0,7.0,1.0,2.0,6.0,5.0,42.0,31.7,-4.0
59,60.0,2008-03-13,23-074,CLE,@,WAS,L (-2),1.0,43:23,9.0,22.0,0.409,1.0,7.0,0.143,6.0,8.0,0.75,2.0,5.0,7.0,7.0,0.0,0.0,7.0,4.0,25.0,11.6,3.0
60,61.0,2008-03-16,23-077,CLE,,CHA,W (+7),1.0,41:40,11.0,24.0,0.458,1.0,3.0,0.333,10.0,16.0,0.625,2.0,5.0,7.0,10.0,1.0,2.0,1.0,2.0,33.0,28.7,17.0
61,62.0,2008-03-17,23-078,CLE,@,ORL,L (-14),1.0,42:14,11.0,22.0,0.5,1.0,4.0,0.25,7.0,11.0,0.636,2.0,7.0,9.0,6.0,0.0,1.0,3.0,1.0,30.0,22.4,-7.0
62,63.0,2008-03-19,23-080,CLE,,DET,W (+16),1.0,41:04,11.0,19.0,0.579,2.0,5.0,0.4,6.0,7.0,0.857,3.0,4.0,7.0,6.0,1.0,1.0,0.0,0.0,30.0,29.9,15.0
63,64.0,2008-03-21,23-082,CLE,,TOR,W (+7),1.0,41:24,14.0,22.0,0.636,1.0,3.0,0.333,0.0,0.0,,0.0,12.0,12.0,5.0,1.0,0.0,5.0,1.0,29.0,21.9,-3.0
64,65.0,2008-03-22,23-083,CLE,@,MIL,L (-10),1.0,38:35,9.0,25.0,0.36,3.0,9.0,0.333,8.0,10.0,0.8,4.0,7.0,11.0,4.0,2.0,0.0,4.0,3.0,29.0,18.8,-12.0
65,66.0,2008-03-26,23-087,CLE,,NOH,L (-1),1.0,40:33,6.0,14.0,0.429,1.0,2.0,0.5,8.0,10.0,0.8,0.0,3.0,3.0,8.0,2.0,2.0,2.0,2.0,21.0,19.9,-3.0
66,67.0,2008-03-29,23-090,CLE,@,DET,L (-14),1.0,35:18,4.0,17.0,0.235,1.0,5.0,0.2,4.0,6.0,0.667,0.0,4.0,4.0,5.0,0.0,0.0,5.0,0.0,13.0,1.6,-19.0
67,68.0,2008-03-30,23-091,CLE,,PHI,W (+3),1.0,41:47,11.0,18.0,0.611,1.0,2.0,0.5,3.0,3.0,1.0,3.0,6.0,9.0,9.0,3.0,1.0,1.0,4.0,26.0,29.1,7.0
68,69.0,2008-04-02,23-094,CLE,@,CHA,W (+4),1.0,31:13,11.0,19.0,0.579,1.0,4.0,0.25,6.0,6.0,1.0,2.0,2.0,4.0,5.0,3.0,2.0,4.0,6.0,29.0,23.6,3.0
69,70.0,2008-04-03,23-095,CLE,,CHI,L (-3),1.0,38:30,10.0,24.0,0.417,3.0,7.0,0.429,10.0,14.0,0.714,0.0,5.0,5.0,4.0,2.0,2.0,3.0,4.0,33.0,21.7,-1.0
70,71.0,2008-04-05,23-097,CLE,,ORL,L (-15),1.0,42:22,6.0,22.0,0.273,1.0,5.0,0.2,4.0,8.0,0.5,5.0,2.0,7.0,9.0,2.0,2.0,5.0,1.0,17.0,10.8,-15.0
71,72.0,2008-04-09,23-101,CLE,,NJN,W (+21),1.0,35:22,11.0,21.0,0.524,1.0,4.0,0.25,10.0,13.0,0.769,4.0,3.0,7.0,8.0,1.0,2.0,0.0,2.0,33.0,32.4,10.0
72,73.0,2008-04-11,23-103,CLE,@,CHI,L (-5),1.0,38:11,13.0,21.0,0.619,2.0,6.0,0.333,6.0,12.0,0.5,0.0,6.0,6.0,2.0,3.0,0.0,3.0,2.0,34.0,24.5,-10.0
73,74.0,2008-04-13,23-105,CLE,,MIA,W (+8),1.0,35:15,3.0,9.0,0.333,0.0,1.0,0.0,7.0,9.0,0.778,0.0,11.0,11.0,7.0,1.0,2.0,5.0,1.0,13.0,12.3,-3.0
74,75.0,2008-04-14,23-106,CLE,@,PHI,W (+1),1.0,41:41,10.0,18.0,0.556,1.0,2.0,0.5,6.0,12.0,0.5,1.0,3.0,4.0,5.0,2.0,1.0,5.0,3.0,27.0,17.6,-5.0
