G,Date,Age,Tm,game_location,Opp,game_result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
21.0,2016-12-10,31-346,CLE,,CHO,W (+11),1.0,42:27,17.0,24.0,0.708,5.0,10.0,0.5,5.0,9.0,0.556,1.0,8.0,9.0,10.0,3.0,1.0,5.0,3.0,44.0,40.0,-1.0
22.0,2016-12-13,31-349,CLE,,MEM,W (+17),1.0,36:29,9.0,17.0,0.529,0.0,4.0,0.0,5.0,8.0,0.625,1.0,5.0,6.0,8.0,3.0,0.0,6.0,1.0,23.0,17.9,9.0
23.0,2016-12-17,31-353,CLE,,LAL,W (+11),1.0,38:55,9.0,18.0,0.5,2.0,5.0,0.4,6.0,11.0,0.545,1.0,6.0,7.0,9.0,2.0,2.0,2.0,1.0,26.0,24.8,17.0
24.0,2016-12-20,31-356,CLE,@,MIL,W (+6),1.0,47:29,12.0,25.0,0.48,5.0,9.0,0.556,5.0,6.0,0.833,3.0,9.0,12.0,7.0,1.0,1.0,2.0,2.0,34.0,29.5,8.0
25.0,2016-12-21,31-357,CLE,,MIL,W (+11),1.0,34:25,12.0,24.0,0.5,4.0,7.0,0.571,1.0,1.0,1.0,1.0,8.0,9.0,6.0,0.0,0.0,2.0,0.0,29.0,22.3,26.0
26.0,2016-12-23,31-359,CLE,,BRK,W (+20),1.0,27:16,7.0,16.0,0.438,0.0,3.0,0.0,5.0,6.0,0.833,1.0,3.0,4.0,6.0,3.0,0.0,1.0,0.0,19.0,18.0,32.0
27.0,2016-12-25,31-361,CLE,,GSW,W (+1),1.0,40:11,12.0,22.0,0.545,4.0,8.0,0.5,3.0,7.0,0.429,5.0,8.0,13.0,4.0,2.0,1.0,5.0,2.0,31.0,24.4,4.0
28.0,2016-12-29,31-365,CLE,,BOS,W (+6),1.0,43:44,9.0,18.0,0.5,2.0,6.0,0.333,3.0,7.0,0.429,2.0,6.0,8.0,11.0,1.0,3.0,8.0,2.0,23.0,17.6,1.0
29.0,2016-12-31,32-001,CLE,@,CHO,W (+12),1.0,35:47,12.0,25.0,0.48,4.0,8.0,0.5,4.0,6.0,0.667,2.0,4.0,6.0,9.0,1.0,0.0,1.0,1.0,32.0,27.0,17.0
30.0,2017-01-02,32-003,CLE,,NOP,W (+8),1.0,38:55,9.0,21.0,0.429,0.0,4.0,0.0,8.0,10.0,0.8,2.0,5.0,7.0,6.0,2.0,1.0,4.0,1.0,26.0,19.5,-4.0
31.0,2017-01-04,32-005,CLE,,CHI,L (-12),1.0,36:53,12.0,21.0,0.571,1.0,2.0,0.5,6.0,9.0,0.667,2.0,6.0,8.0,7.0,1.0,0.0,5.0,2.0,31.0,23.2,-13.0
32.0,2017-01-06,32-007,CLE,@,BRK,W (+8),1.0,35:17,14.0,20.0,0.7,0.0,1.0,0.0,8.0,10.0,0.8,0.0,9.0,9.0,6.0,3.0,0.0,5.0,2.0,36.0,30.9,20.0
33.0,2017-01-08,32-009,CLE,@,PHO,W (+4),1.0,39:31,11.0,17.0,0.647,2.0,4.0,0.5,4.0,6.0,0.667,3.0,5.0,8.0,4.0,1.0,0.0,7.0,3.0,28.0,18.9,-2.0
34.0,2017-01-10,32-011,CLE,@,UTA,L (-8),1.0,36:55,10.0,20.0,0.5,3.0,6.0,0.5,6.0,7.0,0.857,1.0,5.0,6.0,5.0,4.0,0.0,4.0,0.0,29.0,24.3,-8.0
35.0,2017-01-11,32-012,CLE,@,POR,L (-16),1.0,30:31,5.0,12.0,0.417,2.0,5.0,0.4,8.0,9.0,0.889,1.0,10.0,11.0,4.0,1.0,1.0,5.0,1.0,20.0,16.0,-7.0
36.0,2017-01-13,32-014,CLE,@,SAC,W (+12),1.0,41:41,6.0,12.0,0.5,1.0,4.0,0.25,3.0,3.0,1.0,0.0,2.0,2.0,15.0,1.0,1.0,5.0,2.0,16.0,17.0,16.0
37.0,2017-01-16,32-017,CLE,@,GSW,L (-35),1.0,35:00,6.0,18.0,0.333,1.0,4.0,0.25,7.0,10.0,0.7,2.0,6.0,8.0,2.0,1.0,0.0,6.0,1.0,20.0,7.8,-32.0
38.0,2017-01-19,32-020,CLE,,PHO,W (+15),1.0,39:08,8.0,12.0,0.667,0.0,2.0,0.0,5.0,8.0,0.625,0.0,9.0,9.0,15.0,1.0,2.0,4.0,2.0,21.0,25.4,14.0
39.0,2017-01-21,32-022,CLE,,SAS,L (-3),1.0,45:20,11.0,16.0,0.688,2.0,5.0,0.4,5.0,7.0,0.714,0.0,6.0,6.0,7.0,2.0,0.0,7.0,5.0,29.0,21.1,-16.0
40.0,2017-01-23,32-024,CLE,@,NOP,L (-2),1.0,43:43,11.0,21.0,0.524,1.0,4.0,0.25,3.0,4.0,0.75,2.0,8.0,10.0,12.0,2.0,0.0,6.0,2.0,26.0,22.7,-11.0
41.0,2017-01-25,32-026,CLE,,SAC,L (-4),1.0,44:49,8.0,15.0,0.533,0.0,3.0,0.0,8.0,11.0,0.727,4.0,9.0,13.0,11.0,2.0,1.0,5.0,3.0,24.0,25.2,-1.0
42.0,2017-01-27,32-028,CLE,,BRK,W (+8),1.0,34:14,13.0,18.0,0.722,1.0,3.0,0.333,4.0,7.0,0.571,0.0,5.0,5.0,11.0,0.0,0.0,5.0,1.0,31.0,26.2,22.0
43.0,2017-01-29,32-030,CLE,,OKC,W (+16),1.0,36:50,9.0,18.0,0.5,0.0,2.0,0.0,7.0,10.0,0.7,1.0,13.0,14.0,8.0,1.0,0.0,2.0,1.0,25.0,23.6,10.0
44.0,2017-01-30,32-031,CLE,@,DAL,L (-7),1.0,37:17,9.0,19.0,0.474,1.0,6.0,0.167,4.0,8.0,0.5,0.0,9.0,9.0,9.0,2.0,0.0,5.0,0.0,23.0,17.7,-8.0
45.0,2017-02-01,32-033,CLE,,MIN,W (+28),1.0,34:28,11.0,14.0,0.786,1.0,2.0,0.5,4.0,7.0,0.571,0.0,8.0,8.0,12.0,2.0,1.0,2.0,1.0,27.0,31.5,16.0
46.0,2017-02-04,32-036,CLE,@,NYK,W (+7),1.0,39:35,12.0,20.0,0.6,4.0,8.0,0.5,4.0,5.0,0.8,0.0,5.0,5.0,10.0,0.0,0.0,5.0,1.0,32.0,25.5,11.0
47.0,2017-02-06,32-038,CLE,@,WAS,W (+5),1.0,42:04,12.0,18.0,0.667,6.0,8.0,0.75,2.0,5.0,0.4,0.0,7.0,7.0,17.0,2.0,2.0,6.0,6.0,32.0,32.0,0.0
48.0,2017-02-08,32-040,CLE,@,IND,W (+15),1.0,38:16,9.0,16.0,0.563,1.0,2.0,0.5,6.0,8.0,0.75,1.0,5.0,6.0,9.0,1.0,1.0,4.0,2.0,25.0,22.0,8.0
49.0,2017-02-09,32-041,CLE,@,OKC,L (-9),1.0,40:53,8.0,19.0,0.421,1.0,4.0,0.25,1.0,3.0,0.333,1.0,4.0,5.0,7.0,2.0,2.0,3.0,1.0,18.0,13.9,-4.0
50.0,2017-02-11,32-043,CLE,,DEN,W (+16),1.0,33:09,11.0,16.0,0.688,1.0,1.0,1.0,4.0,4.0,1.0,0.0,5.0,5.0,12.0,2.0,0.0,6.0,1.0,27.0,25.7,26.0
51.0,2017-02-14,32-046,CLE,@,MIN,W (+8),1.0,39:30,10.0,14.0,0.714,2.0,3.0,0.667,3.0,6.0,0.5,1.0,7.0,8.0,14.0,0.0,0.0,6.0,3.0,25.0,23.4,11.0
52.0,2017-02-15,32-047,CLE,,IND,W (+9),1.0,32:35,12.0,17.0,0.706,4.0,5.0,0.8,3.0,4.0,0.75,0.0,5.0,5.0,4.0,1.0,0.0,4.0,2.0,31.0,24.0,9.0
53.0,2017-02-23,32-055,CLE,,NYK,W (+15),1.0,37:06,7.0,11.0,0.636,0.0,2.0,0.0,4.0,6.0,0.667,0.0,13.0,13.0,15.0,0.0,3.0,6.0,1.0,18.0,22.4,10.0
54.0,2017-02-27,32-059,CLE,,MIL,W (+7),1.0,37:11,8.0,12.0,0.667,1.0,2.0,0.5,7.0,9.0,0.778,0.0,10.0,10.0,6.0,0.0,0.0,3.0,1.0,24.0,21.8,8.0
55.0,2017-03-01,32-061,CLE,@,BOS,L (-4),1.0,40:02,10.0,21.0,0.476,3.0,6.0,0.5,5.0,8.0,0.625,5.0,8.0,13.0,10.0,1.0,1.0,4.0,3.0,28.0,25.5,-3.0
56.0,2017-03-03,32-063,CLE,@,ATL,W (+5),1.0,39:10,14.0,27.0,0.519,6.0,10.0,0.6,4.0,8.0,0.5,1.0,12.0,13.0,8.0,0.0,0.0,2.0,4.0,38.0,29.4,5.0
57.0,2017-03-06,32-066,CLE,,MIA,L (-8),1.0,38:41,11.0,22.0,0.5,2.0,5.0,0.4,6.0,10.0,0.6,3.0,14.0,17.0,6.0,1.0,1.0,3.0,2.0,30.0,25.8,14.0
58.0,2017-03-09,32-069,CLE,@,DET,L (-5),1.0,39:05,12.0,22.0,0.545,0.0,6.0,0.0,5.0,8.0,0.625,4.0,10.0,14.0,10.0,1.0,0.0,3.0,1.0,29.0,27.6,18.0
59.0,2017-03-11,32-071,CLE,@,ORL,W (+12),1.0,37:34,8.0,14.0,0.571,2.0,5.0,0.4,6.0,10.0,0.6,0.0,12.0,12.0,12.0,0.0,1.0,4.0,3.0,24.0,23.3,12.0
60.0,2017-03-12,32-072,CLE,@,HOU,L (-5),1.0,40:10,12.0,20.0,0.6,4.0,11.0,0.364,2.0,3.0,0.667,0.0,7.0,7.0,5.0,2.0,0.0,8.0,2.0,30.0,19.2,-9.0
61.0,2017-03-14,32-074,CLE,,DET,W (+32),1.0,28:24,6.0,12.0,0.5,0.0,2.0,0.0,4.0,5.0,0.8,0.0,11.0,11.0,12.0,0.0,0.0,2.0,0.0,16.0,19.3,22.0
62.0,2017-03-16,32-076,CLE,,UTA,W (+8),1.0,38:15,13.0,20.0,0.65,2.0,5.0,0.4,5.0,10.0,0.5,0.0,10.0,10.0,6.0,2.0,1.0,6.0,0.0,33.0,26.1,14.0
63.0,2017-03-19,32-079,CLE,@,LAL,W (+5),1.0,37:51,13.0,22.0,0.591,3.0,8.0,0.375,5.0,8.0,0.625,0.0,6.0,6.0,7.0,1.0,0.0,3.0,2.0,34.0,26.5,12.0
64.0,2017-03-22,32-082,CLE,@,DEN,L (-13),1.0,34:10,8.0,12.0,0.667,0.0,2.0,0.0,2.0,4.0,0.5,2.0,4.0,6.0,5.0,0.0,0.0,4.0,1.0,18.0,13.7,-30.0
65.0,2017-03-24,32-084,CLE,@,CHO,W (+7),1.0,39:54,9.0,14.0,0.643,0.0,1.0,0.0,14.0,16.0,0.875,0.0,9.0,9.0,11.0,1.0,2.0,4.0,2.0,32.0,33.0,1.0
66.0,2017-03-25,32-085,CLE,,WAS,L (-12),1.0,40:35,10.0,21.0,0.476,0.0,4.0,0.0,4.0,6.0,0.667,3.0,8.0,11.0,8.0,0.0,1.0,3.0,2.0,24.0,19.5,-11.0
67.0,2017-03-27,32-087,CLE,@,SAS,L (-29),1.0,29:32,7.0,17.0,0.412,0.0,3.0,0.0,3.0,6.0,0.5,3.0,5.0,8.0,8.0,0.0,0.0,2.0,3.0,17.0,12.7,-13.0
68.0,2017-03-30,32-090,CLE,@,CHI,L (-6),1.0,39:07,11.0,20.0,0.55,1.0,7.0,0.143,3.0,7.0,0.429,1.0,9.0,10.0,8.0,1.0,1.0,4.0,0.0,26.0,21.5,-3.0
69.0,2017-03-31,32-091,CLE,,PHI,W (+17),1.0,29:56,14.0,22.0,0.636,3.0,7.0,0.429,3.0,6.0,0.5,2.0,7.0,9.0,6.0,0.0,0.0,2.0,2.0,34.0,27.9,31.0
70.0,2017-04-02,32-093,CLE,,IND,W (+5),1.0,51:39,16.0,29.0,0.552,3.0,10.0,0.3,6.0,12.0,0.5,4.0,10.0,14.0,11.0,2.0,1.0,1.0,4.0,41.0,38.3,-1.0
71.0,2017-04-04,32-095,CLE,,ORL,W (+20),1.0,37:06,7.0,14.0,0.5,0.0,3.0,0.0,4.0,6.0,0.667,1.0,10.0,11.0,11.0,2.0,1.0,6.0,2.0,18.0,17.5,17.0
72.0,2017-04-05,32-096,CLE,@,BOS,W (+23),1.0,38:33,14.0,22.0,0.636,1.0,4.0,0.25,7.0,7.0,1.0,2.0,8.0,10.0,6.0,1.0,2.0,3.0,3.0,36.0,32.4,32.0
73.0,2017-04-07,32-098,CLE,,ATL,L (-14),1.0,41:25,12.0,15.0,0.8,1.0,2.0,0.5,2.0,6.0,0.333,1.0,7.0,8.0,7.0,2.0,0.0,5.0,0.0,27.0,24.4,-15.0
74.0,2017-04-09,32-100,CLE,@,ATL,L (-1),1.0,46:50,11.0,21.0,0.524,1.0,3.0,0.333,9.0,10.0,0.9,3.0,13.0,16.0,10.0,1.0,0.0,3.0,6.0,32.0,29.9,2.0
